estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,true_sums,absolute_error,normalized_error,relative_error
8592.961134481573,0.0715,-1,1,1,9,9,9,9,1,0,4,4,0,3857306,3848713.0388655183,6.415227406457241,0.9977722894853347
36908.67749419954,4.1789,-1,1,1,8257,240,240,240,210,21,9,0,0,679898,642989.3225058005,1.0717667651871714,0.9457143902553038
36785.34800132509,3.9547,-1,1,1,8353,215,215,169,134,14,15,6,0,460897,424111.6519986749,0.7069305156878505,0.9201874865722166
40439.49891383056,3.2017,-1,1,1,937,933,933,598,334,254,6,4,0,154094,113654.50108616945,0.18944500742776613,0.7375660381726054
33628.83177405119,3.6241,-1,1,1,973,971,971,636,336,254,46,0,0,130413,96784.16822594882,0.16132469275945158,0.7421358930930875
36984.05297954866,3.6976,-1,7,7,5401,127,889,386,274,49,42,21,0,577763,540778.9470204513,0.9013973987479478,0.9359875018311165
37189.5371164786,0.0872,-1,3,1,1,1,1,1,0,0,0,0,1,1099052,1061862.4628835213,1.7699654676739798,0.9661621678351173
40495.2022314134,4.0359,-1,1,1,937,931,931,931,667,254,6,4,0,1096670,1056174.7977685865,1.7604849829624367,0.9630743959154409
-10598.839091365742,23.5325,-1,1,1,20134,4186,4186,4186,2016,1836,334,0,0,2202402,2213000.8390913657,3.688740493273203,1.0048123998667662
-27659.7583991016,14.4405,-1,1,1,16481,2271,2271,2271,2071,4,183,13,0,1544469,1572128.7583991017,2.620502852645627,1.017908911346943
33402.388178387824,4.0793,-1,1,1,973,969,969,969,669,254,46,0,0,908845,875442.6118216122,1.459231535171556,0.9632474314339763
36841.27397260274,3.925,-1,1,1,8257,281,281,218,177,28,6,7,0,491506,454664.72602739726,0.7578579077488478,0.9250441012467747
37124.91257746216,72.7584,-1,7,7,112969,3318,23226,10056,347,1156,8217,336,0,1047858,1010733.0874225379,1.6847404671556168,0.9645706645581156
31001.345485519592,6.8089,-1,1,1,15352,304,304,169,70,7,78,14,0,163467,132465.6545144804,0.22080037889914625,0.8103510464771508
4503.028736803181,2.4879,-1,1,1,5497,104,104,104,60,21,18,5,0,3373895,3369391.971263197,5.61627107525694,0.9986653322830724
36692.27425294858,0.1007,-1,1,1,13,13,13,13,1,5,3,4,0,544032,507339.7257470514,0.8456592320939493,0.9325549338036208
28497.117586298813,66.5372,3,1,1,425,204,204,204,0,0,0,204,0,612026,583528.8824137012,0.9726551294204049,0.9534380604969416
-35585.01490841971,22.7862,-1,1,1,16712,2314,2314,2314,2073,40,190,11,0,1378278,1413863.0149084197,2.3566975949161404,1.025818459634718
37062.5721277562,0.2806,-1,3,3,13,13,39,31,2,12,8,9,0,506492,469429.4278722438,0.7824684513167178,0.9268249604579022
8574.467078461457,0.1073,-1,1,1,17,17,17,17,6,4,3,4,0,3856188,3847613.5329215387,6.413394694952342,0.9977764395619557
13110.407200746537,0.0324,-1,1,1,4,4,4,4,1,2,0,1,0,4378992,4365881.592799254,7.277269821012401,0.9970060673322202
30367.505439308767,12.9375,-1,1,1,25097,1051,1051,1051,111,72,800,68,0,877152,846784.4945606912,1.4114627518371874,0.965379426325986
33963.666627515464,58.3126,3,1,1,450,162,162,162,0,0,0,162,0,687605,653641.3333724845,1.0895220697151429,0.9506058469215386
-8994.650965292261,29.8418,-1,1,1,19497,3815,3815,3815,1481,2307,10,17,0,2556903,2565897.6509652925,4.2769665512627935,1.003517791236231
