estimates,runtime,case,baseline_runtimes,true_counts,absolute_error,normalized_error,relative_error
137526,0.467775,1,0.0272595882415771,18792,118734,0.21910320736507422,6.318326947637292
137526,0.038758,1,0.0279889106750488,525,137001,0.2528118189585336,260.95428571428573
137526,0.524237,1,0.0300033092498779,19468,118058,0.21785576545139498,6.064207930963633
137526,0.378836,1,0.0301282405853271,10109,127417,0.23512619277406355,12.604312988426155
137526,0.301148,1,0.0304601192474365,7553,129973,0.23984285184412882,17.208129220177412
137526,0.392302,1,0.0309398174285888,22403,115123,0.21243972696522848,5.138731419899121
137526,0.288434,1,0.0305800437927246,7553,129973,0.23984285184412882,17.208129220177412
137526,0.223664,1,0.0299561023712158,11594,125932,0.23238588028617352,10.861825081938933
135634,0.092697,1,0.030226707458496,88,135546,0.2501268663188838,1540.2954545454545
147483,0.431784,1,0.0260210037231445,12914,134569,0.24832398059452787,10.420396468948429
137526,0.427516,1,0.0280683040618896,22403,115123,0.21243972696522848,5.138731419899121
16358,0.336916,1,0.0268585681915283,0,16358,0.030185879917107854,0.0
147483,0.58435,1,0.0271964073181152,17486,129997,0.23988713972272097,7.434347477982386
137526,0.445232,1,0.0276448726654052,22513,115013,0.2122367408550144,5.108737174077199
137526,0.448701,1,0.0300378799438476,23802,113724,0.20985811270896035,4.777917822031762
137526,0.431781,1,0.0306777954101562,18792,118734,0.21910320736507422,6.318326947637292
137526,0.566042,1,0.0296597480773925,19945,117581,0.21697554386437576,5.895261970418651
137526,0.133911,1,0.0286903381347656,3796,133730,0.24677575017207687,35.229188619599576
137526,0.559866,1,0.030083417892456,23516,114010,0.21038587659551697,4.848188467426433
137526,0.526132,1,0.0300407409667968,19468,118058,0.21785576545139498,6.064207930963633
137526,0.559424,1,0.030024766921997,19945,117581,0.21697554386437576,5.895261970418651
147483,0.328515,1,0.0281264781951904,4145,143338,0.2645056642351391,34.580940892641735
137526,0.518629,1,0.0293464660644531,7611,129915,0.23973582280419775,17.06937327552227
137526,0.580285,1,0.0295054912567138,13182,124344,0.2294554989859921,9.432862994993172
137526,0.036863,1,0.0305638313293457,774,136752,0.25235233221813996,176.68217054263565
137526,0.428959,1,0.041144847869873,18269,119257,0.22006831405272842,6.527834035798347
137526,0.546653,1,0.049443244934082,25861,111665,0.2060585817914078,4.317891806194656
137526,0.333437,1,0.0405898094177246,6984,130542,0.240892843632418,18.691580756013746
119325,0.148133,1,0.0364072322845459,227,119098,0.21977490685705534,524.6607929515418
137526,0.108246,1,0.036571979522705,3540,133986,0.24724815421039326,37.849152542372885
137526,0.551332,1,0.0332889556884765,21361,116165,0.2143625590274382,5.438181733064932
147483,0.163158,1,0.0282003879547119,464,147019,0.27129831761421197,316.85129310344826
137526,0.357841,1,0.0315635204315185,13714,123812,0.22847378434386587,9.028146419717077
137526,0.480883,1,0.0318584442138671,9646,127880,0.23598057976523734,13.257308729006843
