true_counts,estimates,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,level_5_queries,absolute_error,normalized_error,relative_error,total_sketch_queries
122074,122652.0,125,123,1396,947,116481,15647,535,2008,3152,9952,0,0,578.0,0.001077365264103606,0.0047348329701656375,133649
6933,7004.0,1,1,33606,3001,3001,680,105,311,118,134,0,12,71.0,0.0001323407158327959,0.010240876965238713,37288
2748,2763.0,1,1,12246,1902,1902,278,0,76,111,81,0,10,15.0,2.7959306161858287e-05,0.0054585152838427945,14427
454,456.0,1,1,12246,2070,2070,106,0,21,32,46,0,7,2.0,3.7279074882477715e-06,0.004405286343612335,14423
4729,4787.0,1,1,33648,3203,3203,574,72,273,73,117,33,6,58.0,0.00010810931715918538,0.012264749418481708,37426
5387,5413.0,1,1,33648,2845,2845,447,62,159,72,124,24,6,26.0,4.846279734722103e-05,0.004826434007796547,36941
6241,6631.0,1,1,90037,15915,15915,2580,432,2148,0,0,0,0,390.0,0.0007269419602083155,0.062489985579234096,108533
122527,124314.0,125,123,34656,3633,446859,19623,3147,5693,6388,2628,1408,359,1787.0,0.003330885340749384,0.014584540550246067,501263
119674,126054.0,125,123,9908,6594,811062,58268,498,39264,18506,0,0,0,6380.0,0.011892024887510391,0.053311496231428716,879363
373,381.0,1,1,34656,3399,3399,100,14,18,29,25,11,3,8.0,1.4911629952991086e-05,0.021447721179624665,38156
6933,7022.0,1,1,33648,3407,3407,770,205,279,108,135,37,6,89.0,0.00016589188322702585,0.012837155632482332,37826
48691,49418.0,4750,1383,12246,1953,2700999,14751,18,3683,3951,5384,0,1715,727.0,0.001355094371978065,0.014930890719024049,2732746
6487,6532.0,1,1,29238,2056,2056,480,73,89,183,123,0,12,45.0,8.387791848557487e-05,0.006936950824726376,31775
5970,5998.0,1,1,12288,1992,1992,547,0,200,182,127,32,6,28.0,5.2190704835468805e-05,0.004690117252931323,14828
9877,10077.0,1,1,64501,8076,8076,1596,567,0,1029,0,0,0,200.0,0.00037279074882477716,0.02024906348081401,74174
1174,1312.0,1,1,90037,15915,15915,797,114,683,0,0,0,0,138.0,0.00025722561668909625,0.11754684838160136,106750
2097,2176.0,125,95,33648,2845,270275,1477,86,330,48,804,146,63,79.0,0.00014725234578578697,0.037672865999046255,305525
10194,10429.0,1,1,64501,8483,8483,1695,773,0,922,0,0,0,235.0,0.0004380291298691132,0.023052776142829114,74680
9369,9867.0,1,1,36812,12449,12449,2998,1513,956,529,0,0,0,498.0,0.0009282489645736951,0.05315401857188601,52260
123955,124842.0,125,123,12246,2101,258423,14320,0,4306,5043,4240,0,731,887.0,0.0016533269710378867,0.007155822677584607,285114
2597,2622.0,1,1,33606,2804,2804,322,58,100,60,94,0,10,25.0,4.6598843603097145e-05,0.009626492106276472,36733
3635,3643.0,1,1,12246,1953,1953,283,0,63,117,91,0,12,8.0,1.4911629952991086e-05,0.002200825309491059,14483
3771,3812.0,1,1,34824,3822,3822,536,59,181,166,113,12,5,41.0,7.642210350907931e-05,0.010872447626624237,39183
6741,6779.0,1,1,29280,2079,2079,499,37,81,203,135,37,6,38.0,7.083024227670766e-05,0.005637145824061712,31859
114847,123592.0,125,123,36812,12126,1491498,60347,22649,19192,18506,0,0,0,8745.0,0.016300275492363382,0.07614478392992416,1588782
1987,2002.0,1,1,12246,1814,1814,222,0,71,66,74,0,11,15.0,2.7959306161858287e-05,0.00754906894816306,14283
216243,229690.0,125,123,90037,15247,1875381,89657,12569,77088,0,0,0,0,13447.0,0.025064585997233893,0.062184671873771635,2055200
2814,2836.0,1,1,12288,1905,1905,312,0,73,124,87,23,5,22.0,4.100698237072549e-05,0.007818052594171997,14506
83310,84713.0,4750,1226,33648,2845,3487970,16743,2252,5460,2206,4299,1816,710,1403.0,0.002615127103005812,0.016840715400312088,3543111
1019,1030.0,1,1,12288,2178,2178,223,0,53,81,60,23,6,11.0,2.0503491185362745e-05,0.010794896957801767,14690
123898,124587.0,125,123,12288,1964,241572,13760,3,3145,4610,4223,1407,372,689.0,0.0012842641297013573,0.005561026005262393,267745
2413,2442.0,1,1,29280,2600,2600,332,63,40,109,89,25,6,29.0,5.405465857959269e-05,0.012018234562784915,32213
4811,4850.0,1,1,34824,3217,3217,515,47,165,174,110,13,6,39.0,7.269419602083154e-05,0.008106422781126586,38557
11358,11555.0,1,1,64501,8076,8076,1649,649,0,1000,0,0,0,197.0,0.0003671988875924055,0.01734460292304983,74227
6570,6781.0,1,1,9908,6222,6222,1811,26,1175,610,0,0,0,211.0,0.0003932942400101399,0.03211567732115677,17942
1538,1544.0,1,1,29238,2491,2491,212,24,26,84,69,0,9,6.0,1.1183722464743315e-05,0.0039011703511053317,31942
2997,3116.0,1,1,9908,6222,6222,1275,15,808,452,0,0,0,119.0,0.00022181049555074241,0.03970637303970637,17406
218507,232476.0,125,123,90037,15915,1957545,92032,14944,77088,0,0,0,0,13969.0,0.02603756985166656,0.06392930203609037,2139739
216243,229690.0,125,123,90037,15247,1875381,89657,12569,77088,0,0,0,0,13447.0,0.025064585997233893,0.062184671873771635,2055200
49377,50636.0,4750,1383,33648,2905,4017615,17472,2266,4745,2324,5472,1838,827,1259.0,0.0023467177638519725,0.025497701358932295,4073485
3024,3047.0,1,1,12288,2113,2113,344,0,114,113,87,25,5,23.0,4.2870936114849375e-05,0.007605820105820105,14746
9853,10346.0,1,1,90037,15247,15247,3164,562,2602,0,0,0,0,493.0,0.0009189291958530757,0.05003552217598701,108449
121831,123538.0,125,123,33648,3407,419061,17468,3656,5069,2641,4335,1408,359,1707.0,0.0031817690412194732,0.014011212253039047,470302
6733,6775.0,1,1,12246,2111,2111,568,0,228,180,148,0,12,42.0,7.82860572532032e-05,0.0062379325709193524,14926
5046,5363.0,1,1,36812,12103,12103,1778,824,504,450,0,0,0,317.0,0.0005908733368872718,0.06282203725723345,50694
4752,4979.0,1,1,9908,6594,6594,1864,18,1305,541,0,0,0,227.0,0.0004231174999161221,0.04776936026936027,18367
4838,5100.0,1,1,36812,11130,11130,1723,657,616,450,0,0,0,262.0,0.0004883558809604581,0.054154609342703594,49666
119049,120083.0,125,123,29238,2587,318201,14066,2291,1696,5153,4195,0,731,1034.0,0.0019273281714240979,0.00868549924820872,361630
5740,6058.0,1,1,36812,11130,11130,2100,1103,389,608,0,0,0,318.0,0.0005927372906313957,0.0554006968641115,50043
5139,5535.0,1,1,90037,15915,15915,2271,340,1931,0,0,0,0,396.0,0.0007381256826730588,0.07705779334500876,108224
2879,2912.0,1,1,33606,3190,3190,328,60,106,52,98,0,12,33.0,6.151047355608824e-05,0.011462313303230288,37125
3137,3154.0,1,1,12246,1988,1988,294,0,75,111,97,0,11,17.0,3.168721365010606e-05,0.005419190309212623,14529
5478,5506.0,1,1,12288,2103,2103,415,0,126,135,124,24,6,28.0,5.2190704835468805e-05,0.00511135450894487,14807
3810,3835.0,1,1,12288,2002,2002,444,1,139,153,113,32,6,25.0,4.6598843603097145e-05,0.006561679790026247,14735
6620,6740.0,1,1,34656,3633,3633,877,179,310,266,80,36,6,120.0,0.0002236744492948663,0.01812688821752266,39167
