runtimes,true_counts,estimates,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,absolute_error,normalized_error,relative_error,total_sketch_queries
0.024967193603515625,195,148.0,1,1,288,68,68,68,0,0,0,68,0,47.0,0.0094,0.24102564102564103,425
0.0010004043579101562,653,653.0,7,7,13,13,91,37,0,5,14,18,0,0.0,0.0,0.0,148
0.001461029052734375,15,15.0,54,28,16,16,448,15,0,0,1,14,0,0.0,0.0,0.0,533
0.021961688995361328,338,338.0,1,1,8360,136,136,136,0,17,55,64,0,0.0,0.0,0.0,8633
0.0096435546875,110,110.0,1,1,3870,20,20,10,2,0,0,8,0,0.0,0.0,0.0,3901
0.0004513263702392578,193,193.0,1,1,3,3,3,3,1,0,1,1,0,0.0,0.0,0.0,10
0.012348413467407227,287,287.0,1,1,6774,120,120,120,0,10,46,64,0,0.0,0.0,0.0,7015
0.0010752677917480469,166,166.0,7,7,17,17,119,37,4,13,7,13,0,0.0,0.0,0.0,180
0.0007450580596923828,1229,1229.0,1,1,13,13,13,13,1,5,3,4,0,0.0,0.0,0.0,40
0.0031647682189941406,96,96.0,378,165,9,9,1485,89,1,0,16,72,0,0.0,0.0,0.0,1961
0.0004734992980957031,193,193.0,1,1,4,4,4,4,1,2,0,1,0,0.0,0.0,0.0,13
0.00034809112548828125,743,743.0,1,1,5,5,5,5,0,0,0,0,5,0.0,0.0,0.0,16
0.004074811935424805,358,358.0,1,1,857,169,169,169,32,91,46,0,0,0.0,0.0,0.0,1196
0.0024912357330322266,302,302.0,1,1,615,65,65,65,23,9,29,4,0,0.0,0.0,0.0,746
0.0011036396026611328,1225,1225.0,1,1,25,25,25,25,3,10,4,7,1,0.0,0.0,0.0,76
0.0009043216705322266,52,52.0,3,1,17,17,17,5,1,1,1,2,0,0.0,0.0,0.0,42
0.0006721019744873047,22,22.0,1,1,13,13,13,5,0,3,1,1,0,0.0,0.0,0.0,32
0.001459360122680664,1285,1285.0,1,1,34,34,34,34,1,2,15,16,0,0.0,0.0,0.0,103
0.0054798126220703125,98,98.0,7,7,1447,140,980,88,0,1,62,25,0,0.0,0.0,0.0,2522
0.00873112678527832,1122,1122.0,1,1,2463,107,107,107,0,49,50,8,0,0.0,0.0,0.0,2678
0.0008120536804199219,1275,1275.0,1,1,15,15,15,15,4,4,3,4,0,0.0,0.0,0.0,46
0.0003495216369628906,696,696.0,1,1,5,5,5,5,0,0,0,0,5,0.0,0.0,0.0,16
