estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,true_sums,absolute_error,normalized_error,relative_error
179633887.0,0.0763,-1,1,1,9,9,9,9,3,3,0,3,0,179552478,81409.0,0.1356965932919288,0.00045339947912052765
177928824.0,0.0648,-1,1,1,10,10,10,10,2,1,5,2,0,177840679,88145.0,0.1469244950277864,0.0004956402578737343
179857181.0,0.090901,-1,1,1,19,19,19,19,6,7,4,2,0,179635218,221963.0,0.3699790310267463,0.0012356318681340092
178873005.0,0.0612,-1,1,1,12,12,12,12,3,2,5,2,0,178762895,110110.0,0.18353685572079595,0.0006159555650516848
178411268.0,0.0265,-1,1,1,5,5,5,5,0,2,0,3,0,178382225,29043.0,0.04841032513576493,0.0001628133072115229
359986260.0,0.833701,-1,21,21,21,21,441,294,98,56,70,70,0,357003129,2983131.0,4.972431967516427,0.008356036005499548
221461886.0,0.24,-1,7,7,13,13,91,84,21,21,14,14,14,220634561,827325.0,1.379026692936223,0.0037497525149742974
178842876.0,0.0921,-1,1,1,19,19,19,19,7,6,4,2,0,178637131,205745.0,0.3429460573996473,0.001151748233126292
192910032.0,0.179799,-1,1,1,37,37,37,37,9,8,10,10,0,192630886,279146.0,0.46529451573006364,0.0014491237921212697
178783788.0,0.056301,-1,1,1,12,12,12,12,8,1,0,3,0,178622509,161279.0,0.2688279044028176,0.0009029041239141927
242753515.0,0.250501,-1,7,7,17,17,119,70,14,14,7,28,7,242262518,490997.0,0.8184183593528621,0.0020267146732124695
177544874.0,0.0571,-1,1,1,11,11,11,11,3,1,5,2,0,177445990,98884.0,0.16482479739438005,0.000557262522528686
250175444.0,0.308299,-1,7,7,24,24,168,91,28,7,21,28,7,249424825,750619.0,1.2511692952891484,0.003009399725949492
178207905.0,0.08,-1,1,1,17,17,17,17,5,6,4,2,0,178022768,185137.0,0.3085956121840069,0.0010399624838998121
178650571.0,0.090499,-1,1,1,17,17,17,17,5,6,4,2,0,178433262,217309.0,0.3622215110328803,0.0012178727080604513
179395807.0,0.093099,-1,1,1,19,19,19,19,7,6,4,2,0,179185743,210064.0,0.3501451826367567,0.0011723254120725442
178340696.0,0.090701,-1,1,1,19,19,19,19,7,6,4,2,0,178134958,205738.0,0.3429343894495061,0.0011549557835806715
178414575.0,0.0475,-1,1,1,14,14,14,14,6,1,5,2,0,178271668,142907.0,0.23820453583227488,0.0008016248549376898
178454478.0,0.079,-1,1,1,17,17,17,17,4,7,4,2,0,178286308,168170.0,0.2803141678918014,0.0009432580767783918
