estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,true_sums,absolute_error,normalized_error,relative_error
356478143.0,0.1067,-1,1,1,17,17,17,17,7,4,0,6,0,356324703,153440.0,0.25576146709471376,0.0004306184744087193
356025563.0,0.086301,-1,1,1,17,17,17,17,4,3,5,5,0,355877146,148417.0,0.24738887944340543,0.0004170456059575121
356168861.0,0.083401,-1,1,1,21,21,21,21,7,4,5,5,0,355952557,216304.0,0.36054632676261056,0.0006076764887518423
356077441.0,0.037201,-1,1,1,7,7,7,7,1,4,0,1,1,356016735,60706.0,0.10118779732437234,0.00017051445629374698
356704027.0,0.0807,-1,1,1,20,20,20,20,6,4,5,5,0,356490692,213335.0,0.3555974490527291,0.0005984307719316273
448318843.0,0.596399,-1,21,21,23,23,483,182,56,14,42,49,21,446787300,1531543.0,2.552852480439515,0.003427901822634618
440324427.0,0.1672,-1,1,1,34,34,34,34,10,4,6,13,1,440058243,266184.0,0.44368880576863456,0.0006048835676508394
356380732.0,0.1556,-1,1,1,19,19,19,19,5,4,5,5,0,356212540,168192.0,0.28035083859224513,0.00047216754356823036
356365704.0,0.048001,-1,1,1,8,8,8,8,2,4,0,1,1,356284599,81105.0,0.13518987088579743,0.0002276410493960195
355834589.0,0.0528,-1,1,1,7,7,7,7,1,2,2,1,1,355789106,45483.0,0.07581333946734141,0.00012783696643033248
354141993.0,0.0663,-1,1,1,11,11,11,11,2,3,5,0,1,354034230,107763.0,0.1796247587234596,0.0003043858216760566
356494636.0,0.0905,-1,1,1,19,19,19,19,5,4,5,5,0,356314616,180020.0,0.30006634063080273,0.0005052276609388373
355445790.0,0.083399,-1,1,1,16,16,16,16,4,2,5,5,0,355327048,118742.0,0.19792510509489378,0.0003341766428093591
356333719.0,0.075599,-1,1,1,18,18,18,18,5,3,5,5,0,356137718,196001.0,0.3267042708031217,0.0005503517041123962
206881408.0,0.4994,-1,21,21,21,21,441,140,28,14,28,49,21,205962690,918718.0,1.531365116829518,0.004460604005511872
1110654130.0,4.120799,5,1,1,4000,397,397,397,0,0,0,0,397,460204205,650449925.0,1084.2024706051,1.4133941366311504
356867811.0,0.0918,-1,1,1,12,12,12,12,1,5,0,6,0,356778826,88985.0,0.14832464904472825,0.00024941222268610747
355407386.0,0.0544,-1,1,1,10,10,10,10,1,3,0,6,0,355363849,43537.0,0.07256964932809276,0.00012251386887696616
354710793.0,0.0676,-1,1,1,13,13,13,13,4,3,5,0,1,354532866,177927.0,0.29657762353858924,0.0005018632038475101
356996520.0,0.0855,-1,1,1,18,18,18,18,4,4,5,5,0,356829320,167200.0,0.2786973233722376,0.0004685713606718192
357022217.0,0.094401,-1,1,1,20,20,20,20,7,3,5,5,0,356795929,226288.0,0.3771881573639767,0.0006342224829588793
355973427.0,0.0977,-1,1,1,23,23,23,23,6,8,4,5,0,355738358,235069.0,0.3918247673910797,0.0006607918283583014
235968195.0,12.8331,-1,1,1,3455,3414,3414,3414,2324,967,106,17,0,181322354,54645841.0,91.0864211729957,0.3013739883390219
355981198.0,0.1777,-1,1,1,23,23,23,23,6,8,4,5,0,355748513,232685.0,0.3878509969429971,0.0006540716025424399
355862147.0,0.1095,-1,1,1,18,18,18,18,4,4,5,5,0,355673839,188308.0,0.31388119359796246,0.0005294401199971303
356499976.0,0.0805,-1,1,1,12,12,12,12,2,4,5,0,1,356383826,116150.0,0.19360462984261603,0.00032591265800036614
356450199.0,0.074999,-1,1,1,16,16,16,16,1,5,5,5,0,356322017,128182.0,0.21366016928528805,0.0003597364010206532
355172037.0,0.0863,-1,1,1,17,17,17,17,0,8,4,5,0,355062189,109848.0,0.1831001410155117,0.00030937678920241207
356728821.0,0.0758,-1,1,1,16,16,16,16,2,4,5,5,0,356593067,135754.0,0.22628155763800684,0.00038069725006739967
194499552.0,13.372801,-1,1,1,3416,3395,3395,3395,2349,926,103,17,0,139548986,54950566.0,91.59435204539166,0.3937725925145741
354290392.0,0.1033,-1,1,1,10,10,10,10,5,3,0,1,1,354164108,126284.0,0.2104964879470075,0.000356569164258734
532491846.0,9.8406,-1,1,1,2604,2585,2585,2585,2326,56,186,17,0,487785983,44705863.0,74.51796864321742,0.09165056922105119
356431935.0,0.1132,-1,1,1,16,16,16,16,1,5,5,5,0,356322007,109928.0,0.18323348901712522,0.00030850746751659376
296239919.0,0.162199,-1,1,1,33,33,33,33,4,16,10,1,2,295931778,308141.0,0.5136248320648604,0.0010412568804962878
357438142.0,0.085,-1,1,1,17,17,17,17,3,4,5,5,0,357319398,118744.0,0.1979284387949341,0.00033231892996752444
354422637.0,0.0662,-1,1,1,13,13,13,13,4,3,5,0,1,354291234,131403.0,0.21902909320025202,0.00037088978611308235
356337184.0,0.0959,-1,1,1,18,18,18,18,4,4,5,5,0,356178094,159090.0,0.26517916970866795,0.00044665857524634855
355062220.0,0.076099,-1,1,1,16,16,16,16,4,2,5,5,0,354911852,150368.0,0.25064090383275495,0.00042367703178309185
355655801.0,0.0888,-1,1,1,21,21,21,21,5,7,4,5,0,355498430,157371.0,0.26231385452399764,0.00044267706048659624
356576231.0,0.0854,-1,1,1,17,17,17,17,7,4,0,6,0,356430781,145450.0,0.24244333543356436,0.0004080736225752624
357027894.0,0.0949,-1,1,1,19,19,19,19,5,4,5,5,0,356853467,174427.0,0.29074364846799816,0.0004887916641706609
355746065.0,0.118299,-1,1,1,19,19,19,19,7,2,5,5,0,355575065,171000.0,0.28503135344887937,0.00048091111225698576
355984754.0,0.0695,-1,1,1,17,17,17,17,4,3,5,5,0,355846983,137771.0,0.22964359412868748,0.0003871636028455523
355607891.0,0.0638,-1,1,1,15,15,15,15,2,3,5,5,0,355497763,110128.0,0.183566859021159,0.00030978535299531546
356400257.0,0.058101,-1,1,1,13,13,13,13,3,4,0,6,0,356309945,90312.0,0.15053655902149238,0.00025346471875770967
355931204.0,0.077599,-1,1,1,18,18,18,18,4,4,5,5,0,355790060,141144.0,0.23526587924671713,0.0003967058551326589
356060676.0,0.0566,-1,1,1,11,11,11,11,1,4,5,0,1,355943922,116754.0,0.19461140725479803,0.0003280123434724642
356746093.0,0.059101,-1,1,1,12,12,12,12,2,4,5,0,1,356622718,123375.0,0.20564762123833621,0.0003459538435798698
190902813.0,0.173999,-1,1,1,36,36,36,36,9,13,11,1,2,190552015,350798.0,0.5847276533752046,0.0018409566542762616
356607198.0,0.070601,-1,1,1,14,14,14,14,3,5,0,6,0,356505500,101698.0,0.1695153133511353,0.0002852634812085648
356320265.0,0.082901,-1,1,1,18,18,18,18,2,6,5,5,0,356175654,144611.0,0.24104484826664266,0.000406010344547581
356584582.0,0.0657,-1,1,1,17,17,17,17,7,4,0,6,0,356411754,172828.0,0.2880783552857481,0.00048491105599171683
354442730.0,0.0632,-1,1,1,12,12,12,12,3,3,5,0,1,354322364,120366.0,0.20063206952764803,0.00033970760028006585
354962162.0,0.074699,-1,1,1,15,15,15,15,6,3,5,0,1,354821740,140422.0,0.2340624135321552,0.0003957536536515491
356817033.0,0.0714,-1,1,1,17,17,17,17,8,3,0,6,0,356655775,161258.0,0.2687929005523941,0.0004521390407879979
356486959.0,0.059701,-1,1,1,18,18,18,18,4,4,5,5,0,356310990,175969.0,0.29331393119909854,0.0004938635207406878
356445500.0,0.0923,-1,1,1,19,19,19,19,5,4,5,5,0,356262299,183201.0,0.30536859054495996,0.0005142306680056539
356946097.0,0.0583,-1,1,1,12,12,12,12,7,3,0,1,1,356799729,146368.0,0.2439735037520794,0.00041022452682412214
354524926.0,0.040001,-1,1,1,12,12,12,12,3,3,5,0,1,354397721,127205.0,0.21203165681558306,0.0003589328950566248
356229138.0,0.058299,-1,1,1,12,12,12,12,7,3,0,1,1,356103093,126045.0,0.21009811079218715,0.00035395648753884875
356584582.0,0.0413,-1,1,1,17,17,17,17,7,4,0,6,0,356411754,172828.0,0.2880783552857481,0.00048491105599171683
356559755.0,0.0878,-1,1,1,19,19,19,19,6,3,5,5,0,356348961,210794.0,0.35136198315148,0.0005915381355636954
356121839.0,0.082001,-1,1,1,21,21,21,21,7,4,5,5,0,355921466,200373.0,0.33399173909130003,0.0005629696973657667
356462097.0,0.074801,-1,1,1,19,19,19,19,5,4,5,5,0,356241111,220986.0,0.36835051855704126,0.0006203270570869065
