estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,true_sums,absolute_error,normalized_error,relative_error
44534608.0,0.1509,-1,1,1,15,15,15,15,6,3,1,5,0,44389721,144887.0,0.24150489887220927,0.0032639763606534043
89512284.0,0.3695,-1,21,21,8,8,168,112,28,42,28,14,0,88380899,1131385.0,1.8858491100687742,0.012801238874024125
60554354.0,0.1982,-1,1,1,33,33,33,33,6,17,8,2,0,60168053,386301.0,0.6439058296412605,0.006420367300234894
45094637.0,0.059399,-1,1,1,10,10,10,10,3,4,3,0,0,44990776,103861.0,0.1731207099447606,0.002308495412481883
45816319.0,0.0678,-1,1,1,12,12,12,12,5,4,3,0,0,45671094,145225.0,0.24206829417902637,0.0031798012108052416
38869902.0,0.023,-1,1,1,1,1,1,1,0,0,0,0,1,38869902,0.0,0.0,0.0
53541768.0,4.436,-1,462,307,13,13,3991,1251,53,376,521,77,224,44546347,8995421.0,14.994017675277615,0.20193397676357167
45504798.0,0.089999,-1,1,1,11,11,11,11,4,4,3,0,0,45388232,116566.0,0.19429803945100627,0.0025681987348614944
39325339.0,0.016101,-1,1,1,1,1,1,1,0,0,0,0,1,39325339,0.0,0.0,0.0
91954271.0,0.2831,-1,7,7,13,13,91,91,28,14,35,14,0,91048383,905888.0,1.509979431070751,0.00994952321119201
44985889.0,0.1029,-1,1,1,17,17,17,17,3,4,6,4,0,44854647,131242.0,0.21876073034700483,0.002925939869730777
45558972.0,0.0732,-1,1,1,12,12,12,12,5,4,3,0,0,45397036,161936.0,0.2699230248660686,0.00356710512994725
5391304.0,3.806099,-1,378,252,14,14,3528,1109,108,132,249,370,250,0,5391304.0,8.986495181136592,0.0
45736711.0,0.087699,-1,1,1,11,11,11,11,4,4,3,0,0,45616538,120173.0,0.20031036747375544,0.0026344173685429613
44772206.0,0.085101,-1,1,1,14,14,14,14,8,3,3,0,0,44583053,189153.0,0.31528968186500517,0.004242710789680554
45355520.0,0.071401,-1,1,1,12,12,12,12,5,4,3,0,0,45231768,123752.0,0.2062760236959399,0.0027359531911288542
38869902.0,0.012199,-1,1,1,1,1,1,1,0,0,0,0,1,38869902,0.0,0.0,0.0
39325339.0,0.0115,-1,1,1,1,1,1,1,0,0,0,0,1,39325339,0.0,0.0,0.0
44794726.0,0.071401,-1,1,1,12,12,12,12,5,4,3,0,0,44664572,130154.0,0.2169471975250611,0.0029140321774492766
44176533.0,0.1241,-1,1,1,21,21,21,21,7,4,6,4,0,43989694,186839.0,0.31143259091833436,0.004247335750960214
38869902.0,0.006,-1,1,1,1,1,1,1,0,0,0,0,1,38869902,0.0,0.0,0.0
35319104.0,0.1159,-1,3,3,15,15,45,22,2,8,0,9,3,35169017,150087.0,0.2501725189770875,0.004267591556511232
45634947.0,0.0689,-1,1,1,12,12,12,12,5,4,3,0,0,45448968,185979.0,0.3099990999009891,0.004092040109689619
0.0,0.085299,-1,7,7,12,12,84,0,0,0,0,0,0,0,0.0,0.0,0.0
38869902.0,0.0059,-1,1,1,1,1,1,1,0,0,0,0,1,38869902,0.0,0.0,0.0
39325339.0,0.005899,-1,1,1,1,1,1,1,0,0,0,0,1,39325339,0.0,0.0,0.0
45693945.0,0.0571,-1,1,1,9,9,9,9,2,4,3,0,0,45551676,142269.0,0.23714108551940713,0.0031232440272889192
45302507.0,0.0638,-1,1,1,11,11,11,11,4,4,3,0,0,45175947,126560.0,0.21095653855257412,0.0028014908021739976
38869902.0,0.0056,-1,1,1,1,1,1,1,0,0,0,0,1,38869902,0.0,0.0,0.0
1039938.0,0.007701,-1,1,1,1,1,1,1,0,0,0,0,1,1039938,0.0,0.0,0.0
45390345.0,0.069501,-1,1,1,12,12,12,12,6,3,3,0,0,45195150,195195.0,0.32536078968686555,0.004318936877076412
45481458.0,0.060599,-1,1,1,10,10,10,10,3,4,3,0,0,45369120,112338.0,0.18725059756573223,0.0024760894634941123
4386133.0,0.233001,-1,7,7,18,18,126,49,21,21,0,7,0,3748885,637248.0,1.0621968416525818,0.16998334171360285
45100660.0,0.0722,-1,1,1,12,12,12,12,5,4,3,0,0,44954264,146396.0,0.24402017555264413,0.0032565542614600477
44926811.0,0.045199,-1,1,1,8,8,8,8,1,4,3,0,0,44833744,93067.0,0.15512873082705764,0.002075824851924033
45129810.0,0.0938,-1,1,1,18,18,18,18,4,4,6,4,0,44951430,178380.0,0.29733270659772576,0.003968283100226178
44795854.0,0.0636,-1,1,1,11,11,11,11,4,4,3,0,0,44671452,124402.0,0.20735947620904965,0.002784821053051958
44442792.0,0.088,-1,1,1,11,11,11,11,4,4,3,0,0,44284265,158527.0,0.2642407331473129,0.0035797590859868622
92234609.0,0.2614,-1,7,7,13,13,91,91,7,35,35,14,0,91437385,797224.0,1.3288528404791193,0.008718797021590239
44921474.0,0.0735,-1,1,1,13,13,13,13,7,3,3,0,0,44755899,165575.0,0.2759886920894632,0.0036995123257383346
44010502.0,0.0465,-1,1,1,8,8,8,8,1,4,3,0,0,43936890,73612.0,0.12270016368467199,0.00167540306107237
20355408.0,0.2134,-1,1,1,38,38,38,36,3,9,15,8,1,20096243,259165.0,0.43198918547706916,0.012896191591632326
30207346.0,0.1092,-1,1,1,21,21,21,21,4,8,7,2,0,30022351,184995.0,0.3083589194811429,0.0061619091722696865
0.0,0.227201,-1,21,21,18,18,378,0,0,0,0,0,0,0,0.0,0.0,0.0
22395967.0,0.029599,-1,1,1,4,4,4,4,1,1,1,1,0,22352641,43326.0,0.07221794397383713,0.0019382944503067892
44646500.0,0.0682,-1,1,1,12,12,12,12,4,5,3,0,0,44439759,206741.0,0.3446062400197355,0.004652162942647821
45616783.0,0.0586,-1,1,1,12,12,12,12,5,4,3,0,0,45475484,141299.0,0.23552424099984332,0.0031071466990873586
45398301.0,0.0599,-1,1,1,12,12,12,12,5,4,3,0,0,45272542,125759.0,0.20962139168641883,0.0027778206048160495
