estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,true_sums,absolute_error,normalized_error,relative_error
22026788.0,0.1377,-1,1,1,11,11,11,11,5,1,3,2,0,21905321,121467.0,0.202467271399854,0.005545091076273203
45971613.0,0.4078,-1,21,21,9,9,189,126,28,56,42,0,0,44565539,1406074.0,2.343714475258945,0.03155070109216002
29824419.0,0.178499,-1,1,1,25,25,25,25,6,15,3,1,0,29487726,336693.0,0.5612167338407225,0.011418072726259054
22792927.0,0.067801,-1,1,1,9,9,9,9,4,4,1,0,0,22646353,146574.0,0.24431687485623418,0.0064723004185265505
23287990.0,0.0735,-1,1,1,11,11,11,11,6,4,1,0,0,23128475,159515.0,0.26588758096723975,0.006896909545484517
22787854.0,0.091101,-1,1,1,13,13,13,13,5,3,3,2,0,22637583,150271.0,0.25047921938079853,0.006638120332899497
22890531.0,0.0188,-1,1,1,2,2,2,2,0,0,2,0,0,22866979,23552.0,0.03925765167501759,0.00102995677741253
8311397.0,4.8016,-1,378,252,18,18,4536,1443,98,290,435,620,0,0,8311397.0,13.853852257081613,0.0
22740240.0,0.1001,-1,1,1,10,10,10,10,5,4,1,0,0,22613055,127185.0,0.21199831981517966,0.0056244059018120286
22374236.0,0.0578,-1,1,1,8,8,8,8,3,4,1,0,0,22259142,115094.0,0.19184443622131767,0.005170639551156105
23274518.0,0.069,-1,1,1,10,10,10,10,5,4,1,0,0,23125134,149384.0,0.24900072341290874,0.00645981121666149
19715043.0,0.122101,-1,1,1,18,18,18,13,2,3,3,4,1,19624081,90962.0,0.15162001153460214,0.004635223427787523
22430274.0,0.1121,-1,1,1,15,15,15,15,5,6,2,2,0,22305234,125040.0,0.2084229265219174,0.0056058591449881226
0.0,0.007401,-1,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
22845949.0,0.081699,-1,1,1,12,12,12,12,4,3,3,2,0,22682859,163090.0,0.2718465697893435,0.007190010747763322
22417210.0,0.0704,-1,1,1,10,10,10,10,5,4,1,0,0,22257322,159888.0,0.26650931602476274,0.007183613554227234
47188788.0,0.4268,-1,7,7,19,19,133,133,35,56,42,0,0,45606445,1582343.0,2.6375284614640946,0.03469560058890799
16942013.0,0.0805,-1,1,1,15,15,15,7,1,1,0,4,1,16912871,29142.0,0.048575343287761655,0.0017230664149215115
23202118.0,0.073799,-1,1,1,11,11,11,11,6,4,1,0,0,23027631,174487.0,0.29084365946920826,0.007577288345466366
0.0,0.006,-1,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0.0,0.077601,-1,7,7,9,9,63,0,0,0,0,0,0,0,0.0,0.0,0.0
22751098.0,0.0662,-1,1,1,9,9,9,9,4,4,1,0,0,22596064,155034.0,0.25841842602686294,0.006861106429863183
46733037.0,0.1965,-1,7,7,11,11,77,77,35,21,14,7,0,45776088,956949.0,1.5950904599505946,0.02090499738640838
23174387.0,0.067699,-1,1,1,10,10,10,10,5,4,1,0,0,23029413,144974.0,0.24164991482396397,0.0062951669675644795
22179764.0,0.0885,-1,1,1,13,13,13,13,6,6,1,0,0,21955240,224524.0,0.3742478339283988,0.010226442525793387
22835267.0,0.090101,-1,1,1,13,13,13,13,6,2,3,2,0,22676408,158859.0,0.2647941273540089,0.0070054745883916004
22768446.0,0.0664,-1,1,1,10,10,10,10,5,4,1,0,0,22625101,143345.0,0.23893461614110886,0.00633566232477813
22599580.0,0.056101,-1,1,1,8,8,8,8,3,4,1,0,0,22483827,115753.0,0.19294289038460896,0.005148278360263135
0.0,0.077599,-1,7,7,10,10,70,0,0,0,0,0,0,0,0.0,0.0,0.0
22801656.0,0.048699,-1,1,1,7,7,7,7,1,5,1,0,0,22735457,66199.0,0.11034380448516004,0.0029117074708460886
22634785.0,0.0618,-1,1,1,9,9,9,9,4,4,1,0,0,22504631,130154.0,0.2169471975250611,0.005783431863424022
7923559.0,0.213,-1,1,1,33,33,33,30,3,11,7,9,0,7706726,216833.0,0.3614280904232799,0.02813555328163996
23710511.0,0.185301,-1,1,1,28,28,28,28,7,8,13,0,0,23408000,302511.0,0.5042404664513096,0.012923402255639097
45194540.0,0.3432,-1,21,21,8,8,168,112,14,56,42,0,0,43936890,1257650.0,2.0963139278653986,0.028624010484128486
8461172.0,0.036,-1,1,1,4,4,4,4,2,1,1,0,0,8386656,74516.0,0.12420699610290466,0.008885066944441265
22517591.0,0.0711,-1,1,1,9,9,9,9,4,4,1,0,0,22418425,99166.0,0.16529484910006767,0.0044234151150225765
22867376.0,0.0672,-1,1,1,10,10,10,10,5,4,1,0,0,22696129,171247.0,0.2854430654038611,0.007545207378756086
22916597.0,0.0683,-1,1,1,10,10,10,10,5,4,1,0,0,22793431,123166.0,0.2052992495841209,0.005403574389480899
19809444.0,0.1051,-1,1,1,18,18,18,12,1,2,4,4,1,19744634,64810.0,0.10802854980714545,0.003282410805892882
22626188.0,0.089601,-1,1,1,13,13,13,13,6,2,3,2,0,22453373,172815.0,0.2880566862354859,0.007696616450454905
22479613.0,0.113899,-1,1,1,9,9,9,9,4,4,1,0,0,22334840,144773.0,0.24131487796991002,0.006481935845522063
23012954.0,0.1033,-1,1,1,8,8,8,8,3,4,1,0,0,22890961,121993.0,0.20334403451046282,0.005329308804466531
22597241.0,0.081799,-1,1,1,10,10,10,10,3,2,3,2,0,22493201,104040.0,0.17341907609837082,0.004625397692396027
0.0,0.1061,-1,7,7,12,12,84,0,0,0,0,0,0,0,0.0,0.0,0.0
