estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,true_sums,absolute_error,normalized_error,relative_error
89711291.0,0.1738,-1,1,1,17,17,17,17,4,4,3,5,1,89566768,144523.0,0.2408981654648678,0.0016135783754081647
0.0,0.247299,-1,21,21,17,17,357,0,0,0,0,0,0,0,0.0,0.0,0.0
52853245.0,0.287201,-1,1,1,40,40,40,40,5,17,14,4,0,52487922,365323.0,0.6089386499181577,0.006960134562004569
89759882.0,0.0847,-1,1,1,10,10,10,10,4,3,2,1,0,89635605,124277.0,0.20715111995652855,0.0013864691380171975
90390397.0,0.0814,-1,1,1,13,13,13,13,2,4,7,0,0,90277656,112741.0,0.18792233812386028,0.0012488250691843395
80621870.0,0.014599,-1,1,1,1,1,1,1,0,0,0,0,1,80621870,0.0,0.0,0.0
100264838.0,6.344,-1,462,307,16,16,4912,2021,25,482,612,462,440,89942673,10322165.0,17.20550093843656,0.11476382295198187
89663029.0,0.1041,-1,1,1,9,9,9,9,2,4,2,1,0,89561843,101186.0,0.16866188614080882,0.0011297891670228358
89930781.0,0.089599,-1,1,1,14,14,14,14,4,0,4,5,1,89799027,131754.0,0.2196141575573313,0.00146720966141426
89277796.0,0.0658,-1,1,1,11,11,11,11,5,3,2,1,0,89130264,147532.0,0.245913717175556,0.0016552402447725276
6324047.0,5.505701,-1,378,252,20,20,5040,1725,95,132,374,630,494,0,6324047.0,10.541237869498978,0.0
89350037.0,0.123899,-1,1,1,9,9,9,9,3,3,2,1,0,89213873,136164.0,0.2269649661462761,0.0015262648669002409
89359733.0,0.0709,-1,1,1,12,12,12,12,6,3,2,1,0,89224432,135301.0,0.22552647457887035,0.001516412006971364
89099180.0,0.058499,-1,1,1,10,10,10,10,4,3,2,1,0,89000154,99026.0,0.16506149009724402,0.0011126497601341228
80621870.0,0.0393,-1,1,1,1,1,1,1,0,0,0,0,1,80621870,0.0,0.0,0.0
90763133.0,0.076799,-1,1,1,14,14,14,14,3,4,7,0,0,90624757,138376.0,0.23065203839088966,0.0015269116804362852
88679240.0,0.062701,-1,1,1,11,11,11,11,6,2,2,1,0,88517326,161914.0,0.2698863541656249,0.001829178617528505
89225443.0,0.1158,-1,1,1,19,19,19,19,5,5,3,5,1,89039368,186075.0,0.3101591175029253,0.0020898059384249
6631679.0,0.211,-1,7,7,15,15,105,56,28,21,0,0,7,5814274,817405.0,1.3624915407361475,0.14058590977996566
89708821.0,0.0881,-1,1,1,16,16,16,16,7,7,1,1,0,89510711,198110.0,0.33021965749565785,0.0022132546796550415
88663971.0,0.041501,-1,1,1,7,7,7,7,1,3,2,1,0,88609942,54029.0,0.0900582397397047,0.0006097397061833084
89614658.0,0.0543,-1,1,1,10,10,10,10,3,4,2,1,0,89484236,130422.0,0.21739391333046634,0.0014574857631907369
0.0,0.1888,-1,21,21,14,14,294,0,0,0,0,0,0,0,0.0,0.0,0.0
0.0,0.147199,-1,7,7,19,19,133,0,0,0,0,0,0,0,0.0,0.0,0.0
88738116.0,0.0545,-1,1,1,10,10,10,10,0,8,1,1,0,88631593,106523.0,0.17755786469845017,0.0012018626360467198
79581932.0,0.010499,-1,3,1,1,1,1,1,0,0,0,0,1,79581932,0.0,0.0,0.0
90222182.0,0.0773,-1,1,1,14,14,14,14,4,3,7,0,0,90037580,184602.0,0.30770384742321655,0.0020502772286860663
89555987.0,0.055501,-1,1,1,10,10,10,10,3,4,2,1,0,89441199,114788.0,0.191334380115146,0.0012833906665316505
89616646.0,0.1069,-1,1,1,20,20,20,20,7,7,6,0,0,89357543,259103.0,0.43188584077581865,0.0028996209083322713
182527858.0,0.3942,-1,7,7,20,20,140,140,28,42,35,35,0,181258715,1269143.0,2.1154710351471997,0.007001831608482936
88948048.0,0.075299,-1,1,1,9,9,9,9,3,3,2,1,0,88839220,108828.0,0.18139995399493944,0.0012249994990951069
90371441.0,0.0624,-1,1,1,12,12,12,12,1,4,7,0,0,90264250,107191.0,0.17867132051192297,0.0011875244075035243
89842543.0,0.101899,-1,1,1,12,12,12,12,7,2,2,1,0,89686704,155839.0,0.2597602402930989,0.001737593121941464
89514182.0,0.109399,-1,1,1,16,16,16,16,2,4,4,5,1,89392527,121655.0,0.20278063920364572,0.0013609079425621338
89104508.0,0.088,-1,1,1,16,16,16,16,7,7,1,1,0,88909460,195048.0,0.32511576273390075,0.002193782303930313
79737609.0,0.0144,-1,3,3,1,1,3,3,0,0,0,0,3,79737609,0.0,0.0,0.0
89132225.0,0.1413,-1,1,1,10,10,10,10,4,3,2,1,0,89025562,106663.0,0.17779122370127382,0.001198116558927199
89103891.0,0.124501,-1,1,1,20,20,20,20,1,6,8,4,1,88968605,135286.0,0.2255014718285678,0.0015206038129967306
79581932.0,0.01,-1,3,1,1,1,1,1,0,0,0,0,1,79581932,0.0,0.0,0.0
90199277.0,0.078499,-1,1,1,16,16,16,16,6,3,7,0,0,90029833,169444.0,0.28243773481749657,0.0018820872410148755
89735300.0,0.1023,-1,1,1,18,18,18,18,5,4,3,5,1,89584315,150985.0,0.25166935029519916,0.0016853954846894794
89527299.0,0.047401,-1,1,1,8,8,8,8,1,4,2,1,0,89456272,71027.0,0.11839135638253541,0.0007939856916907961
