estimates,runtime,true_counts,absolute_error,normalized_error,relative_error
83150.3567195268,10.6567,80043,3107.356719526797,0.0051794976106151625,0.03882109265678194
42964.373181470015,7.2896,38619,4345.373181470015,0.007243085375174627,0.11251904972863137
97807.3687514418,6.4493,94973,2834.368751441798,0.004724467610506819,0.02984394250409904
5435.979737111867,5.2808,5464,28.020262888133402,4.670557576022263e-05,0.005128159386554429
21864.718498160957,3.4516,21726,138.7184981609571,0.00023122293145738882,0.006384907399473308
16388.472244477925,1.7143,15435,953.4722444779254,0.0015892952299385022,0.061773388045217065
37729.72602721371,4.4055,38063,333.2739727862936,0.000555517728260598,0.008755851424908536
14576.47899877398,2.8389,13582,994.4789987739805,0.001657647339163942,0.07322036509895306
134369.36579808698,4.5996,133670,699.3657980869757,0.001165737894646704,0.005232032603328912
151120.23669170414,4.9606,150009,1111.2366917041363,0.0018522649019794449,0.007407800143352307
153858.3598185454,5.8687,151920,1938.359818545403,0.0032309551026369616,0.01275908253386916
3905.852107406313,2.189,3927,21.147892593687175,3.525036519631689e-05,0.005385254034552375
39944.38443862984,5.0186,39466,478.38443862983695,0.0007973951111786246,0.012121432084068235
154059.69240140138,6.5513,150659,3400.6924014013784,0.005668444197864063,0.022572115847054465
126316.06248384794,5.3175,124912,1404.0624838479416,0.0023403615795203167,0.011240413121621154
16146.873145050731,2.982,15848,298.8731450507312,0.0004981767078557494,0.018858729495881573
92975.3867628984,4.7641,90899,2076.386762898401,0.0034610253176156056,0.02284278994156592
55004.061636259525,5.9602,54601,403.0616362595247,0.0006718432965284926,0.007381946049697344
10348.494758798111,2.4312,11231,882.5052412018886,0.0014710038790965148,0.07857761919703397
20978.85513359458,2.326,21667,688.1448664054187,0.0011470342844469871,0.031760043679578104
17153.5360593307,4.5996,17412,258.4639406692986,0.00043082062471754993,0.01484401221395007
122692.07599244038,4.4453,119638,3054.075992440383,0.00509068662959656,0.025527641655998787
91163.39351719462,4.8828,89002,2161.3935171946214,0.0036027188277287523,0.0242847746926431
12039.68845478846,1.3478,11432,607.6884547884601,0.0010129255131205435,0.05315679275616341
80694.0992086839,3.1879,78142,2552.099208683896,0.0042539666174677485,0.03265976310670185
37850.52557692731,3.6637,38678,827.4744230726865,0.001379275758787944,0.021393929962063355
43447.57138032444,1.3488,43397,50.57138032444345,8.429490631376693e-05,0.0011653197300376397
37447.86041121529,3.1242,38578,1130.1395887847102,0.0018837731963594498,0.02929492427768962
23072.71399529692,1.1348,21459,1613.7139952969192,0.002689819205607482,0.07519986929945101
33340.67572095265,2.4101,34073,732.3242790473523,0.0012206747393002436,0.021492803071269106
154784.4896996829,2.3252,151288,3496.48969968289,0.005828123926436725,0.023111480749847247
154180.49195111496,2.42,151325,2855.4919511149637,0.004759676816308067,0.0188699286377992
18683.663689036253,2.6693,19105,421.33631096374666,0.0007023044384278049,0.022053719495616155
67969.87997218625,2.4647,65807,2162.879972186245,0.0036051965252615207,0.032867019803155366
40628.91522034028,1.2589,41816,1187.0847796597227,0.0019786922889179857,0.02838829107661476
25851.10363870963,2.079,25308,543.1036387096283,0.0009052723111369388,0.021459761289300945
15059.677197628364,1.8433,14637,422.6771976283635,0.0007045394953917656,0.028877310762339518
161025.79976821813,2.5457,156211,4814.79976821813,0.008025549090763534,0.030822411790578964
95834.30943945324,1.9234,95160,674.3094394532382,0.0011239727027526998,0.007086059683199224
88747.40252292292,2.5326,86194,2553.4025229229155,0.004256139046833344,0.029623901001495645
40870.51431976749,2.3255,39576,1294.5143197674915,0.002157761220013354,0.032709579537282485
12845.018786212437,2.2795,12997,151.98121378756332,0.0002533298892670916,0.011693561113146365
38011.59164321212,1.1762,38586,574.408356787877,0.000957452581097049,0.014886444741301949
39461.18623977541,1.691,39056,405.18623977540847,0.0006753846919417943,0.010374494054061052
21945.25153130335,1.0839,21558,387.25153130335093,0.0006454902227634222,0.01796324015694178
38816.92197463617,2.239,38358,458.9219746361705,0.0007649541026782454,0.0119641789101666
153133.5625202639,2.4327,150317,2816.562520263891,0.004694787293708793,0.018737484916968083
130866.178856393,1.8438,126254,4612.178856393002,0.0076878104198011814,0.03653095233729626
98008.7013342978,2.2651,95333,2675.7013342978025,0.004459992823040206,0.028066895348911738
25206.83937357045,2.2511,25915,708.1606264295515,0.0011803975544469082,0.027326283095873104
16227.406178193129,1.6925,16997,769.5938218068713,0.001282797477400633,0.04527821508541927
93861.2501274647,1.9177,90678,3183.250127464693,0.00530600053916713,0.03510498828232529
39461.18623977541,1.7618,39443,18.186239775408467,3.0313734136435785e-05,0.00046107648443091215
36360.664463792826,2.4513,37405,1044.3355362071743,0.001740750709590012,0.027919677481811903
152247.6991556976,2.3571,150079,2168.699155697599,0.0036148962314147873,0.014450383835830456
110370.52192165468,2.689,110574,203.47807834531704,0.0003391674389938177,0.0018401982233193792
38253.19074263934,2.7682,37040,1213.1907426393373,0.002022207013837084,0.032753529768880595
21904.985014732152,2.7412,22977,1072.0149852678478,0.0017868881998150594,0.046656003188747346
77351.9783332747,1.9758,77234,117.97833327470289,0.00019665218719842998,0.001527543999724252
1852.259762275155,0.8335,1851,1.2597622751550261,2.099834773750156e-06,0.0006805846975445846
36884.12917921846,2.1117,38540,1655.8708207815434,0.0027600883110167843,0.042964992755099726
13287.95046849562,0.6471,13753,465.04953150438087,0.0007751678209676079,0.0338144064207359
23475.379161008903,0.6853,22383,1092.3791610089029,0.0018208322265597598,0.048803965554613006
38937.72152434978,2.087,38353,584.7215243497776,0.0009746430846556081,0.015245783233378813
21462.05333244897,1.3584,21220,242.05333244896974,0.00040346660207451107,0.011406848843024021
156596.48294538667,3.1833,150544,6052.48294538667,0.010088581319589604,0.0402040795075637
13529.549567922812,2.1819,13842,312.45043207718845,0.0005208080090096385,0.022572636329806998
22670.048829584928,1.1886,22217,453.04882958492817,0.0007551644507311273,0.020391989448842247
86573.01062807838,0.7128,85856,717.0106280783803,0.0011951491798737532,0.008351316484327015
39098.78759063459,2.0344,39242,143.2124093654129,0.00023871360743917314,0.0036494676460275444
39300.1201734906,1.7165,39601,300.879826509401,0.0005015215448856058,0.007597783553683014
153173.8290368351,2.5696,151936,1237.8290368350863,0.0020632753550141954,0.00814704241809108
5073.581087971078,1.1428,5233,159.41891202892202,0.00026572741673071043,0.030464152881506217
3382.387391980724,0.7919,3155,227.3873919807238,0.0003790206789092197,0.07207207352796317
151522.9018574161,3.4125,151966,443.0981425839127,0.0007385781479027904,0.00291577157116666
