true_counts,runtimes
53026,0.015293598175048828
25623,0.020292997360229492
62970,0.015196561813354492
3439,0.02151942253112793
14586,0.020133018493652344
10368,0.020955562591552734
24472,0.01600193977355957
8964,0.02017688751220703
88339,0.014885187149047852
99431,0.015264272689819336
97973,0.014395475387573242
2630,0.03860640525817871
26186,0.015053987503051758
99614,0.015583276748657227
82562,0.015393972396850586
10179,0.019373416900634766
60410,0.01515054702758789
40033,0.014424324035644531
7435,0.023353099822998047
13917,0.01830434799194336
11112,0.0158383846282959
79446,0.014248371124267578
61152,0.01639103889465332
7554,0.02008223533630371
51915,0.01574850082397461
24567,0.016007423400878906
28946,0.023982524871826172
24390,0.0165402889251709
14072,0.016333341598510742
21848,0.014824867248535156
100667,0.015228033065795898
100374,0.014626741409301758
12122,0.01636958122253418
43520,0.01368570327758789
27654,0.01958465576171875
18583,0.021253585815429688
9369,0.014741182327270508
104415,0.01416015625
63023,0.015050649642944336
57086,0.015000104904174805
26384,0.015567302703857422
8299,0.015852689743041992
25746,0.019357919692993164
25858,0.016173601150512695
14403,0.020921707153320312
24312,0.0187530517578125
99369,0.018002033233642578
84132,0.016858339309692383
63251,0.016361474990844727
16540,0.01613759994506836
11197,0.031310319900512695
60087,0.01530599594116211
26351,0.014252185821533203
24272,0.015543460845947266
99195,0.014969825744628906
73104,0.018872976303100586
24693,0.014753103256225586
14486,0.015836238861083984
51109,0.018899202346801758
1203,0.035549163818359375
24602,0.015005826950073242
9197,0.021181344985961914
14902,0.020403146743774414
24330,0.015253782272338867
14005,0.01939702033996582
100414,0.014644861221313477
9133,0.03009319305419922
15010,0.017607450485229492
57243,0.018056869506835938
26219,0.015320539474487305
26336,0.01567220687866211
98024,0.013327360153198242
3438,0.026783466339111328
2093,0.0235595703125
97930,0.013623952865600586
8431,0.020737409591674805
88614,0.015298843383789062
99511,0.01480555534362793
56987,0.01905965805053711
100857,0.014074325561523438
50190,0.014160394668579102
21003,0.015526533126831055
28971,0.024068832397460938
199927,0.01890420913696289
9645,0.021695852279663086
100724,0.014652490615844727
5908,0.02359771728515625
9279,0.018990516662597656
52393,0.01421809196472168
26342,0.015041351318359375
8670,0.024138689041137695
22994,0.019044160842895508
31258,0.021721839904785156
1378,0.02410411834716797
2966,0.025527000427246094
99192,0.012559175491333008
1084,0.033185482025146484
54893,0.019204139709472656
14296,0.020912647247314453
59163,0.014813423156738281
9150,0.02214956283569336
14255,0.021758317947387695
14549,0.025223493576049805
16980,0.01663374900817871
63969,0.014457941055297852
28632,0.028797149658203125
50162,0.01645040512084961
71503,0.016967296600341797
97891,0.01543736457824707
11624,0.03113269805908203
60897,0.015027046203613281
3751,0.02190876007080078
3688,0.02295064926147461
66346,0.015941381454467773
26318,0.015525102615356445
3715,0.021992921829223633
104415,0.016462087631225586
101172,0.015444517135620117
100871,0.013919591903686523
28971,0.022529125213623047
14158,0.022669553756713867
56987,0.02033686637878418
1350,0.03094005584716797
29987,0.01957106590270996
14161,0.02007293701171875
91202,0.015779972076416016
24537,0.015345335006713867
11978,0.023431062698364258
24286,0.015651226043701172
26045,0.01482844352722168
97665,0.015670061111450195
28096,0.020672082901000977
8027,0.019140958786010742
9125,0.030424833297729492
100165,0.01365971565246582
17710,0.015548229217529297
11988,0.019957304000854492
3652,0.021585464477539062
3757,0.020713329315185547
15015,0.018471956253051758
28611,0.02445530891418457
25881,0.014661073684692383
61690,0.015628814697265625
46288,0.014496803283691406
26407,0.015176534652709961
12738,0.0224306583404541
23924,0.01915884017944336
3226,0.01824474334716797
88124,0.015089035034179688
14208,0.021321773529052734
18149,0.0162198543548584
41159,0.01468968391418457
13224,0.023688316345214844
100809,0.014886140823364258
104189,0.014415740966796875
24314,0.015486955642700195
16923,0.015483856201171875
60366,0.014980077743530273
67427,0.01616978645324707
6589,0.025176286697387695
100735,0.016986846923828125
26251,0.018840789794921875
98085,0.015451192855834961
3506,0.02645707130432129
3689,0.01853632926940918
14361,0.021526813507080078
97938,0.014129400253295898
3376,0.024951696395874023
0,0.026659727096557617
20584,0.019428730010986328
24597,0.014941930770874023
99556,0.016993284225463867
57243,0.029044389724731445
91300,0.01731276512145996
92270,0.016115188598632812
39847,0.015240192413330078
15406,0.015684843063354492
1309,0.0342714786529541
10266,0.025037050247192383
8079,0.021448135375976562
43561,0.019703149795532227
14293,0.01954483985900879
7837,0.02234482765197754
50210,0.014193058013916016
8415,0.015186786651611328
19492,0.01667499542236328
199927,0.020638465881347656
12212,0.019539356231689453
64136,0.014898300170898438
60551,0.015741586685180664
13438,0.02044200897216797
3769,0.020628929138183594
3550,0.02014613151550293
94727,0.015789031982421875
77090,0.015130281448364258
14106,0.020131349563598633
18527,0.016414880752563477
14109,0.0211334228515625
23192,0.016008853912353516
8515,0.02691960334777832
