true_counts,runtimes
398962,0.12186336517333984
191720,0.15412306785583496
472475,0.12125444412231445
26129,0.16820931434631348
107358,0.15359258651733398
77953,0.14967727661132812
182591,0.1286325454711914
68117,0.16126751899719238
668693,0.11707615852355957
751433,0.11340188980102539
731689,0.11615538597106934
19824,0.22663402557373047
195938,0.13038969039916992
751065,0.12284970283508301
624710,0.11963319778442383
76059,0.15400314331054688
454965,0.12104439735412598
298080,0.11770987510681152
55912,0.18666505813598633
104573,0.14391803741455078
83234,0.12324905395507812
593680,0.1237032413482666
456640,0.11752820014953613
57507,0.15833830833435059
390846,0.12095332145690918
183527,0.1200094223022461
217145,0.18177056312561035
183232,0.13123750686645508
107503,0.14475035667419434
163292,0.12199044227600098
751925,0.11380171775817871
751835,0.11736249923706055
90619,0.1233682632446289
329241,0.11626577377319336
208345,0.15162277221679688
138602,0.15613436698913574
69992,0.12183666229248047
781177,0.1186380386352539
474456,0.12756586074829102
428971,0.12297701835632324
195658,0.11974167823791504
61540,0.13068437576293945
192786,0.1547701358795166
194719,0.12410998344421387
107640,0.1547553539276123
183126,0.11745858192443848
751332,0.1163327693939209
627506,0.12099099159240723
473992,0.11797213554382324
123232,0.12336611747741699
83333,0.1580061912536621
451173,0.11576294898986816
195960,0.11458230018615723
182135,0.11529707908630371
751001,0.12256908416748047
551739,0.12363505363464355
184512,0.11582231521606445
110421,0.12459182739257812
383966,0.14989233016967773
9575,0.21649861335754395
183284,0.13658499717712402
68619,0.19841742515563965
111567,0.17532634735107422
183132,0.1153414249420166
106748,0.15308260917663574
751420,0.11127066612243652
68920,0.15397357940673828
111206,0.15254855155944824
428397,0.15374159812927246
194560,0.12426924705505371
195668,0.12202906608581543
732086,0.11403918266296387
26241,0.20648813247680664
16086,0.1848313808441162
731805,0.11743927001953125
63338,0.16664743423461914
668104,0.1232290267944336
751317,0.11263823509216309
429757,0.1550436019897461
752037,0.10904741287231445
376648,0.11519312858581543
156851,0.11750507354736328
216966,0.17827868461608887
1501440,0.15276217460632324
74090,0.17424416542053223
752342,0.11584162712097168
43516,0.19063925743103027
69340,0.16766142845153809
391295,0.13585114479064941
195625,0.13490819931030273
65982,0.1665024757385254
171491,0.12416315078735352
233902,0.15287089347839355
10128,0.16972732543945312
22475,0.19378304481506348
751020,0.11551070213317871
8197,0.19739222526550293
412428,0.15563321113586426
107142,0.16336297988891602
441871,0.11813664436340332
70310,0.17533469200134277
107055,0.15511655807495117
107345,0.16043448448181152
130067,0.1257338523864746
481680,0.11962223052978516
214143,0.22188353538513184
377116,0.11627411842346191
534415,0.11648249626159668
732047,0.11165475845336914
86828,0.15906357765197754
455685,0.11559295654296875
27827,0.1626429557800293
26874,0.17149114608764648
499557,0.12221455574035645
195707,0.12193703651428223
27821,0.17043781280517578
781177,0.11089301109313965
752221,0.11218643188476562
752146,0.11572790145874023
216966,0.18535161018371582
105837,0.18752145767211914
429757,0.15456461906433105
10093,0.18287992477416992
223723,0.15633702278137207
107247,0.15015196800231934
685281,0.11762666702270508
183304,0.11744093894958496
90395,0.19107317924499512
181620,0.12343335151672363
194824,0.12464404106140137
730050,0.12030720710754395
208446,0.15476369857788086
59161,0.15045738220214844
68182,0.16475248336791992
751924,0.11568212509155273
133486,0.1149134635925293
90254,0.15616583824157715
27816,0.1631793975830078
27915,0.15312790870666504
113746,0.1579132080078125
214528,0.1941840648651123
195409,0.11704707145690918
461591,0.11858248710632324
344841,0.13031911849975586
195314,0.12845945358276367
97076,0.1634538173675537
179848,0.15456700325012207
23815,0.14826750755310059
659034,0.12042903900146484
106826,0.16330575942993164
136581,0.1196146011352539
306952,0.11667871475219727
98935,0.1820201873779297
751289,0.11255359649658203
780009,0.10926699638366699
183289,0.11158299446105957
127559,0.11750555038452148
450892,0.1191093921661377
503660,0.1274716854095459
49741,0.15393424034118652
751480,0.11746883392333984
195821,0.11560344696044922
732194,0.11751961708068848
26784,0.20312976837158203
27946,0.14750337600708008
107016,0.16136503219604492
731934,0.11539053916931152
25574,0.19533228874206543
0,0.1927046775817871
153334,0.14966702461242676
183332,0.11625242233276367
751079,0.11127376556396484
428397,0.14733409881591797
682705,0.12436771392822266
687427,0.12167549133300781
297478,0.13160371780395508
115272,0.12992119789123535
9814,0.1832733154296875
78776,0.19663047790527344
60182,0.18376755714416504
324994,0.15688705444335938
107205,0.1495354175567627
60296,0.15659761428833008
375860,0.11830258369445801
63035,0.12688803672790527
145540,0.12200427055358887
1501440,0.14769768714904785
92128,0.15553617477416992
481102,0.11361145973205566
452333,0.1231074333190918
99755,0.17709732055664062
27757,0.16167688369750977
26160,0.16245818138122559
708748,0.12404131889343262
579289,0.12100028991699219
107180,0.15455126762390137
139155,0.1277296543121338
107614,0.15666532516479492
171962,0.12267565727233887
64271,0.20084667205810547
