true_counts,runtimes
333420,0.10258269309997559
160275,0.13007211685180664
394436,0.09937119483947754
21925,0.14702367782592773
89412,0.12331867218017578
64844,0.12192940711975098
152306,0.08905839920043945
57084,0.12455630302429199
558482,0.09078836441040039
626937,0.08440041542053223
609961,0.0857076644897461
16463,0.1794278621673584
163625,0.09586787223815918
627328,0.0904994010925293
521785,0.09252738952636719
63560,0.1253368854522705
380403,0.0933988094329834
248658,0.08985209465026855
46667,0.15415477752685547
87028,0.10737371444702148
69611,0.0934147834777832
495602,0.09216690063476562
380739,0.08872675895690918
48082,0.12367653846740723
326943,0.0923619270324707
153511,0.09318256378173828
180965,0.14234709739685059
153081,0.09295964241027832
89556,0.1082465648651123
136397,0.09296989440917969
627939,0.08514761924743652
627613,0.08408975601196289
75754,0.0890040397644043
275171,0.08751964569091797
173860,0.13025617599487305
115630,0.1402909755706787
58450,0.09967660903930664
651465,0.0885157585144043
396438,0.09351706504821777
358257,0.09060001373291016
163325,0.09238052368164062
51588,0.09311747550964355
160765,0.13167953491210938
162749,0.0938260555267334
89876,0.10885024070739746
153134,0.0903472900390625
627668,0.08508062362670898
523579,0.09196114540100098
395638,0.0890505313873291
102828,0.09919190406799316
69639,0.12143278121948242
376874,0.09069180488586426
163167,0.08954191207885742
152097,0.08933138847351074
627413,0.08694720268249512
460704,0.09344339370727539
154056,0.09897994995117188
92372,0.09528589248657227
320470,0.11383175849914551
7934,0.16161561012268066
152761,0.09095621109008789
57319,0.13529396057128906
92861,0.13300204277038574
153185,0.09565305709838867
89349,0.11988162994384766
626386,0.08388924598693848
57557,0.12314248085021973
92692,0.12019968032836914
356819,0.12007355690002441
162530,0.0858910083770752
163514,0.08907747268676758
610444,0.08407187461853027
21973,0.1550767421722412
13358,0.14294052124023438
609998,0.08408927917480469
52916,0.1279315948486328
558309,0.09133768081665039
626778,0.08661866188049316
358287,0.12027883529663086
627608,0.08134245872497559
314725,0.08828878402709961
130830,0.10256671905517578
180841,0.14661026000976562
1251417,0.11553406715393066
61839,0.13193464279174805
628170,0.08606481552124023
36339,0.16097664833068848
58101,0.13458776473999023
326446,0.09519577026367188
163014,0.09482407569885254
55159,0.12288999557495117
143206,0.09688663482666016
195161,0.11801338195800781
8406,0.13610529899597168
18734,0.1637115478515625
627426,0.08753323554992676
6871,0.15312886238098145
344233,0.11806464195251465
89284,0.1290438175201416
368313,0.09745001792907715
58700,0.14069509506225586
89323,0.12439727783203125
89457,0.11659884452819824
108609,0.09301352500915527
402626,0.09003615379333496
178532,0.1725175380706787
315249,0.0903937816619873
445740,0.09049153327941895
610136,0.08472537994384766
72377,0.12266921997070312
379906,0.09097886085510254
23210,0.12920737266540527
22474,0.14238977432250977
417144,0.09283661842346191
163055,0.0896456241607666
23202,0.1295614242553711
651465,0.09098553657531738
627850,0.10556268692016602
627783,0.09439659118652344
180841,0.15412664413452148
88079,0.15153717994689941
358287,0.13087224960327148
8369,0.14403963088989258
187053,0.1222221851348877
89490,0.11833953857421875
572491,0.0923774242401123
153004,0.09140491485595703
75358,0.14620375633239746
151759,0.09370613098144531
162947,0.09372711181640625
609722,0.08891940116882324
174346,0.1211545467376709
49540,0.11527466773986816
57011,0.12307286262512207
627791,0.09163546562194824
111409,0.09854769706726074
75286,0.1259016990661621
23243,0.13603663444519043
23285,0.12967991828918457
95296,0.12805795669555664
178677,0.15351629257202148
163365,0.08861255645751953
384842,0.09248638153076172
287528,0.08696365356445312
162852,0.0919961929321289
81214,0.12566709518432617
150176,0.1146688461303711
19860,0.10817718505859375
550355,0.08941435813903809
89299,0.12577247619628906
113972,0.0902094841003418
255908,0.09534502029418945
82597,0.1524217128753662
626775,0.08820629119873047
650062,0.08538627624511719
153182,0.09105396270751953
106646,0.09506750106811523
376007,0.09455394744873047
420122,0.09352254867553711
41546,0.11275720596313477
626529,0.09060835838317871
163569,0.09234380722045898
610566,0.08710503578186035
22404,0.16448116302490234
23355,0.11279821395874023
89311,0.12035870552062988
610022,0.08569836616516113
21377,0.15752315521240234
0,0.15621733665466309
127750,0.1196126937866211
152713,0.08982515335083008
626496,0.08889889717102051
356819,0.12045598030090332
570282,0.08967232704162598
573510,0.09061288833618164
248605,0.09067749977111816
96562,0.09332680702209473
8249,0.14678454399108887
65778,0.15697264671325684
50279,0.13793587684631348
270924,0.129472017288208
89474,0.11710476875305176
50285,0.12428164482116699
313310,0.08987951278686523
52650,0.09158539772033691
121621,0.09692716598510742
1251417,0.11128902435302734
76656,0.10807204246520996
401588,0.08684754371643066
377120,0.08843421936035156
83326,0.1309068202972412
23099,0.13588571548461914
21778,0.1238553524017334
591916,0.08980751037597656
484217,0.09182047843933105
89431,0.1156001091003418
116434,0.09087610244750977
89803,0.1309523582458496
143242,0.09538698196411133
53719,0.16443872451782227
