baseline_runtimes,runtimes,true_counts,estimates,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,absolute_error,normalized_error,relative_error,total_sketch_queries
0.02085423469543457,0.0006651878356933594,156211,156267.0,1,1,5,5,5,5,1,2,2,56.0,9.334360112945758e-05,0.0003584894789739519,16
0.022626399993896484,0.011383771896362305,95160,106260.0,1,1,5233,633,633,633,498,0,135,11100.0,0.018502035223874627,0.11664564943253468,6500
0.022269010543823242,0.00867009162902832,86194,92679.0,1,1,2905,448,448,448,125,198,125,6485.0,0.01080952238079522,0.07523725549342182,3802
0.02279353141784668,0.005418062210083008,39576,56767.0,1,1,973,973,973,973,673,254,46,17191.0,0.028654818696723306,0.43437942187184153,2920
0.02321004867553711,0.12962079048156738,12997,78799.0,1,1,106250,7769,7769,7769,0,0,7769,65802.0,0.10968206502715298,5.062860660152343,121789
0.027986526489257812,0.0010509490966796875,38586,39063.0,7,7,5,5,35,35,7,14,14,477.0,0.0007950874596205583,0.012361996579070129,82
0.022790193557739258,0.005604267120361328,39056,56820.0,1,1,973,968,968,968,668,254,46,17764.0,0.029609923758280077,0.45483408439164275,2910
0.03287529945373535,0.0007393360137939453,21558,21839.0,1,1,29,29,29,29,1,5,23,281.0,0.0004683848556674568,0.013034604323221078,88
0.02266097068786621,0.12744641304016113,38358,100009.0,1,1,109550,5805,5805,5805,392,1412,4001,61651.0,0.10276297059343194,1.607252724333907,121161
0.020464420318603516,0.0013625621795654297,150317,150729.0,1,1,33,33,33,33,6,4,23,412.0,0.0006867422083095807,0.0027408742856762707,100
0.02164602279663086,0.009279966354370117,126254,128215.0,1,1,5233,138,138,138,60,21,57,1961.0,0.003268692889551184,0.015532181158616756,5510
0.022176265716552734,0.010760307312011719,95333,110906.0,1,1,5233,887,887,887,623,121,143,15573.0,0.025957855364090048,0.16335371801999307,7008
0.022345781326293945,0.1143636703491211,25915,120679.0,1,1,85000,11872,11872,11871,0,0,11871,94764.0,0.15795737531128423,3.6567239050742812,108744
0.04663872718811035,0.015294790267944336,16997,44735.0,462,308,29,29,8932,2973,24,404,2545,27738.0,0.04623508585944454,1.631935047361299,12396
0.021160364151000977,0.016709089279174805,90678,111485.0,1,1,8641,1165,1165,1165,875,156,134,20807.0,0.034682148369654,0.22946028805222876,10972
0.021094083786010742,0.0056650638580322266,39443,56841.0,1,1,973,972,972,972,672,254,46,17398.0,0.028999856650898267,0.4410922090104708,2918
0.020718812942504883,0.040131330490112305,37405,75911.0,1,1,29902,4380,4380,4380,87,94,4199,38506.0,0.06418372687662309,1.0294345675711802,38663
0.019786834716796875,0.0010104179382324219,150079,150459.0,1,1,33,33,33,33,6,4,23,380.0,0.0006334030076641764,0.0025319998134315925,100
0.021211624145507812,0.01555776596069336,110574,115784.0,1,1,8641,288,288,288,209,28,51,5210.0,0.008684288605079893,0.047117767287065675,9218
0.021934032440185547,0.014186382293701172,37040,51827.0,1,1,5785,826,826,826,506,276,44,14787.0,0.024647711248237305,0.3992170626349892,7438
0.022929668426513672,0.09323954582214355,22977,94351.0,1,1,72000,9286,9286,9286,0,0,9286,71374.0,0.11896975333953401,3.106323715019367,90573
0.027467012405395508,0.0012364387512207031,77234,78064.0,7,7,29,29,203,98,0,7,91,830.0,0.0013834855167401748,0.010746562394800218,337
0.04665660858154297,0.0029523372650146484,1851,5334.0,54,36,33,33,1188,376,15,45,316,3483.0,0.005805638620248227,1.8816855753646677,1651
0.01963353157043457,0.058821916580200195,38540,98801.0,1,1,38096,5860,5860,5860,99,1759,4002,60261.0,0.1004460490653972,1.5635962636222107,49817
0.026598215103149414,0.013991594314575195,13753,18292.0,1,1,5785,783,783,316,152,32,132,4539.0,0.00756583224154657,0.3300370828182942,6885
0.029224157333374023,0.0007328987121582031,22383,22424.0,1,1,4,4,4,4,1,0,3,41.0,6.83408508269243e-05,0.001831747308224992,13
0.020674943923950195,0.05294394493103027,38353,95842.0,1,1,32565,5657,5657,5657,72,1561,4024,57489.0,0.09582554080948905,1.4989440200245092,43880
0.028176069259643555,0.0013599395751953125,21220,22617.0,7,7,33,33,231,119,21,28,70,1397.0,0.0023285894781759327,0.06583411875589067,390
0.018262863159179688,0.0006699562072753906,150544,150828.0,1,1,29,29,29,29,1,5,23,284.0,0.00047338540572796343,0.0018864916569242215,88
0.04372000694274902,0.011475563049316406,13842,36663.0,378,252,25,25,6300,2735,22,0,2713,22821.0,0.03803918431027413,1.6486779367143476,9438
0.030206918716430664,0.0005204677581787109,22217,22288.0,1,1,5,5,5,5,1,2,2,71.0,0.00011834635143199086,0.003195751001485349,16
0.023423433303833008,0.0006415843963623047,85856,86730.0,1,1,102,102,102,102,0,0,102,874.0,0.0014568269176276057,0.010179836004472606,307
0.02191472053527832,0.0052373409271240234,39242,55692.0,1,1,919,916,916,916,610,260,46,16450.0,0.02741968283177816,0.4191937210132001,2752
0.022153615951538086,0.004192352294921875,39601,52943.0,1,1,712,710,710,710,611,30,69,13342.0,0.022239112969093266,0.3369106840736345,2133
0.01915717124938965,0.0016982555389404297,151936,153883.0,1,1,203,203,203,203,15,14,174,1947.0,0.0032453569892688197,0.012814606149957877,610
0.02968287467956543,0.0007328987121582031,5233,5418.0,3,1,33,33,33,14,4,1,9,185.0,0.0003083672537312438,0.03535257022740302,83
0.029003620147705078,0.0006453990936279297,3155,3233.0,1,1,29,29,29,10,0,3,7,78.0,0.00013001430157317306,0.024722662440570524,69
0.0194091796875,0.0015163421630859375,151966,153665.0,1,1,186,186,186,186,6,5,175,1699.0,0.002831978184266936,0.011180132398036403,559
0.026721715927124023,0.02150106430053711,11395,29127.0,7,7,16908,352,2464,2128,0,63,2065,17732.0,0.029556584557634675,1.5561211057481352,21507
0.021404266357421875,0.009637117385864258,134038,141229.0,1,1,2905,523,523,523,129,198,196,7191.0,0.011986318495034454,0.053648965218818546,3952
0.02107715606689453,0.0007832050323486328,150030,150408.0,1,1,33,33,33,33,6,4,23,378.0,0.0006300693076238386,0.002519496100779844,100
0.025183916091918945,0.0006067752838134766,85608,86469.0,1,1,102,102,102,101,0,0,101,861.0,0.0014351578673654102,0.010057471264367816,306
0.019660472869873047,0.0004966259002685547,151351,151567.0,1,1,25,25,25,25,1,0,24,216.0,0.00036003960435647924,0.0014271461701607523,76
0.018684864044189453,0.010765790939331055,75449,83358.0,1,1,5785,491,491,491,259,120,112,7909.0,0.013183116809515713,0.10482577635223793,6768
0.020921945571899414,0.14237380027770996,32612,194269.0,1,1,106250,19185,19185,19185,0,0,19185,161657.0,0.2694579737104415,4.956979026125353,144621
0.03843092918395996,0.0008203983306884766,43492,43931.0,1,1,102,102,102,53,0,0,53,439.0,0.0007317471588541406,0.010093810355927527,258
0.0236055850982666,0.0017611980438232422,300396,303213.0,21,7,102,102,714,360,0,0,360,2817.0,0.004695516506815749,0.00937762153956777,1197
0.031987905502319336,0.0008556842803955078,14756,14946.0,1,1,33,33,33,19,2,0,17,190.0,0.0003167015038320882,0.012876118189211168,86
0.019763708114624023,0.0007619857788085938,151244,151635.0,1,1,33,33,33,33,6,4,23,391.0,0.0006517383578860341,0.0025852265213826666,100
0.03651547431945801,0.0006785392761230469,8837,8997.0,1,1,29,29,29,17,1,3,13,160.0,0.00026669600322702165,0.018105691976915243,76
0.030898094177246094,0.012395381927490234,13924,19289.0,1,1,5785,729,729,393,92,174,127,5365.0,0.008942650358206069,0.38530594656707845,6908
0.020804405212402344,0.03146052360534668,84775,139401.0,1,1,19637,3531,3531,3531,1073,2120,338,54626.0,0.09105334920174553,0.6443644942494839,26700
0.019738197326660156,0.004354238510131836,39409,53894.0,1,1,766,764,764,764,671,24,69,14485.0,0.024144322542146303,0.36755563449973355,2295
0.031043291091918945,0.016722679138183594,13139,21553.0,1,1,8641,1296,1296,522,261,137,124,8414.0,0.014024876069701,0.6403835908364411,10460
0.02234172821044922,0.12592172622680664,36051,174283.0,1,1,90000,17100,17100,17100,0,0,17100,138232.0,0.23041201198798533,3.8343457879115697,124201
0.030983448028564453,0.04599475860595703,44726,175498.0,7,7,19552,2335,16345,9905,374,7403,2128,130772.0,0.21797731083752547,2.923847426552788,45809
0.03360152244567871,0.0008103847503662109,2039,2148.0,1,1,33,33,33,7,4,0,3,109.0,0.0001816866521984085,0.05345757724374693,74
0.033182382583618164,0.0006310939788818359,4472,4581.0,1,1,29,29,29,12,0,1,11,109.0,0.0001816866521984085,0.024373881932021467,71
0.019809722900390625,0.00067901611328125,150056,150442.0,1,1,33,33,33,33,6,4,23,386.0,0.0006434041077851897,0.0025723729807538517,100
0.056195735931396484,0.0037384033203125,1641,6917.0,154,77,29,29,2233,513,0,175,338,5276.0,0.008794300706411039,3.215112736136502,2929
0.029601573944091797,0.02110767364501953,82922,103476.0,7,7,8641,823,5761,1531,664,0,867,20554.0,0.034260435314551266,0.24787149369286798,15940
0.02593541145324707,0.0008997917175292969,21328,21588.0,1,1,29,29,29,29,1,5,23,260.0,0.00043338100524391017,0.012190547636909228,88
0.02035808563232422,0.02080702781677246,85054,104184.0,1,1,16782,1242,1242,1242,732,21,489,19130.0,0.031886840885830776,0.22491593575845933,19267
0.034366607666015625,0.0008409023284912109,13987,14168.0,1,1,29,29,29,18,1,1,16,181.0,0.00030169985365056826,0.012940587688567956,77
0.030210018157958984,0.0007369518280029297,21435,21736.0,1,1,29,29,29,29,1,5,23,301.0,0.0005017218560708344,0.01404245393048752,88
0.02972412109375,0.0007519721984863281,21755,22120.0,1,1,33,33,33,33,6,4,23,365.0,0.0006084002573616431,0.01677775224086417,100
0.020535945892333984,0.012609004974365234,25667,38186.0,1,1,5785,691,691,691,487,176,28,12519.0,0.020867295402494275,0.48774691237776135,7168
0.02043461799621582,0.019750118255615234,96569,119101.0,1,1,8641,1225,1225,1225,1003,78,144,22532.0,0.03755746465444532,0.23332539427766674,11092
0.04513955116271973,0.0008156299591064453,42949,43341.0,1,1,102,102,102,52,0,0,52,392.0,0.000653405207906203,0.009127104239912455,257
0.019475221633911133,0.016388893127441406,75486,89854.0,1,1,8641,836,836,836,499,233,104,14368.0,0.023949301089786542,0.1903399305831545,10314
0.019324779510498047,0.03050994873046875,106435,175538.0,1,1,19304,4186,4186,4186,1789,2060,337,69103.0,0.11518433694373048,0.6492507163996806,27677
0.019675254821777344,0.0015411376953125,152174,153820.0,1,1,184,184,184,184,4,5,175,1646.0,0.002743635133197985,0.010816565247677,553
0.04165983200073242,0.004468441009521484,17482,33773.0,462,308,5,5,1540,1251,242,493,516,16291.0,0.02715465367857131,0.9318727834343896,3258
0.02131962776184082,0.028618335723876953,89146,144306.0,1,1,20102,3557,3557,3557,1141,2066,350,55160.0,0.09194344711251572,0.6187602360173199,27217
0.0330655574798584,0.004400014877319336,5677,15807.0,1,1,919,918,918,617,312,259,46,10130.0,0.01688519070431081,1.7843931654042628,2455
0.0389857292175293,0.0012049674987792969,5466,5625.0,1,1,33,33,33,13,3,4,6,159.0,0.00026502915320685276,0.029088913282107574,80
0.019649744033813477,0.011985301971435547,100245,103724.0,1,1,5785,207,207,207,120,42,45,3479.0,0.005798971220167552,0.03470497281659933,6200
0.021709442138671875,0.005392313003540039,39432,55741.0,1,1,919,917,917,917,611,260,46,16309.0,0.027184656978934348,0.41359809291945626,2754
0.028702497482299805,0.0030608177185058594,5613,12444.0,1,1,685,680,680,387,315,0,72,6831.0,0.011386252487773654,1.216996258685195,1753
0.018128156661987305,0.0004355907440185547,156211,156267.0,1,1,5,5,5,5,1,2,2,56.0,9.334360112945758e-05,0.0003584894789739519,16
0.019261598587036133,0.0007374286651611328,151716,151945.0,1,1,25,25,25,25,1,0,24,229.0,0.0003817086546186747,0.0015093991404993541,76
0.01938605308532715,0.0007832050323486328,151330,151709.0,1,1,33,33,33,33,6,4,23,379.0,0.0006317361576440075,0.0025044604506707195,100
0.036437034606933594,0.0008654594421386719,43492,43931.0,1,1,102,102,102,53,0,0,53,439.0,0.0007317471588541406,0.010093810355927527,258
0.03705859184265137,0.0006775856018066406,21262,21713.0,1,1,102,102,102,51,0,0,51,451.0,0.0007517493590961672,0.021211551124071113,256
0.0262606143951416,0.0006811618804931641,85608,86469.0,1,1,102,102,102,101,0,0,101,861.0,0.0014351578673654102,0.010057471264367816,306
0.05087876319885254,0.0008852481842041016,2033,3945.0,54,36,5,5,180,144,28,57,59,1912.0,0.0031870172385629085,0.9404820462370881,383
0.02985382080078125,0.017410755157470703,45141,60536.0,7,7,5785,790,5530,1389,103,429,857,15395.0,0.025661156060499988,0.34104251124255114,12711
0.030016422271728516,0.000885009765625,21421,21793.0,1,1,33,33,33,33,6,4,23,372.0,0.0006200682075028253,0.017366136034732273,100
0.020135879516601562,0.008059024810791016,137711,142681.0,1,1,2905,406,406,406,42,181,183,4970.0,0.00828424460023936,0.03609007268845626,3718
0.0204470157623291,0.05032753944396973,38587,98356.0,1,1,33243,5813,5813,5813,72,1739,4002,59769.0,0.09962595885547411,1.5489413533055174,44870
0.036962032318115234,0.0012238025665283203,18061,18306.0,1,1,29,29,29,25,1,4,20,245.0,0.00040837825494137686,0.013565140357676761,84
0.019591569900512695,0.11903762817382812,37682,96705.0,1,1,112113,5631,5631,5631,354,1252,4025,59023.0,0.09838248874042811,1.5663446738495834,123376
0.0203249454498291,0.004808664321899414,39342,55595.0,1,1,919,917,917,917,611,260,46,16253.0,0.02709131337780489,0.41312083778150577,2754
0.022115707397460938,0.01032400131225586,146880,150208.0,1,1,5785,214,214,214,120,28,66,3328.0,0.00554727686712205,0.022657952069716776,6214
0.027951955795288086,0.001373291015625,42096,43301.0,21,7,33,33,231,98,28,0,70,1205.0,0.0020085542743035066,0.0286250475104523,383
0.03314542770385742,0.023524999618530273,12657,35800.0,1,1,16623,2755,2755,1475,946,27,502,23143.0,0.03857591001676851,1.8284743620131152,20854
0.04023313522338867,0.010711431503295898,13781,32397.0,378,252,25,25,6300,2203,29,0,2174,18616.0,0.03103007997546397,1.3508453668093752,8906
0.019259929656982422,0.0007231235504150391,151188,151439.0,1,1,25,25,25,25,1,0,24,251.0,0.0004183793550623902,0.0016601846707410641,76
0.020299196243286133,0.01491236686706543,26701,31308.0,1,1,8641,240,240,240,210,21,9,4607.0,0.007679178042918055,0.17254035429384668,9122
0.030478239059448242,0.01645684242248535,18111,21559.0,1,1,8641,254,254,208,134,14,60,3448.0,0.005747298869542316,0.19038153608304345,9104
0.026723146438598633,0.0053369998931884766,5512,16439.0,1,1,973,969,969,634,334,254,46,10927.0,0.01821367017038541,1.9824020319303337,2577
0.03202462196350098,0.00605320930480957,5655,16411.0,1,1,973,971,971,636,336,254,46,10756.0,0.01792863881693653,1.9020335985853227,2581
0.027163028717041016,0.012345314025878906,22678,30036.0,7,7,5785,177,1239,470,274,49,147,7358.0,0.012264682448402658,0.32445541934914895,7501
0.03134727478027344,0.0006642341613769531,42892,43284.0,3,1,102,102,102,52,0,0,52,392.0,0.000653405207906203,0.009139233423482234,259
0.02097034454345703,0.004391193389892578,39177,56918.0,1,1,973,967,967,967,667,254,46,17741.0,0.029571586207816192,0.4528422288587692,2908
0.02013707160949707,0.028739452362060547,89626,159302.0,1,1,20134,4186,4186,4186,2016,1836,334,69676.0,0.11613944200528725,0.777408341329525,28507
0.019983530044555664,0.02144455909729004,64165,108618.0,1,1,16804,2438,2438,2438,2071,4,363,44453.0,0.07409648394656745,0.6927920205719629,21681
0.019964218139648438,0.004715919494628906,39482,56772.0,1,1,973,969,969,969,669,254,46,17290.0,0.028819836848720026,0.4379210779595765,2912
0.02719569206237793,0.012803792953491211,19399,23767.0,1,1,8641,331,331,268,177,28,63,4368.0,0.0072808008880976905,0.22516624568276716,9241
0.030593395233154297,0.1842060089111328,37549,233702.0,7,7,115321,5668,39676,21881,347,1156,20378,196153.0,0.3269576320061873,5.223920743561746,176885
0.029792070388793945,0.01598334312438965,5869,9819.0,1,1,15656,522,522,383,70,7,306,3950.0,0.006584057579667096,0.6730277730448118,16562
0.021358489990234375,0.011688947677612305,132507,134537.0,1,1,5785,141,141,141,60,21,60,2030.0,0.003383705540942837,0.015319945361377135,6068
0.027672290802001953,0.0008788108825683594,21452,21732.0,1,1,29,29,29,29,1,5,23,280.0,0.0004667180056472879,0.013052396046988626,88
0.021679162979125977,0.13195371627807617,28589,163214.0,1,1,106250,15989,15989,15989,0,0,15989,134625.0,0.22439968396523619,4.708978977928574,138229
0.02088165283203125,0.025522232055664062,56397,101300.0,1,1,17016,2443,2443,2443,2073,40,330,44903.0,0.07484656645564346,0.796194833058496,21903
0.03872251510620117,0.0012204647064208984,19819,20474.0,3,3,29,29,87,66,2,12,52,655.0,0.00109178676321062,0.033049094303446186,185
0.02169513702392578,0.0008652210235595703,151208,151590.0,1,1,33,33,33,33,6,4,23,382.0,0.0006367367077045142,0.002526321358658272,100
0.02068638801574707,0.00045180320739746094,156457,156523.0,1,1,5,5,5,5,1,2,2,66.0,0.00011001210133114643,0.000421841144851301,16
0.020982742309570312,0.0415041446685791,38424,76653.0,1,1,28429,4382,4382,4382,111,72,4199,38229.0,0.06372200942103631,0.9949250468457215,37194
0.02508854866027832,0.13381361961364746,26759,139464.0,1,1,112500,13670,13670,13670,0,0,13670,112705.0,0.18786233152313422,4.211853955678463,139841
0.021697998046875,0.02919626235961914,93539,159133.0,1,1,19820,4138,4138,4138,1481,2307,350,65594.0,0.10933536022295785,0.7012476079496253,28097
0.021918535232543945,0.02834010124206543,102620,169455.0,1,1,19564,4165,4165,4165,1626,2189,350,66835.0,0.11140392109798744,0.6512862989670629,27895
0.02805185317993164,0.010612010955810547,9947,11265.0,1,1,5233,111,111,90,39,21,30,1318.0,0.002196908326582591,0.13250226198853926,5435
0.01990985870361328,0.0009026527404785156,150809,151200.0,1,1,33,33,33,33,6,4,23,391.0,0.0006517383578860341,0.002592683460536175,100
0.020995140075683594,0.00425267219543457,39562,53933.0,1,1,766,763,763,763,670,24,69,14371.0,0.02395430163984705,0.36325261614680754,2293
0.021406888961791992,0.001964092254638672,152077,153731.0,1,1,186,186,186,186,6,5,175,1654.0,0.002756969933359336,0.010876069359600728,559
0.03236222267150879,0.0011677742004394531,5334,5499.0,3,1,33,33,33,13,2,2,9,165.0,0.00027503025332786606,0.03093363329583802,82
0.028759241104125977,0.004968166351318359,5649,13223.0,1,1,712,709,709,420,321,30,69,7574.0,0.012624722052759137,1.3407682775712515,1842
0.027596712112426758,0.0007421970367431641,21510,21779.0,1,1,29,29,29,29,1,5,23,269.0,0.0004483826554254301,0.012505811250581126,88
0.020994186401367188,0.0015845298767089844,152235,153873.0,1,1,184,184,184,184,4,5,175,1638.0,0.002730300333036634,0.0107596807567248,553
0.03545260429382324,0.001359701156616211,5272,6742.0,1,1,186,186,186,181,1,5,175,1470.0,0.002450269529648261,0.27883156297420336,554
0.03927040100097656,0.0009932518005371094,0,0.0,7,0,33,33,0,0,0,0,0,0.0,0.0,0.0,40
0.03441143035888672,0.037070512771606445,28116,114906.0,7,7,16858,2403,16821,5609,3325,59,2225,86790.0,0.14466591325045755,3.0868544600938965,39295
0.022164344787597656,0.10576915740966797,38137,96678.0,1,1,105477,5619,5619,5619,359,1236,4024,58541.0,0.0975790670307067,1.5350184859847393,116716
0.022974729537963867,0.0011870861053466797,149930,150276.0,1,1,33,33,33,33,6,4,23,346.0,0.0005767301069784343,0.002307743613686387,100
0.025435447692871094,0.0006270408630371094,85856,86730.0,1,1,102,102,102,102,0,0,102,874.0,0.0014568269176276057,0.010179836004472606,307
0.023572444915771484,0.011423110961914062,137390,150944.0,1,1,5785,819,819,819,484,152,183,13554.0,0.02259248517336907,0.09865346822912875,7424
0.022691726684570312,0.014070272445678711,138498,152233.0,1,1,5785,837,837,837,482,172,183,13735.0,0.022894185027019637,0.09917110716400236,7460
0.02190685272216797,0.012460470199584961,59862,68925.0,1,1,5785,566,566,566,240,254,72,9063.0,0.015106661732790606,0.1513982158965621,6918
0.025918960571289062,0.12525725364685059,23709,124787.0,1,1,90000,12367,12367,12366,0,0,12366,101078.0,0.16848186633863058,4.263275549369438,114734
0.05211663246154785,0.0032608509063720703,2021,4987.0,54,36,33,33,1188,306,21,31,254,2966.0,0.004943877159820914,1.4675903018307768,1581
0.03666853904724121,0.0009343624114990234,15658,15929.0,1,1,33,33,33,27,4,2,21,271.0,0.0004517163554657679,0.01730744667262741,94
0.02757430076599121,0.030224084854125977,12900,59659.0,1,1,19531,4724,4724,3006,1045,1629,332,46759.0,0.0779402400930769,3.6247286821705424,27262
0.030422449111938477,0.001224517822265625,65320,66776.0,7,7,29,29,203,161,7,7,147,1456.0,0.002426933629365897,0.0222902633190447,400
0.03280234336853027,0.0008490085601806641,21488,21832.0,1,1,33,33,33,33,6,4,23,344.0,0.0005733964069380965,0.01600893521965748,100
0.02904510498046875,0.032047271728515625,11861,38878.0,21,21,5785,768,16128,1939,58,1686,195,27017.0,0.04503328699490277,2.2778011972009105,23873
0.022275447845458984,0.03309226036071777,80162,140001.0,1,1,20126,3772,3772,3772,1299,2125,348,59839.0,0.09974263835688592,0.7464758863301814,27671
0.023210763931274414,0.11894488334655762,13027,77615.0,1,1,106250,7677,7677,7676,0,0,7676,64588.0,0.10765850910266796,4.958010286328395,121604
0.021020889282226562,0.14101529121398926,30763,163068.0,1,1,106250,16031,16031,16030,0,0,16030,132305.0,0.22053259191844435,4.30078340864025,138312
0.024072885513305664,0.002032756805419922,300396,303213.0,21,7,102,102,714,360,0,0,360,2817.0,0.004695516506815749,0.00937762153956777,1197
0.02785634994506836,0.012349843978881836,18338,23754.0,1,1,5785,736,736,420,98,139,183,5416.0,0.009027659709234682,0.2953430035990839,6942
0.021815776824951172,0.015097379684448242,96716,100476.0,1,1,8641,220,220,220,150,28,42,3760.0,0.006267356075835008,0.03887671119566566,9082
0.02013421058654785,0.02348780632019043,90941,127624.0,1,1,16785,2157,2157,2157,1612,20,525,36683.0,0.06114505928985522,0.4033714166327619,21100
0.02907395362854004,0.011625051498413086,20275,26459.0,1,1,5785,839,839,461,117,159,185,6184.0,0.010307800524724386,0.3050061652281134,7086
0.030797958374023438,0.00458836555480957,5605,16766.0,1,1,973,964,964,650,351,253,46,11161.0,0.018603713075104927,1.9912578055307761,2588
