true_counts,estimates,absolute_error,normalized_error,relative_error
122074,122068,6,1.1183722464743315e-05,4.915051526123499e-05
6933,6956,23,4.2870936114849375e-05,0.0033174671859224
2748,2718,30,5.5918612323716575e-05,0.010917030567685589
454,463,9,1.6775583697114972e-05,0.019823788546255508
4729,4760,31,5.778256606784046e-05,0.006555297102981603
5387,5408,21,3.91430286266016e-05,0.0038982736216818265
6241,6230,11,2.0503491185362745e-05,0.0017625380547989103
122527,122499,28,5.2190704835468805e-05,0.00022852106066418014
119674,119684,10,1.8639537441238857e-05,8.356033892073466e-05
373,389,16,2.9823259905982172e-05,0.04289544235924933
6933,6953,20,3.7279074882477714e-05,0.0028847540747151306
48691,48696,5,9.319768720619429e-06,0.00010268838183647902
6487,6463,24,4.473488985897326e-05,0.0036997071065207336
5970,5973,3,5.5918612323716575e-06,0.0005025125628140704
9877,9869,8,1.4911629952991086e-05,0.0008099625392325605
1174,1188,14,2.6095352417734403e-05,0.01192504258943782
2097,2145,48,8.946977971794652e-05,0.022889842632331903
10194,10228,34,6.337442730021212e-05,0.0033352952717284677
9369,9361,8,1.4911629952991086e-05,0.0008538798164158394
123955,123928,27,5.0326751091344914e-05,0.00021782098342140293
2597,2610,13,2.4231398673610515e-05,0.0050057758952637655
3635,3665,30,5.5918612323716575e-05,0.008253094910591471
3771,3737,34,6.337442730021212e-05,0.009016176080615222
6741,6705,36,6.710233478845989e-05,0.0053404539385847796
114847,114846,1,1.8639537441238858e-06,8.707236584325234e-06
1987,1955,32,5.9646519811964344e-05,0.01610468042274786
216243,216216,27,5.0326751091344914e-05,0.0001248595330253465
2814,2768,46,8.574187222969875e-05,0.016346837242359632
83310,83303,7,1.3047676208867201e-05,8.402352658744449e-05
1019,985,34,6.337442730021212e-05,0.033366045142296366
123898,123910,12,2.236744492948663e-05,9.685386366204458e-05
2413,2397,16,2.9823259905982172e-05,0.00663075010360547
4811,4803,8,1.4911629952991086e-05,0.0016628559551028891
11358,11393,35,6.5238381044336e-05,0.0030815284381053003
6570,6573,3,5.5918612323716575e-06,0.00045662100456621003
1538,1549,11,2.0503491185362745e-05,0.007152145643693108
2997,3003,6,1.1183722464743315e-05,0.002002002002002002
218507,218499,8,1.4911629952991086e-05,3.6612099383543774e-05
216243,216242,1,1.8639537441238858e-06,4.624427149086907e-06
49377,49398,21,3.91430286266016e-05,0.00042529922838568566
3024,3025,1,1.8639537441238858e-06,0.00033068783068783067
9853,9899,46,8.574187222969875e-05,0.004668628844006902
121831,121847,16,2.9823259905982172e-05,0.00013132946458618906
6733,6738,5,9.319768720619429e-06,0.0007426110203475419
5046,5035,11,2.0503491185362745e-05,0.002179944510503369
4752,4755,3,5.5918612323716575e-06,0.0006313131313131314
4838,4856,18,3.3551167394229945e-05,0.0037205456800330715
119049,119122,73,0.00013606862332104366,0.0006131928869625113
5740,5743,3,5.5918612323716575e-06,0.0005226480836236934
