true_counts,estimates,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,level_5_queries,absolute_error,normalized_error,relative_error,total_sketch_queries
122074,115188.0,125,123,1396,947,116481,15659,539,2008,3154,9958,0,0,6886.0,0.012835185482037078,0.05640840801481069,133661
6933,6800.0,1,1,33606,3001,3001,676,106,307,118,133,0,12,133.0,0.00024790584796847683,0.01918361459685562,37284
2748,2651.0,1,1,12246,1902,1902,277,0,75,111,81,0,10,97.0,0.00018080351318001692,0.03529839883551674,14426
454,397.0,1,1,12246,2070,2070,101,0,18,32,44,0,7,57.0,0.0001062453634150615,0.12555066079295155,14418
4729,4530.0,1,1,33648,3203,3203,575,71,275,73,117,33,6,199.0,0.00037092679508065327,0.042080778177204486,37427
5387,5247.0,1,1,33648,2845,2845,447,60,162,72,123,24,6,140.0,0.000260953524177344,0.025988490811212177,36941
6241,5841.0,1,1,90037,15915,15915,2578,431,2147,0,0,0,0,400.0,0.0007455814976495543,0.06409229290177856,108531
122527,116308.0,125,123,34656,3633,446859,19623,3143,5689,6390,2633,1409,359,6219.0,0.011591928334706446,0.050756159866804866,501263
119674,105315.0,125,123,9908,6594,811062,58334,504,39351,18479,0,0,0,14359.0,0.026764511811874878,0.1199842906562829,879429
373,334.0,1,1,34656,3399,3399,97,14,19,26,24,11,3,39.0,7.269419602083154e-05,0.10455764075067024,38153
6933,6718.0,1,1,33648,3407,3407,767,206,276,108,134,37,6,215.0,0.0004007500549866354,0.031011106303187652,37823
48691,42611.0,4750,1383,12246,1953,2700999,14778,9,3759,3952,5355,0,1703,6080.0,0.011332838764273226,0.12486907231315848,2732773
6487,6336.0,1,1,29238,2056,2056,479,72,90,183,122,0,12,151.0,0.00028145701536270675,0.023277323878526282,31774
5970,5769.0,1,1,12288,1992,1992,547,0,199,184,126,32,6,201.0,0.00037465470256890104,0.033668341708542715,14828
9877,9435.0,1,1,64501,8076,8076,1593,562,0,1031,0,0,0,442.0,0.0008238675549027576,0.04475043029259897,74171
1174,1081.0,1,1,90037,15915,15915,791,115,676,0,0,0,0,93.0,0.00017334769820352139,0.07921635434412266,106744
2097,1505.0,125,95,33648,2845,270275,1439,87,292,47,802,147,64,592.0,0.0011034606165213404,0.28230805913209345,305487
10194,9745.0,1,1,64501,8483,8483,1698,776,0,922,0,0,0,449.0,0.0008369152311116248,0.04404551697076712,74683
9369,8894.0,1,1,36812,12449,12449,3001,1516,955,530,0,0,0,475.0,0.0008853780284588458,0.05069911409969047,52263
123955,118542.0,125,123,12246,2101,258423,14315,0,4309,5036,4239,0,731,5413.0,0.010089581616942594,0.04366907345407608,285109
2597,2484.0,1,1,33606,2804,2804,319,55,100,60,94,0,10,113.0,0.0002106267730859991,0.04351174432036966,36730
3635,3499.0,1,1,12246,1953,1953,281,0,63,115,91,0,12,136.0,0.0002534977092008485,0.03741403026134801,14481
3771,3603.0,1,1,34824,3822,3822,534,58,179,167,113,12,5,168.0,0.0003131442290128128,0.04455051710421639,39181
6741,6564.0,1,1,29280,2079,2079,498,37,80,204,134,37,6,177.0,0.0003299198127099278,0.0262572318647085,31858
114847,103155.0,125,123,36812,12126,1491498,60439,22715,19245,18479,0,0,0,11692.0,0.02179334717629647,0.10180501014393062,1588874
1987,1924.0,1,1,12246,1814,1814,224,0,72,68,73,0,11,63.0,0.0001174290858798048,0.03170608958228485,14285
216243,200690.0,125,123,90037,15247,1875381,89643,12498,77145,0,0,0,0,15553.0,0.028990072582358795,0.07192371544974867,2055186
2814,2725.0,1,1,12288,1905,1905,309,0,72,122,87,23,5,89.0,0.00016589188322702585,0.031627576403695803,14503
83310,77464.0,4750,1226,33648,2845,3487970,16820,2293,5469,2252,4298,1803,705,5846.0,0.010896673588148236,0.0701716480614572,3543188
1019,937.0,1,1,12288,2178,2178,227,0,56,81,61,23,6,82.0,0.00015284420701815863,0.08047105004906771,14694
123898,118182.0,125,123,12288,1964,241572,13808,2,3167,4628,4233,1406,372,5716.0,0.01065435960141213,0.046134723724353906,267793
2413,2308.0,1,1,29280,2600,2600,332,63,40,109,89,25,6,105.0,0.000195715143133008,0.0435142975549109,32213
4811,4614.0,1,1,34824,3217,3217,513,46,164,174,110,13,6,197.0,0.0003671988875924055,0.040947827894408644,38555
11358,10960.0,1,1,64501,8076,8076,1649,649,0,1000,0,0,0,398.0,0.0007418535901613065,0.03504138052474027,74227
6570,6137.0,1,1,9908,6222,6222,1803,26,1167,610,0,0,0,433.0,0.0008070919712056425,0.06590563165905632,17934
1538,1469.0,1,1,29238,2491,2491,210,22,26,84,69,0,9,69.0,0.00012861280834454813,0.044863459037711315,31940
2997,2680.0,1,1,9908,6222,6222,1279,14,813,452,0,0,0,317.0,0.0005908733368872718,0.10577243910577244,17410
218507,202972.0,125,123,90037,15915,1957545,92135,14990,77145,0,0,0,0,15535.0,0.028956521414964565,0.07109612049041907,2139842
216243,200690.0,125,123,90037,15247,1875381,89643,12498,77145,0,0,0,0,15553.0,0.028990072582358795,0.07192371544974867,2055186
49377,42996.0,4750,1383,33648,2905,4017615,17425,2123,4860,2293,5475,1849,825,6381.0,0.011893888841254516,0.12923020839662192,4073438
3024,2916.0,1,1,12288,2113,2113,342,0,113,112,87,25,5,108.0,0.00020130700436537966,0.03571428571428571,14744
9853,9262.0,1,1,90037,15247,15247,3163,555,2608,0,0,0,0,591.0,0.0011015966627772166,0.059981731452349536,108448
121831,116178.0,125,123,33648,3407,419061,17469,3679,5054,2637,4331,1409,359,5653.0,0.010536930515532327,0.04640034145660792,470303
6733,6531.0,1,1,12246,2111,2111,569,0,229,180,148,0,12,202.0,0.0003765186563130249,0.030001485222040696,14927
5046,4806.0,1,1,36812,12103,12103,1780,824,505,451,0,0,0,240.0,0.0004473488985897326,0.04756242568370987,50696
4752,4253.0,1,1,9908,6594,6594,1864,18,1306,540,0,0,0,499.0,0.000930112918317819,0.10500841750841751,18367
4838,4444.0,1,1,36812,11130,11130,1722,652,619,451,0,0,0,394.0,0.000734397775184811,0.08143861099627946,49665
119049,114090.0,125,123,29238,2587,318201,14049,2291,1692,5130,4205,0,731,4959.0,0.00924334661711035,0.04165511680064511,361613
5740,5359.0,1,1,36812,11130,11130,2104,1105,391,608,0,0,0,381.0,0.0007101663765112005,0.06637630662020906,50047
5139,4706.0,1,1,90037,15915,15915,2269,336,1933,0,0,0,0,433.0,0.0008070919712056425,0.08425763767269896,108222
2879,2772.0,1,1,33606,3190,3190,330,59,109,52,98,0,12,107.0,0.00019944305062125577,0.037165682528655784,37127
3137,3023.0,1,1,12246,1988,1988,296,0,77,111,97,0,11,114.0,0.000212490726830123,0.03634045266177877,14531
5478,5334.0,1,1,12288,2103,2103,411,0,124,134,123,24,6,144.0,0.00026840933915383956,0.02628696604600219,14803
3810,3647.0,1,1,12288,2002,2002,445,1,140,153,113,32,6,163.0,0.00030382446029219337,0.04278215223097113,14736
6620,6363.0,1,1,34656,3633,3633,872,176,311,263,80,36,6,257.0,0.00047903611223983864,0.03882175226586103,39162
135494,122564.0,125,123,36812,12103,1488669,66325,28161,18680,19484,0,0,0,12930.0,0.024100921911521845,0.09542857986331497,1591931
123948,118617.0,125,123,12246,2033,250059,13545,6,3957,4877,3980,0,725,5331.0,0.009936737409924436,0.04300997192370994,275975
121500,116492.0,125,123,12246,1901,233823,12580,12,3280,4511,4043,0,734,5008.0,0.00933468035057242,0.041218106995884775,258774
2142,1857.0,1,1,9908,6594,6594,941,21,605,315,0,0,0,285.0,0.0005312268170753075,0.1330532212885154,17444
80500,74398.0,4750,1226,33648,3407,4176982,19211,4708,5402,2192,4477,1775,657,6102.0,0.011373845746643952,0.07580124223602484,4234591
121025,115971.0,125,123,12246,1938,238374,12542,12,3391,4362,4043,0,734,5054.0,0.009420422222802118,0.04175996694897748,263287
124767,118917.0,125,123,12288,2190,269370,14725,0,4489,4225,4233,1406,372,5850.0,0.010904129403124732,0.04688739811007719,296508
79597,67927.0,4750,1226,9908,6222,7628172,47114,581,30254,16279,0,0,0,11670.0,0.02175234019392575,0.14661356583790847,7689944
119538,114540.0,125,123,12246,1983,243909,12596,6,3429,4456,3980,0,725,4998.0,0.009316040813131182,0.041810972243136076,268876
123624,118096.0,125,123,29280,2743,337389,14896,2908,1752,4225,4233,1406,372,5528.0,0.01030393629751684,0.0447162363295153,381690
5045,4900.0,1,1,12288,1942,1942,394,0,125,132,97,34,6,145.0,0.00027027329289796344,0.028741328047571853,14625
118038,111406.0,125,123,34824,3121,383883,18401,1673,4306,6177,5192,694,359,6632.0,0.012361741231029611,0.05618529626052627,437233
1796,1622.0,1,1,90037,15247,15247,832,80,752,0,0,0,0,174.0,0.00032432795147755615,0.09688195991091314,106117
184124,168924.0,4750,1226,64501,8076,9901176,55111,15550,0,39561,0,0,0,15200.0,0.028332096910683065,0.08255306206686798,10025538
5389,4927.0,1,1,36812,11130,11130,2355,709,1043,603,0,0,0,462.0,0.0008611466297852353,0.08573019113007979,50298
1996,1832.0,1,1,36812,12449,12449,869,461,69,339,0,0,0,164.0,0.00030568841403631725,0.08216432865731463,50131
6588,6380.0,1,1,12246,1936,1936,529,0,183,186,148,0,12,208.0,0.00038770237877776823,0.031572556162720096,14712
495,440.0,1,1,36812,12103,12103,283,103,85,95,0,0,0,55.0,0.00010251745592681373,0.1111111111111111,49199
83453,77470.0,4750,1226,29280,2188,2682488,14776,1870,2031,4069,4298,1803,705,5983.0,0.011152035251093208,0.07169304878194913,2731294
5207,5092.0,1,1,29238,2587,2587,393,70,58,146,107,0,12,115.0,0.00021435468057424688,0.022085653927405417,32219
123863,117944.0,125,123,12288,2113,259899,14776,5,4329,4616,4058,1409,359,5919.0,0.01103274221146928,0.04778666752783317,287088
120740,115656.0,125,123,33606,3001,369123,16143,2064,6529,2614,4205,0,731,5084.0,0.009476340835125836,0.04210700679145271,418997
7304,7140.0,1,1,1396,947,947,453,33,98,132,190,0,0,164.0,0.00030568841403631725,0.022453450164293537,2797
77066,71882.0,4750,1226,12246,1874,2297524,12858,2,3262,3975,4257,0,1362,5184.0,0.009662736209538223,0.06726701788077752,2327378
184124,168924.0,4750,1226,64501,8076,9901176,55111,15550,0,39561,0,0,0,15200.0,0.028332096910683065,0.08255306206686798,10025538
11398,10883.0,1,1,90037,15247,15247,3535,676,2859,0,0,0,0,515.0,0.0009599361782238012,0.04518336550271978,108820
