true_counts,estimates,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,level_5_queries,absolute_error,normalized_error,relative_error,total_sketch_queries
122074,143303.3333333333,125,123,1396,947,116481,15659,539,2008,3154,9958,0,0,21229.333333333314,0.03957049535192064,0.17390544533097396,133661
6933,7934.0,1,1,33606,3001,3001,676,106,307,118,133,0,12,1001.0,0.0018658176978680098,0.1443819414394923,37284
2748,3216.0,1,1,12246,1902,1902,277,0,75,111,81,0,10,468.0,0.0008723303522499786,0.1703056768558952,14426
454,528.6666666666666,1,1,12246,2070,2070,101,0,18,32,44,0,7,74.66666666666663,0.0001391752128945834,0.16446402349486042,14418
4729,5618.666666666666,1,1,33648,3203,3203,575,71,275,73,117,33,6,889.6666666666661,0.0016582975143555492,0.18812997814900953,37427
5387,5876.666666666667,1,1,33648,2845,2845,447,60,162,72,123,24,6,489.66666666666697,0.0009127160167059967,0.09089784048016836,36941
6241,9821.333333333332,1,1,90037,15915,15915,2578,431,2147,0,0,0,0,3580.333333333332,0.006673575721878217,0.5736794317150028,108531
122527,150754.0,125,123,34656,3633,446859,19623,3143,5689,6390,2633,1409,359,28227.0,0.052613822335384926,0.23037371354885045,501263
119674,206359.99999999997,125,123,9908,6594,811062,58334,504,39351,18479,0,0,0,86685.99999999997,0.1615786942631231,0.7243511539682802,879429
373,501.66666666666674,1,1,34656,3399,3399,97,14,19,26,24,11,3,128.66666666666674,0.00023982871507727344,0.3449508489722969,38153
6933,7929.000000000001,1,1,33648,3407,3407,767,206,276,108,134,37,6,996.0000000000009,0.001856497929147392,0.14366075292081362,37823
48691,69916.0,4750,1383,12246,1953,2700999,14778,9,3759,3952,5355,0,1703,21225.0,0.03956241821902948,0.43591218089585343,2732773
6487,7028.666666666667,1,1,29238,2056,2056,479,72,90,183,122,0,12,541.666666666667,0.0010096416114004387,0.08350033400133605,31774
5970,6688.666666666667,1,1,12288,1992,1992,547,0,199,184,126,32,6,718.666666666667,0.0013395614241103666,0.12037967615857068,14828
9877,12173.999999999998,1,1,64501,8076,8076,1593,562,0,1031,0,0,0,2296.999999999998,0.004281501750252562,0.23256049407714874,74171
1174,2217.666666666667,1,1,90037,15915,15915,791,115,676,0,0,0,0,1043.666666666667,0.0019453463909506294,0.8889835320840435,106744
2097,3918.0,125,95,33648,2845,270275,1439,87,292,47,802,147,64,1821.0,0.003394259768049596,0.8683834048640916,305487
10194,12556.333333333332,1,1,64501,8483,8483,1698,776,0,922,0,0,0,2362.333333333332,0.004403280061535324,0.23173762343862392,74683
9369,13771.0,1,1,36812,12449,12449,3001,1516,955,530,0,0,0,4402.0,0.008205124381633346,0.46984736898281565,52263
123955,146578.33333333334,125,123,12246,2101,258423,14315,0,4309,5036,4239,0,731,22623.333333333343,0.0421688468712294,0.18251247092358794,285109
2597,2963.0,1,1,33606,2804,2804,319,55,100,60,94,0,10,366.0,0.0006822070703493422,0.14093184443588755,36730
3635,4127.0,1,1,12246,1953,1953,281,0,63,115,91,0,12,492.0,0.0009170652421089518,0.13535075653370013,14481
3771,4435.0,1,1,34824,3822,3822,534,58,179,167,113,12,5,664.0,0.00123766528609826,0.17608061522142668,39181
6741,7275.0,1,1,29280,2079,2079,498,37,80,204,134,37,6,534.0,0.000995351299362155,0.0792167334223409,31858
114847,205468.0,125,123,36812,12126,1491498,60439,22715,19245,18479,0,0,0,90621.0,0.16891335224625065,0.7890584865081369,1588874
1987,2345.333333333333,1,1,12246,1814,1814,224,0,72,68,73,0,11,358.33333333333303,0.0006679167583110585,0.1803388693172285,14285
216243,347926.0,125,123,90037,15247,1875381,89643,12498,77145,0,0,0,0,131683.0,0.24545102088746565,0.6089584402732111,2055186
2814,3356.9999999999995,1,1,12288,1905,1905,309,0,72,122,87,23,5,542.9999999999995,0.001012126883059269,0.19296375266524504,14503
83310,106928.33333333334,4750,1226,33648,2845,3487970,16820,2293,5469,2252,4298,1803,705,23618.333333333343,0.044023480846632664,0.2834993798263515,3543188
1019,1370.6666666666667,1,1,12288,2178,2178,227,0,56,81,61,23,6,351.66666666666674,0.0006554904000169,0.3451095845600262,14694
123898,144984.3333333333,125,123,12288,1964,241572,13808,2,3167,4628,4233,1406,372,21086.333333333314,0.03930394996651093,0.17019107114992424,267793
2413,2966.333333333333,1,1,29280,2600,2600,332,63,40,109,89,25,6,553.333333333333,0.0010313877384152163,0.2293134410830224,32213
4811,6709.666666666666,1,1,34824,3217,3217,513,46,164,174,110,13,6,1898.666666666666,0.00353902684217655,0.39465114667775225,38555
11358,13614.333333333334,1,1,64501,8076,8076,1649,649,0,1000,0,0,0,2256.333333333334,0.004205700964658196,0.1986558666431884,74227
6570,9259.666666666666,1,1,9908,6222,6222,1803,26,1167,610,0,0,0,2689.666666666666,0.005013414253778544,0.4093860984271942,17934
1538,1835.6666666666667,1,1,29238,2491,2491,210,22,26,84,69,0,9,297.66666666666674,0.0005548368978342101,0.193541395752059,31940
2997,5283.0,1,1,9908,6222,6222,1279,14,813,452,0,0,0,2286.0,0.004260998259067203,0.7627627627627628,17410
218507,353650.6666666667,125,123,90037,15915,1957545,92135,14990,77145,0,0,0,0,135143.6666666667,0.25190154347796373,0.6184866693820641,2139842
216243,347926.0,125,123,90037,15247,1875381,89643,12498,77145,0,0,0,0,131683.0,0.24545102088746565,0.6089584402732111,2055186
49377,73051.0,4750,1383,33648,2905,4017615,17425,2123,4860,2293,5475,1849,825,23674.0,0.04412724093838887,0.4794539968001296,4073438
3024,3596.333333333333,1,1,12288,2113,2113,342,0,113,112,87,25,5,572.333333333333,0.0010668028595535702,0.18926366843033499,14744
9853,14143.333333333334,1,1,90037,15247,15247,3163,555,2608,0,0,0,0,4290.333333333334,0.007996982880206178,0.4354342163131365,108448
121831,147164.33333333334,125,123,33648,3407,419061,17469,3679,5054,2637,4331,1409,359,25333.333333333343,0.04722016151780513,0.20793831892813278,470303
6733,7458.333333333333,1,1,12246,2111,2111,569,0,229,180,148,0,12,725.333333333333,0.0013519877824045247,0.10772810535175004,14927
5046,7602.666666666667,1,1,36812,12103,12103,1780,824,505,451,0,0,0,2556.666666666667,0.004765508405810069,0.5066719513806316,50696
4752,7654.666666666667,1,1,9908,6594,6594,1864,18,1306,540,0,0,0,2902.666666666667,0.005410436401276933,0.6108305274971942,18367
4838,7134.666666666667,1,1,36812,11130,11130,1722,652,619,451,0,0,0,2296.666666666667,0.004280880432337858,0.47471406917459014,49665
119049,141631.6666666667,125,123,29238,2587,318201,14049,2291,1692,5130,4205,0,731,22582.666666666686,0.04209304608563504,0.18969219957048514,361613
5740,8997.333333333334,1,1,36812,11130,11130,2104,1105,391,608,0,0,0,3257.333333333334,0.0060715186625262055,0.5674796747967481,50047
5139,8253.0,1,1,90037,15915,15915,2269,336,1933,0,0,0,0,3114.0,0.005804351959201781,0.6059544658493871,108222
2879,3272.6666666666665,1,1,33606,3190,3190,330,59,109,52,98,0,12,393.6666666666665,0.0007337764572701028,0.13673729304156532,37127
3137,3562.0,1,1,12246,1988,1988,296,0,77,111,97,0,11,425.0,0.0007921803412526514,0.1354797577303156,14531
5478,5921.333333333333,1,1,12288,2103,2103,411,0,124,134,123,24,6,443.33333333333303,0.0008263528265615888,0.08092977972496039,14803
3810,4610.0,1,1,12288,2002,2002,445,1,140,153,113,32,6,800.0,0.0014911629952991086,0.2099737532808399,14736
6620,7840.000000000001,1,1,34656,3633,3633,872,176,311,263,80,36,6,1220.000000000001,0.0022740235678311424,0.1842900302114805,39162
135494,234055.0,125,123,36812,12103,1488669,66325,28161,18680,19484,0,0,0,98561.0,0.18371314497459432,0.7274196643393803,1591931
123948,144602.66666666666,125,123,12246,2033,250059,13545,6,3957,4877,3980,0,725,20654.666666666657,0.03849934326696414,0.16663977366852759,275975
121500,152995.6666666667,125,123,12246,1901,233823,12580,12,3280,4511,4043,0,734,31495.666666666686,0.058706465807011235,0.25922359396433486,258774
2142,3456.3333333333335,1,1,9908,6594,6594,941,21,605,315,0,0,0,1314.3333333333335,0.002449856537693494,0.6136009959539372,17444
80500,106768.66666666667,4750,1226,33648,3407,4176982,19211,4708,5402,2192,4477,1775,657,26268.66666666667,0.04896357958647566,0.3263188405797102,4234591
121025,152903.3333333333,125,123,12246,1938,238374,12542,12,3391,4362,4043,0,734,31878.333333333314,0.059419738773095906,0.2634028781932106,263287
124767,147386.0,125,123,12288,2190,269370,14725,0,4489,4225,4233,1406,372,22619.0,0.042160769738338176,0.18128992441911723,296508
