true_counts,estimates,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,level_5_queries,absolute_error,normalized_error,relative_error,total_sketch_queries
122074,70485.0,125,123,1396,947,116481,15635,527,2010,3141,9957,0,0,51589.0,0.09615950970560715,0.42260432196864195,133637
6933,4812.0,1,1,33606,3001,3001,678,106,308,119,133,0,12,2121.0,0.003953445891286762,0.3059281696235396,37286
2748,1836.0,1,1,12246,1902,1902,280,0,76,111,83,0,10,912.0,0.001699925814640984,0.3318777292576419,14429
454,128.0,1,1,12246,2070,2070,102,0,19,32,44,0,7,326.0,0.0006076489205843867,0.7180616740088106,14419
4729,2970.0,1,1,33648,3203,3203,575,74,272,73,117,33,6,1759.0,0.0032786946359139152,0.3719602452949884,37427
5387,3986.0,1,1,33648,2845,2845,449,61,163,72,123,24,6,1401.0,0.002611399195517564,0.2600705401893447,36943
6241,-995.0,1,1,90037,15915,15915,2578,430,2148,0,0,0,0,7236.0,0.013487569292480437,1.159429578593174,108531
122527,61297.0,125,123,34656,3633,446859,19620,3145,5714,6374,2616,1412,359,61230.0,0.11412988775270552,0.4997265908738482,501260
119674,-57246.0,125,123,9908,6594,811062,58275,495,39316,18464,0,0,0,176920.0,0.32977069641039786,1.4783495161856377,879370
373,72.0,1,1,34656,3399,3399,97,13,19,27,24,11,3,301.0,0.0005610500769812896,0.806970509383378,38153
6933,4626.0,1,1,33648,3407,3407,768,204,278,109,134,37,6,2307.0,0.004300141287693805,0.3327563825183903,37824
48691,57.0,4750,1383,12246,1953,2700999,14746,7,3690,3934,5410,0,1705,48634.0,0.09065152639172107,0.9988293524470642,2732741
6487,5013.0,1,1,29238,2056,2056,480,73,89,184,122,0,12,1474.0,0.0027474678188386076,0.22722367812548172,31775
5970,4269.0,1,1,12288,1992,1992,547,0,201,182,126,32,6,1701.0,0.0031705853187547297,0.28492462311557787,14828
9877,5017.0,1,1,64501,8076,8076,1595,564,0,1031,0,0,0,4860.0,0.009058815196442084,0.4920522425837805,74173
1174,-1092.0,1,1,90037,15915,15915,791,113,678,0,0,0,0,2266.0,0.0042237191841847255,1.93015332197615,106744
2097,-2829.0,125,95,33648,2845,270275,1482,88,314,48,820,149,63,4926.0,0.009181836143554261,2.3490701001430616,305530
10194,4856.0,1,1,64501,8483,8483,1697,775,0,922,0,0,0,5338.0,0.009949785086133303,0.5236413576613694,74682
9369,583.0,1,1,36812,12449,12449,2997,1509,959,529,0,0,0,8786.0,0.01637669759587246,0.9377735083786957,52259
123955,77732.0,125,123,12246,2101,258423,14318,0,4323,5032,4233,0,730,46223.0,0.08615753391463837,0.37290145617361137,285112
2597,1592.0,1,1,33606,2804,2804,322,57,101,60,94,0,10,1005.0,0.0018732735128445053,0.3869849826723142,36733
3635,2679.0,1,1,12246,1953,1953,283,0,65,115,91,0,12,956.0,0.0017819397793824349,0.26299862448418154,14483
3771,2057.0,1,1,34824,3822,3822,536,59,181,166,113,12,5,1714.0,0.0031948167174283403,0.4545213471227791,39183
6741,5267.0,1,1,29280,2079,2079,500,38,81,204,134,37,6,1474.0,0.0027474678188386076,0.21866191959649903,31860
114847,-64460.0,125,123,36812,12126,1491498,60332,22656,19212,18464,0,0,0,179307.0,0.3342199539976216,1.5612684702256046,1588767
1987,1265.0,1,1,12246,1814,1814,222,1,70,66,74,0,11,722.0,0.0013457746032574456,0.3633618520382486,14283
216243,-46050.0,125,123,90037,15247,1875381,89666,12577,77089,0,0,0,0,262293.0,0.4889020194074864,1.212954870215452,2055209
2814,1769.0,1,1,12288,1905,1905,314,0,74,123,89,23,5,1045.0,0.0019478316626094607,0.3713574982231699,14508
83310,29374.0,4750,1226,33648,2845,3487970,16854,2275,5524,2256,4277,1812,710,53936.0,0.1005342091430659,0.6474132757172009,3543222
1019,267.0,1,1,12288,2178,2178,227,0,55,81,62,23,6,752.0,0.0014016932155811622,0.7379784102060843,14694
123898,79022.0,125,123,12288,1964,241572,13766,2,3176,4598,4216,1403,371,44876.0,0.0836467882213035,0.36220116547482606,267751
2413,1321.0,1,1,29280,2600,2600,332,62,41,109,89,25,6,1092.0,0.0020354374885832834,0.45254869457107333,32213
4811,3184.0,1,1,34824,3217,3217,513,46,164,174,110,13,6,1627.0,0.003032652741689562,0.3381833298690501,38555
11358,6305.0,1,1,64501,8076,8076,1652,651,0,1001,0,0,0,5053.0,0.009418558269057995,0.4448846627927452,74230
6570,1146.0,1,1,9908,6222,6222,1806,26,1170,610,0,0,0,5424.0,0.010110085108127958,0.8255707762557077,17937
1538,876.0,1,1,29238,2491,2491,212,23,26,84,70,0,9,662.0,0.0012339373786100123,0.4304291287386216,31942
2997,-838.0,1,1,9908,6222,6222,1275,14,810,451,0,0,0,3835.0,0.0071482626087151025,1.2796129462796129,17406
218507,-50154.0,125,123,90037,15915,1957545,92047,14958,77089,0,0,0,0,268661.0,0.5007716768500673,1.229530404060282,2139754
216243,-46050.0,125,123,90037,15247,1875381,89666,12577,77089,0,0,0,0,262293.0,0.4889020194074864,1.212954870215452,2055209
49377,-7511.0,4750,1383,33648,2905,4017615,17424,2224,4756,2289,5489,1840,826,56888.0,0.10603660059571962,1.1521153573526135,4073437
3024,1940.0,1,1,12288,2113,2113,342,0,112,112,88,25,5,1084.0,0.0020205258586302923,0.3584656084656085,14744
9853,643.0,1,1,90037,15247,15247,3165,561,2604,0,0,0,0,9210.0,0.01716701398338099,0.9347406881152949,108450
121831,66958.0,125,123,33648,3407,419061,17446,3664,5072,2626,4313,1412,359,54873.0,0.10228073380130999,0.45040260688987205,470280
6733,4959.0,1,1,12246,2111,2111,569,0,228,181,148,0,12,1774.0,0.0033066539420757734,0.2634783900193079,14927
5046,-257.0,1,1,36812,12103,12103,1782,829,504,449,0,0,0,5303.0,0.009884546705088967,1.050931430836306,50698
4752,-723.0,1,1,9908,6594,6594,1862,18,1304,540,0,0,0,5475.0,0.010205146749078275,1.1521464646464648,18365
4838,-315.0,1,1,36812,11130,11130,1724,659,616,449,0,0,0,5153.0,0.009604953643470384,1.0651095494005787,49667
119049,74340.0,125,123,29238,2587,318201,14041,2278,1713,5124,4196,0,730,44709.0,0.08333550794603481,0.3755512436055742,361605
5740,-498.0,1,1,36812,11130,11130,2106,1106,391,609,0,0,0,6238.0,0.0116273434558448,1.0867595818815332,50049
5139,-1428.0,1,1,90037,15915,15915,2267,336,1931,0,0,0,0,6567.0,0.012240584237661558,1.2778750729713952,108220
2879,1867.0,1,1,33606,3190,3190,328,62,104,52,98,0,12,1012.0,0.0018863211890533724,0.3515109412990622,37125
3137,2160.0,1,1,12246,1988,1988,298,0,78,111,98,0,11,977.0,0.0018210828080090365,0.3114440548294549,14533
5478,4087.0,1,1,12288,2103,2103,412,0,125,134,123,24,6,1391.0,0.0025927596580763252,0.25392479006936836,14804
3810,2378.0,1,1,12288,2002,2002,445,1,140,153,113,32,6,1432.0,0.0026691817615854046,0.3758530183727034,14736
6620,3940.0,1,1,34656,3633,3633,873,177,310,264,80,36,6,2680.0,0.004995396034252014,0.40483383685800606,39163
135494,-61270.0,125,123,36812,12103,1488669,66356,28172,18716,19468,0,0,0,196764.0,0.3667589945087923,1.4521971452610447,1591962
123948,80723.0,125,123,12246,2033,250059,13541,6,3965,4870,3973,0,727,43225.0,0.08056940058975497,0.34873495336754123,275971
121500,80832.0,125,123,12246,1901,233823,12600,14,3278,4521,4051,0,736,40668.0,0.07580327086603018,0.33471604938271604,258794
2142,-761.0,1,1,9908,6594,6594,937,20,602,315,0,0,0,2903.0,0.005411057719191641,1.3552754435107377,17440
80500,20732.0,4750,1226,33648,3407,4176982,19056,4609,5376,2193,4443,1773,662,59768.0,0.1114047873787964,0.7424596273291926,4234436
121025,80567.0,125,123,12246,1938,238374,12538,14,3376,4361,4051,0,736,40458.0,0.07541184057976417,0.3342945672381739,263283
124767,77134.0,125,123,12288,2190,269370,14679,0,4471,4218,4216,1403,371,47633.0,0.08878570869385305,0.38177562977389856,296462
79597,-63760.0,4750,1226,9908,6222,7628172,47065,562,30253,16250,0,0,0,143357.0,0.2672108168963679,1.8010352148950337,7689895
119538,78911.0,125,123,12246,1983,243909,12618,6,3458,4454,3973,0,727,40627.0,0.07572684876252112,0.3398668205926149,268898
123624,76198.0,125,123,29280,2743,337389,14890,2915,1767,4218,4216,1403,371,47426.0,0.0883998702688194,0.3836310101598395,381684
5045,3841.0,1,1,12288,1942,1942,392,0,126,131,96,33,6,1204.0,0.0022442003079251585,0.23865213082259662,14623
118038,59114.0,125,123,34824,3121,383883,18422,1680,4354,6159,5177,693,359,58924.0,0.10983161041875585,0.49919517443535133,437254
1796,-622.0,1,1,90037,15247,15247,837,79,758,0,0,0,0,2418.0,0.004507040153291556,1.346325167037862,106122
184124,13301.0,4750,1226,64501,8076,9901176,55226,15636,0,39590,0,0,0,170823.0,0.31840617043247454,0.9277606395689861,10025653
5389,-1884.0,1,1,36812,11130,11130,2359,710,1046,603,0,0,0,7273.0,0.013556535581013022,1.3496010391538318,50302
1996,-577.0,1,1,36812,12449,12449,873,464,71,338,0,0,0,2573.0,0.0047959529836307585,1.2890781563126252,50135
6588,4939.0,1,1,12246,1936,1936,529,0,182,187,148,0,12,1649.0,0.0030736597240602877,0.2503035822707954,14712
495,-371.0,1,1,36812,12103,12103,288,107,87,94,0,0,0,866.0,0.001614183942411285,1.7494949494949494,49204
83453,35179.0,4750,1226,29280,2188,2682488,14810,1898,2092,4021,4277,1812,710,48274.0,0.08998050304383647,0.5784573352665572,2731328
5207,3980.0,1,1,29238,2587,2587,394,71,58,146,107,0,12,1227.0,0.0022870712440400077,0.23564432494718648,32220
123863,75696.0,125,123,12288,2113,259899,14781,5,4340,4619,4046,1412,359,48167.0,0.08978105999321521,0.38887319054116243,287093
120740,71030.0,125,123,33606,3001,369123,16140,2069,6539,2606,4196,0,730,49710.0,0.09265714062039837,0.4117111147921153,418994
7304,5899.0,1,1,1396,947,947,452,33,97,132,190,0,0,1405.0,0.0026188550104940594,0.1923603504928806,2796
77066,34400.0,4750,1226,12246,1874,2297524,12930,5,3385,3955,4213,0,1372,42666.0,0.07952745044678972,0.5536293566553344,2327450
184124,13301.0,4750,1226,64501,8076,9901176,55226,15636,0,39590,0,0,0,170823.0,0.31840617043247454,0.9277606395689861,10025653
11398,1047.0,1,1,90037,15247,15247,3533,671,2862,0,0,0,0,10351.0,0.019293785205426343,0.9081417792595192,108818
80556,38154.0,4750,1226,12246,1804,2211704,13111,18,3439,3958,4257,0,1439,42402.0,0.079035366658341,0.5263667510799941,2241811
1691,969.0,1,1,33606,3190,3190,232,32,72,40,79,0,9,722.0,0.0013457746032574456,0.42696629213483145,37029
5763,-1749.0,1,1,36812,12126,12126,2507,1188,736,583,0,0,0,7512.0,0.01400202052585863,1.3034877667881313,51446
