true_counts,estimates,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,level_5_queries,absolute_error,normalized_error,relative_error,total_sketch_queries
122074,93113.0,125,123,1396,947,116481,15659,539,2008,3154,9958,0,0,28961.0,0.053981964383571855,0.23724134541343775,133661
6933,5871.0,1,1,33606,3001,3001,676,106,307,118,133,0,12,1062.0,0.0019795188762595666,0.15318044136737344,37284
2748,2274.0,1,1,12246,1902,1902,277,0,75,111,81,0,10,474.0,0.0008835140747147219,0.17248908296943233,14426
454,255.0,1,1,12246,2070,2070,101,0,18,32,44,0,7,199.0,0.00037092679508065327,0.43832599118942733,14418
4729,3697.0,1,1,33648,3203,3203,575,71,275,73,117,33,6,1032.0,0.00192360026393585,0.21822795517022625,37427
5387,4619.0,1,1,33648,2845,2845,447,60,162,72,123,24,6,768.0,0.0014315164754871443,0.1425654353072211,36941
6241,2213.0,1,1,90037,15915,15915,2578,431,2147,0,0,0,0,4028.0,0.007508005681331012,0.6454093895209101,108531
122527,89912.0,125,123,34656,3633,446859,19623,3143,5689,6390,2633,1409,359,32615.0,0.06079285136460054,0.2661862283415084,501263
119674,28918.0,125,123,9908,6594,811062,58334,504,39351,18479,0,0,0,90756.0,0.16916498600170737,0.7583602119090195,879429
373,206.0,1,1,34656,3399,3399,97,14,19,26,24,11,3,167.0,0.0003112802752686889,0.4477211796246649,38153
6933,5654.0,1,1,33648,3407,3407,767,206,276,108,134,37,6,1279.0,0.00238399683873445,0.1844800230780326,37823
48691,22415.0,4750,1383,12246,1953,2700999,14778,9,3759,3952,5355,0,1703,26276.0,0.04897724858059922,0.5396479842270645,2732773
6487,5616.0,1,1,29238,2056,2056,479,72,90,183,122,0,12,871.0,0.0016235037111319045,0.1342685370741483,31774
5970,5070.0,1,1,12288,1992,1992,547,0,199,184,126,32,6,900.0,0.0016775583697114973,0.1507537688442211,14828
9877,7262.0,1,1,64501,8076,8076,1593,562,0,1031,0,0,0,2615.0,0.004874239040883962,0.2647565050116432,74171
1174,-9.0,1,1,90037,15915,15915,791,115,676,0,0,0,0,1183.0,0.002205057279298557,1.0076660988074957,106744
2097,-683.0,125,95,33648,2845,270275,1439,87,292,47,802,147,64,2780.0,0.0051817914086644025,1.3257033857892226,305487
