true_counts,estimates,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,level_5_queries,absolute_error,normalized_error,relative_error,total_sketch_queries
122074,87174.0,125,123,1396,947,116481,15659,539,2008,3154,9958,0,0,34900.0,0.06505198566992361,0.28589216376951687,133661
6933,5703.0,1,1,33606,3001,3001,676,106,307,118,133,0,12,1230.0,0.0022926631052723797,0.17741237559498052,37284
2748,2198.0,1,1,12246,1902,1902,277,0,75,111,81,0,10,550.0,0.0010251745592681372,0.20014556040756915,14426
454,183.0,1,1,12246,2070,2070,101,0,18,32,44,0,7,271.0,0.0005051314646575731,0.5969162995594713,14418
4729,3562.0,1,1,33648,3203,3203,575,71,275,73,117,33,6,1167.0,0.0021752340193925746,0.2467752167477268,37427
5387,4511.0,1,1,33648,2845,2845,447,60,162,72,123,24,6,876.0,0.001632823479852524,0.16261369964729905,36941
6241,1688.0,1,1,90037,15915,15915,2578,431,2147,0,0,0,0,4553.0,0.008486581396996052,0.7295305239544945,108531
122527,81901.0,125,123,34656,3633,446859,19623,3143,5689,6390,2633,1409,359,40626.0,0.07572498480877699,0.3315677360908208,501263
119674,6999.0,125,123,9908,6594,811062,58334,504,39351,18479,0,0,0,112675.0,0.21002098811915884,0.9415161187893778,879429
373,150.0,1,1,34656,3399,3399,97,14,19,26,24,11,3,223.0,0.00041566168493962656,0.5978552278820375,38153
6933,5306.0,1,1,33648,3407,3407,767,206,276,108,134,37,6,1627.0,0.003032652741689562,0.23467474397807586,37823
48691,16296.0,4750,1383,12246,1953,2700999,14778,9,3759,3952,5355,0,1703,32395.0,0.06038278154089328,0.6653180259185476,2732773
6487,5481.0,1,1,29238,2056,2056,479,72,90,183,122,0,12,1006.0,0.001875137466588629,0.15507938954832742,31774
5970,4792.0,1,1,12288,1992,1992,547,0,199,184,126,32,6,1178.0,0.0021957375105779377,0.19731993299832495,14828
9877,6726.0,1,1,64501,8076,8076,1593,562,0,1031,0,0,0,3151.0,0.005873318247734364,0.3190239951402248,74171
1174,-121.0,1,1,90037,15915,15915,791,115,676,0,0,0,0,1295.0,0.0024138200986404323,1.1030664395229983,106744
2097,-964.0,125,95,33648,2845,270275,1439,87,292,47,802,147,64,3061.0,0.005705562410763214,1.4597043395326657,305487
10194,6837.0,1,1,64501,8483,8483,1698,776,0,922,0,0,0,3357.0,0.006257292719023885,0.3293113596233078,74683
9369,3892.0,1,1,36812,12449,12449,3001,1516,955,530,0,0,0,5477.0,0.010208874656566523,0.5845874693136941,52263
123955,93275.0,125,123,12246,2101,258423,14315,0,4309,5036,4239,0,731,30680.0,0.05718610086972082,0.24750917671735712,285109
2597,1893.0,1,1,33606,2804,2804,319,55,100,60,94,0,10,704.0,0.0013122234358632157,0.2710820177127455,36730
3635,2978.0,1,1,12246,1953,1953,281,0,63,115,91,0,12,657.0,0.001224617609889393,0.18074277854195323,14481
3771,2717.0,1,1,34824,3822,3822,534,58,179,167,113,12,5,1054.0,0.0019646072463065756,0.2795014584990719,39181
6741,5646.0,1,1,29280,2079,2079,498,37,80,204,134,37,6,1095.0,0.002041029349815655,0.16243880729862037,31858
114847,2406.0,125,123,36812,12126,1491498,60439,22715,19245,18479,0,0,0,112441.0,0.20958482294303385,0.9790503887781135,1588874
1987,1583.0,1,1,12246,1814,1814,224,0,72,68,73,0,11,404.0,0.0007530373126260499,0.20332159033719174,14285
216243,53167.0,125,123,90037,15247,1875381,89643,12498,77145,0,0,0,0,163076.0,0.3039661207767468,0.7541330817644964,2055186
2814,2225.0,1,1,12288,1905,1905,309,0,72,122,87,23,5,589.0,0.0010978687552889688,0.20931058990760484,14503
83310,47756.0,4750,1226,33648,2845,3487970,16820,2293,5469,2252,4298,1803,705,35554.0,0.06627101141858063,0.4267674948985716,3543188
1019,554.0,1,1,12288,2178,2178,227,0,56,81,61,23,6,465.0,0.0008667384910176069,0.4563297350343474,14694
123898,93690.0,125,123,12288,1964,241572,13808,2,3167,4628,4233,1406,372,30208.0,0.056306314702494344,0.2438134594585869,267793
2413,1762.0,1,1,29280,2600,2600,332,63,40,109,89,25,6,651.0,0.0012134338874246497,0.26978864484044757,32213
4811,3657.0,1,1,34824,3217,3217,513,46,164,174,110,13,6,1154.0,0.002151002620718964,0.23986697152359177,38555
