true_counts,estimates,absolute_error,normalized_error,relative_error
183,260,77,0.0001435244382975392,0.4207650273224044
27,0,27,5.0326751091344914e-05,1.0
1750,1804,54,0.00010065350218268983,0.030857142857142857
2250,2012,238,0.00044362099110148483,0.10577777777777778
858,925,67,0.00012488490085630036,0.0780885780885781
240,260,20,3.7279074882477714e-05,0.08333333333333333
639,683,44,8.201396474145098e-05,0.06885758998435054
1373,1315,58,0.00010810931715918538,0.04224326292789512
614,619,5,9.319768720619429e-06,0.008143322475570033
2707,2560,147,0.0002740012003862112,0.05430365718507573
1294,1232,62,0.00011556513213568092,0.04791344667697063
363,141,222,0.0004137977311955027,0.6115702479338843
2070,2206,136,0.0002534977092008485,0.06570048309178744
549,328,221,0.0004119337774513788,0.40255009107468126
776,734,42,7.82860572532032e-05,0.05412371134020619
63,0,63,0.0001174290858798048,1.0
937,972,35,6.5238381044336e-05,0.03735325506937033
2218,2330,112,0.00020876281934187522,0.05049594229035167
38866,38685,181,0.00033737562768642335,0.0046570267071476355
410,735,325,0.0006057849668402629,0.7926829268292683
1182,1098,84,0.0001565721145064064,0.07106598984771574
838,1108,270,0.0005032675109134492,0.3221957040572792
180,260,80,0.00014911629952991086,0.4444444444444444
132,266,134,0.0002497698017126007,1.0151515151515151
647,1111,464,0.000864874537273483,0.7171561051004637
677,697,20,3.7279074882477714e-05,0.029542097488921712
27,0,27,5.0326751091344914e-05,1.0
368,228,140,0.000260953524177344,0.3804347826086957
1347,1342,5,9.319768720619429e-06,0.003711952487008166
1317,908,409,0.0007623570813466693,0.3105542900531511
1287,1394,107,0.00019944305062125577,0.08313908313908314
1112,1076,36,6.710233478845989e-05,0.03237410071942446
2979,3053,74,0.00013793257706516755,0.02484055052030883
2102,2126,24,4.473488985897326e-05,0.011417697431018078
775,856,81,0.00015098025327403474,0.10451612903225807
804,685,119,0.00022181049555074241,0.1480099502487562
1281,1421,140,0.000260953524177344,0.1092896174863388
469,402,67,0.00012488490085630036,0.14285714285714285
506,486,20,3.7279074882477714e-05,0.039525691699604744
1483,1558,75,0.00013979653080929143,0.05057316250842886
1557,1866,309,0.0005759617069342807,0.19845857418111754
1742,1884,142,0.0002646814316655918,0.08151549942594719
1262,1340,78,0.0001453883920416631,0.061806656101426306
86,0,86,0.0001603000219946542,1.0
772,895,123,0.00022926631052723795,0.15932642487046633
133,235,102,0.00019012328190063635,0.7669172932330827
1282,1607,325,0.0006057849668402629,0.2535101404056162
1302,1304,2,3.7279074882477715e-06,0.0015360983102918587
0,744,744,0.001386781585628171,inf
145,132,13,2.4231398673610515e-05,0.0896551724137931
1565,1507,58,0.00010810931715918538,0.03706070287539936
2055,2305,250,0.00046598843603097145,0.12165450121654502
272,268,4,7.455814976495543e-06,0.014705882352941176
16835,16877,42,7.82860572532032e-05,0.002494802494802495
389,455,66,0.00012302094711217647,0.16966580976863754
1226,1382,156,0.0002907767840833262,0.1272430668841762
993,1191,198,0.0003690628413365294,0.19939577039274925
1575,1217,358,0.0006672954403963512,0.2273015873015873
509,580,71,0.0001323407158327959,0.13948919449901767
532,617,85,0.0001584360682505303,0.15977443609022557
259,78,181,0.00033737562768642335,0.6988416988416989
387,270,117,0.00021808258806249465,0.3023255813953488
1732,1557,175,0.00032619190522168004,0.10103926096997691
746,1052,306,0.000570369845701909,0.4101876675603217
1234,1194,40,7.455814976495543e-05,0.03241491085899514
1234,1238,4,7.455814976495543e-06,0.0032414910858995136
1586,1563,23,4.2870936114849375e-05,0.014501891551071878
2166,1995,171,0.0003187360902451845,0.07894736842105263
26892,26884,8,1.4911629952991086e-05,0.00029748624126134165
14019,13978,41,7.642210350907931e-05,0.0029246023254155076
1721,1863,142,0.0002646814316655918,0.08251016850668216
1,18,17,3.168721365010606e-05,17.0
1115,1038,77,0.0001435244382975392,0.06905829596412556
254,209,45,8.387791848557487e-05,0.17716535433070865
2628,2582,46,8.574187222969875e-05,0.01750380517503805
415,206,209,0.0003895663325218921,0.5036144578313253
488,449,39,7.269419602083154e-05,0.07991803278688525
505,444,61,0.00011370117839155703,0.12079207920792079
1526,1819,293,0.0005461384470282985,0.19200524246395806
2469,2394,75,0.00013979653080929143,0.030376670716889428
151,244,93,0.00017334769820352139,0.6158940397350994
1395,1337,58,0.00010810931715918538,0.04157706093189964
992,812,180,0.00033551167394229946,0.1814516129032258
385,281,104,0.00019385118938888412,0.2701298701298701
0,46,46,8.574187222969875e-05,inf
481,179,302,0.0005629140307254135,0.6278586278586279
17148,17352,204,0.0003802465638012727,0.011896431070678797
1,0,1,1.8639537441238858e-06,1.0
18360,18180,180,0.00033551167394229946,0.00980392156862745
1126,1058,68,0.00012674885460042424,0.06039076376554174
28,0,28,5.2190704835468805e-05,1.0
232,570,338,0.0006300163655138735,1.456896551724138
1492,1473,19,3.541512113835383e-05,0.012734584450402145
23005,23062,57,0.0001062453634150615,0.002477722234296892
0,0,0,0.0,
1844,1892,48,8.946977971794652e-05,0.026030368763557483
873,592,281,0.0005237710020988119,0.3218785796105384
996,972,24,4.473488985897326e-05,0.024096385542168676
623,573,50,9.319768720619429e-05,0.08025682182985554
2159,2097,62,0.00011556513213568092,0.02871699861046781
1620,1874,254,0.000473444251007467,0.15679012345679014
435,527,92,0.0001714837444593975,0.21149425287356322
817,668,149,0.000277729107874459,0.18237454100367198
2196,2299,103,0.00019198723564476023,0.046903460837887066
43263,43344,81,0.00015098025327403474,0.0018722696068233825
2325,2377,52,9.692559469444206e-05,0.022365591397849462
449,473,24,4.473488985897326e-05,0.053452115812917596
162,333,171,0.0003187360902451845,1.0555555555555556
743,747,4,7.455814976495543e-06,0.005383580080753701
