true_counts,estimates,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,level_5_queries,absolute_error,normalized_error,relative_error,total_sketch_queries
122074,108942.0,125,123,1396,947,116481,15659,539,2008,3154,9958,0,0,13132.0,0.02447744056783487,0.10757409440175632,133661
6933,6535.0,1,1,33606,3001,3001,676,106,307,118,133,0,12,398.0,0.0007418535901613065,0.0574066060868311,37284
2748,2542.0,1,1,12246,1902,1902,277,0,75,111,81,0,10,206.0,0.00038397447128952046,0.07496360989810771,14426
454,369.0,1,1,12246,2070,2070,101,0,18,32,44,0,7,85.0,0.0001584360682505303,0.18722466960352424,14418
4729,4324.0,1,1,33648,3203,3203,575,71,275,73,117,33,6,405.0,0.0007549012663701737,0.08564178473250159,37427
5387,5052.0,1,1,33648,2845,2845,447,60,162,72,123,24,6,335.0,0.0006244245042815017,0.06218674586968628,36941
6241,4794.0,1,1,90037,15915,15915,2578,431,2147,0,0,0,0,1447.0,0.0026971410677472628,0.23185386957218396,108531
122527,109127.0,125,123,34656,3633,446859,19623,3143,5689,6390,2633,1409,359,13400.0,0.02497698017126007,0.10936365046071478,501263
119674,84591.0,125,123,9908,6594,811062,58334,504,39351,18479,0,0,0,35083.0,0.06539308920509829,0.2931547370356134,879429
373,299.0,1,1,34656,3399,3399,97,14,19,26,24,11,3,74.0,0.00013793257706516755,0.19839142091152814,38153
6933,6439.0,1,1,33648,3407,3407,767,206,276,108,134,37,6,494.0,0.0009207931495971996,0.07125342564546372,37823
48691,37000.0,4750,1383,12246,1953,2700999,14778,9,3759,3952,5355,0,1703,11691.0,0.02179148322255235,0.24010597441005524,2732773
6487,6123.0,1,1,29238,2056,2056,479,72,90,183,122,0,12,364.0,0.0006784791628610945,0.056112224448897796,31774
5970,5579.0,1,1,12288,1992,1992,547,0,199,184,126,32,6,391.0,0.0007288059139524394,0.06549413735343383,14828
9877,8854.0,1,1,64501,8076,8076,1593,562,0,1031,0,0,0,1023.0,0.0019068246802387352,0.10357395970436367,74171
1174,756.0,1,1,90037,15915,15915,791,115,676,0,0,0,0,418.0,0.0007791326650437842,0.35604770017035775,106744
2097,859.0,125,95,33648,2845,270275,1439,87,292,47,802,147,64,1238.0,0.0023075747352253708,0.5903671912255604,305487
10194,9137.0,1,1,64501,8483,8483,1698,776,0,922,0,0,0,1057.0,0.001970199107538947,0.10368844418285265,74683
9369,7816.0,1,1,36812,12449,12449,3001,1516,955,530,0,0,0,1553.0,0.0028947201646243948,0.16575941936172484,52263
123955,113168.0,125,123,12246,2101,258423,14315,0,4309,5036,4239,0,731,10787.0,0.020106469037864356,0.08702351659876569,285109
2597,2356.0,1,1,33606,2804,2804,319,55,100,60,94,0,10,241.0,0.0004492128523338565,0.09279938390450519,36730
3635,3426.0,1,1,12246,1953,1953,281,0,63,115,91,0,12,209.0,0.0003895663325218921,0.05749656121045392,14481
3771,3362.0,1,1,34824,3822,3822,534,58,179,167,113,12,5,409.0,0.0007623570813466693,0.10845929461681252,39181
6741,6370.0,1,1,29280,2079,2079,498,37,80,204,134,37,6,371.0,0.0006915268390699617,0.055036344755970926,31858
114847,81998.0,125,123,36812,12126,1491498,60439,22715,19245,18479,0,0,0,32849.0,0.061229016540725524,0.2860240145584996,1588874
1987,1839.0,1,1,12246,1814,1814,224,0,72,68,73,0,11,148.0,0.0002758651541303351,0.07448414695520886,14285
216243,169431.0,125,123,90037,15247,1875381,89643,12498,77145,0,0,0,0,46812.0,0.08725540266992735,0.21647868370305628,2055186
2814,2590.0,1,1,12288,1905,1905,309,0,72,122,87,23,5,224.0,0.00041752563868375044,0.07960199004975124,14503
83310,71094.0,4750,1226,33648,2845,3487970,16820,2293,5469,2252,4298,1803,705,12216.0,0.02277005893821739,0.14663305725603168,3543188
1019,871.0,1,1,12288,2178,2178,227,0,56,81,61,23,6,148.0,0.0002758651541303351,0.1452404317958783,14694
123898,112930.0,125,123,12288,1964,241572,13808,2,3167,4628,4233,1406,372,10968.0,0.02044384466555078,0.08852443138710875,267793
2413,2147.0,1,1,29280,2600,2600,332,63,40,109,89,25,6,266.0,0.0004958116959369537,0.11023622047244094,32213
4811,4434.0,1,1,34824,3217,3217,513,46,164,174,110,13,6,377.0,0.000702710561534705,0.07836208688422365,38555
11358,10246.0,1,1,64501,8076,8076,1649,649,0,1000,0,0,0,1112.0,0.002072716563465761,0.0979045606620884,74227
6570,5370.0,1,1,9908,6222,6222,1803,26,1167,610,0,0,0,1200.0,0.002236744492948663,0.182648401826484,17934
1538,1387.0,1,1,29238,2491,2491,210,22,26,84,69,0,9,151.0,0.00028145701536270675,0.09817945383615084,31940
2997,2256.0,1,1,9908,6222,6222,1279,14,813,452,0,0,0,741.0,0.0013811897243957993,0.24724724724724725,17410
218507,170928.0,125,123,90037,15915,1957545,92135,14990,77145,0,0,0,0,47579.0,0.08868505519167036,0.21774588457120367,2139842
216243,169431.0,125,123,90037,15247,1875381,89643,12498,77145,0,0,0,0,46812.0,0.08725540266992735,0.21647868370305628,2055186
49377,36358.0,4750,1383,33648,2905,4017615,17425,2123,4860,2293,5475,1849,825,13019.0,0.02426681379474887,0.26366526925491623,4073438
3024,2764.0,1,1,12288,2113,2113,342,0,113,112,87,25,5,260.0,0.0004846279734722103,0.08597883597883597,14744
9853,8178.0,1,1,90037,15247,15247,3163,555,2608,0,0,0,0,1675.0,0.003122122521407509,0.1699989850806861,108448
121831,109876.0,125,123,33648,3407,419061,17469,3679,5054,2637,4331,1409,359,11955.0,0.022283567011001055,0.09812773432049314,470303
6733,6351.0,1,1,12246,2111,2111,569,0,229,180,148,0,12,382.0,0.0007120303302553244,0.056735481954552205,14927
5046,4128.0,1,1,36812,12103,12103,1780,824,505,451,0,0,0,918.0,0.0017111095371057272,0.18192627824019025,50696
4752,3690.0,1,1,9908,6594,6594,1864,18,1306,540,0,0,0,1062.0,0.0019795188762595666,0.22348484848484848,18367
4838,3873.0,1,1,36812,11130,11130,1722,652,619,451,0,0,0,965.0,0.00179871536307955,0.19946258784621745,49665
119049,108748.0,125,123,29238,2587,318201,14049,2291,1692,5130,4205,0,731,10301.0,0.01920058751822015,0.08652739628220313,361613
5740,4693.0,1,1,36812,11130,11130,2104,1105,391,608,0,0,0,1047.0,0.0019515595700977085,0.182404181184669,50047
5139,3993.0,1,1,90037,15915,15915,2269,336,1933,0,0,0,0,1146.0,0.002136090990765973,0.2230005837711617,108222
2879,2628.0,1,1,33606,3190,3190,330,59,109,52,98,0,12,251.0,0.00046785238977509533,0.08718304967002431,37127
3137,2925.0,1,1,12246,1988,1988,296,0,77,111,97,0,11,212.0,0.00039515819375426377,0.06758049091488684,14531
5478,5171.0,1,1,12288,2103,2103,411,0,124,134,123,24,6,307.0,0.0005722337994460329,0.05604235122307411,14803
3810,3464.0,1,1,12288,2002,2002,445,1,140,153,113,32,6,346.0,0.0006449279954668645,0.09081364829396325,14736
6620,6078.0,1,1,34656,3633,3633,872,176,311,263,80,36,6,542.0,0.0010102629293151462,0.08187311178247735,39162
