baseline_runtimes,runtimes,true_counts,estimates,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,level_5_queries,level_6_queries,absolute_error,normalized_error,relative_error,total_sketch_queries
0.050077199935913086,0.0029458999633789062,2021,2422.0,54,36,17,17,612,160,21,31,45,63,0,0,0,401.0,0.000668406858087723,0.198416625432954,843
0.03416013717651367,0.0010733604431152344,15658,15714.0,1,1,17,17,17,12,4,2,2,4,0,0,0,56.0,9.334360112945758e-05,0.0035764465448971773,47
0.026768922805786133,0.03867769241333008,12900,27752.0,1,1,19208,4413,4413,2698,1045,1629,7,17,0,0,0,14852.0,0.024756056499548283,1.1513178294573643,26320
0.028555631637573242,0.0024733543395996094,65320,65422.0,7,7,13,13,91,49,7,7,7,28,0,0,0,102.0,0.0001700187020572263,0.0015615431720759339,160
0.030370473861694336,0.0014688968658447266,21488,21552.0,1,1,17,17,17,17,6,4,3,4,0,0,0,64.0,0.00010667840129080866,0.0029784065524944155,52
0.02817225456237793,0.035770416259765625,11861,20050.0,21,21,5401,606,12726,1849,58,1686,84,21,0,0,0,8189.0,0.013649834815163001,0.6904139617232948,19997
0.022220134735107422,0.04596400260925293,80162,100191.0,1,1,20126,3772,3772,3772,1299,2125,348,0,0,0,0,20029.0,0.033385339053962605,0.2498565405054764,27671
0.022309541702270508,0.032645463943481445,13027,14342.0,1,1,425,102,102,102,0,0,0,102,0,0,0,1315.0,0.002191907776522084,0.10094419283027559,630
0.022828102111816406,0.02468585968017578,30763,30188.0,1,1,425,204,204,204,0,0,0,204,0,0,0,575.0,0.000958438761597109,0.018691284985209503,834
0.02582526206970215,0.0010862350463867188,300396,300396.0,21,7,1,1,7,7,0,0,0,0,0,0,7,0.0,0.0,0.0,36
0.02558732032775879,0.017870664596557617,18338,19788.0,1,1,5401,590,590,282,98,139,36,9,0,0,0,1450.0,0.0024169325292448837,0.07907078198276803,6274
0.02080535888671875,0.021352529525756836,96716,97949.0,1,1,8257,196,196,196,150,28,15,3,0,0,0,1233.0,0.0020552260748682356,0.01274866619794036,8650
0.020191431045532227,0.03069472312927246,90941,102899.0,1,1,16481,1853,1853,1853,1612,20,205,16,0,0,0,11958.0,0.01993219254117953,0.13149184636192696,20188
0.03261923789978027,0.01625514030456543,20275,21926.0,1,1,5401,675,675,312,117,159,26,10,0,0,0,1651.0,0.0027519693832988297,0.08143033292231813,6389
0.03481483459472656,0.007248640060424805,5605,9333.0,1,1,946,937,937,623,351,253,16,3,0,0,0,3728.0,0.006214016875189604,0.6651204281891169,2507
0.03615880012512207,0.13901877403259277,5507,7873.0,1,1,110214,2260,2260,765,67,173,457,68,0,0,0,2366.0,0.003943767147719582,0.42963500998728893,113240
0.023209095001220703,0.0177462100982666,142582,143263.0,1,1,5497,128,128,128,60,42,21,5,0,0,0,681.0,0.0011351248637350108,0.00477619895919541,5754
0.02364969253540039,0.013436317443847656,116222,119887.0,1,1,4849,546,546,546,499,0,38,9,0,0,0,3665.0,0.006109005323918964,0.03153447712137117,5942
0.035054922103881836,0.0013370513916015625,21408,21455.0,1,1,17,17,17,17,1,5,8,3,0,0,0,47.0,7.834195094793761e-05,0.002195440956651719,52
0.024294614791870117,0.021906375885009766,28760,25266.0,1,1,360,162,162,162,0,0,0,162,0,0,0,3494.0,0.005823973970470085,0.12148817802503477,685
0.02729320526123047,0.0012450218200683594,21408,21472.0,1,1,17,17,17,17,6,4,3,4,0,0,0,64.0,0.00010667840129080866,0.0029895366218236174,52
0.025447845458984375,0.032680511474609375,35918,32178.0,1,1,360,198,198,198,0,0,0,198,0,0,0,3740.0,0.006234019075431631,0.10412606492566401,757
0.03580951690673828,0.001270294189453125,12855,12917.0,3,3,17,17,51,19,4,2,6,7,0,0,0,62.0,0.00010334470125047089,0.004823026059898872,90
