estimates,runtime,true_sums,absolute_error,normalized_error,relative_error
347661539.79839844,5.0966,356324703,8663163.201601565,14.440193757315912,0.02431255292901083
350742085.0877513,4.3107,355877146,5135060.912248671,8.559376385150152,0.014429307894496465
343554146.07926124,2.5562,355952557,12398410.920738757,20.666291493295525,0.03483163887129699
354042669.3263437,2.128,356016735,1974065.6736562848,3.2904714079486825,0.005544867641281764
348908427.1774222,1.6891,356490692,7582264.8225777745,12.638498272439593,0.021269180353740553
436703967.9239797,1.7289,446787300,10083332.0760203,16.807402274284005,0.022568528863779923
438684318.46713513,2.3973,440058243,1373924.5328648686,2.2901261353163327,0.003122142477092217
349201812.4430749,2.1279,356212540,7010727.556925118,11.685831369659192,0.019681304753968284
350595392.454925,3.2308,356284599,5689206.545074999,9.483054044403216,0.015968151755768146
360130413.58863634,2.8354,355789106,4341307.588636339,7.236308641677816,0.012201912637078715
343040721.8643691,2.5692,354034230,10993508.135630906,18.324529257603178,0.031052105147095256
364604538.88983935,2.1039,356314616,8289922.889839351,13.818058136127226,0.023265739090083667
346267959.7865483,2.2241,355327048,9059088.213451684,15.10014137130365,0.025495070708638212
349715236.65796703,1.7757,356137718,6422481.342032969,10.705313154501944,0.01803370161998109
201408984.87054917,2.1305,205962690,4553705.129450828,7.590343486868268,0.022109369077723873
455627317.5585761,2.6544,460204205,4576887.441423893,7.628984924048134,0.009945340333046051
363651036.7764682,1.4555,356778826,6872210.776468217,11.45494467136088,0.019261823504257557
348028271.38046426,1.5113,355363849,7335577.619535744,12.227307703073578,0.020642441937124965
344874379.7746982,1.4516,354532866,9658486.225301802,16.099247959445208,0.027242851514087278
362330803.08103126,1.4758,356829320,5501483.081031263,9.170147184575741,0.015417687876745282
357709985.1470019,1.389,356795929,914056.1470019221,1.5235945070656474,0.002561845785527228
354042669.3263437,1.6581,355738358,1695688.6736562848,2.8264586998841286,0.00476667369577358
179991860.4779052,2.6291,181322354,1330493.5220947862,2.2177331541382657,0.007337724735775194
354336054.5919964,3.3699,355748513,1412458.4080036283,2.3543563258685594,0.003970384573339392
348761734.5445959,3.925,355673839,6912104.455404103,11.52144145089977,0.019433828686523394
351842279.8339488,4.2715,356383826,4541546.166051209,7.570076318480381,0.012743412676789684
347808232.4312248,4.598,356322017,8513784.568775177,14.191201980176448,0.023893512504379367
346928076.6342668,3.5442,355062189,8134112.365733206,13.558345360878373,0.022908979378069474
357856677.77982825,2.6886,356593067,1263610.7798282504,2.10624965384234,0.0035435651917154363
138551191.70446748,2.5896,139548986,997794.2955325246,1.6631734416327872,0.007150136479906236
347148115.5835063,1.8965,354164108,7015992.416493714,11.694607100937294,0.019810004057479798
484965844.1238417,3.0494,487785983,2820138.876158297,4.700748542603515,0.005781508641994531
350742085.0877513,2.918,356322007,5579921.912248671,9.300892951972502,0.0156597734707098
291844993.0079805,2.5449,295931778,4086784.9920194745,6.8120576463735585,0.013809888953593467
362990919.92874974,1.5034,357319398,5671521.92874974,9.45357644132478,0.015872415436985986
345607842.93882984,1.2946,354291234,8683391.06117016,14.4739105654458,0.02450918969440311
364971270.4719052,1.5495,356178094,8793176.471905172,14.656906379543702,0.024687583599414656
344801033.45828503,1.423,354911852,10110818.541714966,16.85321809018153,0.028488252744275685
346561345.052201,1.463,355498430,8937084.947799027,14.896780225489849,0.02513959048370207
347588193.4819853,1.3118,356430781,8842587.518014729,14.739267182747984,0.02480870898188428
365191309.4211447,1.3934,356853467,8337842.421144724,13.89793280785007,0.023364891172949494
350375353.5056855,1.9435,355575065,5199711.494314492,8.667139209170495,0.014623386187989565
350668738.77133816,1.6763,355846983,5178244.228661835,8.631356496984393,0.01455188459097273
350008621.9236197,1.5016,355497763,5489141.076380312,9.14957491387438,0.01544071903591785
363871075.7257077,1.5444,356309945,7561130.72570771,12.603270902645473,0.02122065586945015
348468349.27894324,1.3863,355790060,7321710.721056759,12.204193663064203,0.020578738824397622
352649089.3144936,1.4319,355943922,3294832.6855064034,5.491991928289451,0.00925660611647248
351622240.8847093,1.3568,356622718,5000477.115290701,8.335045380476355,0.014021757063975664
188866764.76389807,1.6541,190552015,1685250.2361019254,2.8090593900361127,0.008844043113907378
346047920.8373088,1.4754,356505500,10457579.162691176,17.431216038249502,0.02933357034517329
346854730.3178536,1.4143,356175654,9320923.68214637,15.536581827578317,0.026169457618645576
346708037.6850273,1.5667,356411754,9703716.314972699,16.174639735325382,0.027226140008201578
346414652.41937464,1.4067,354322364,7907711.580625355,13.180969207655101,0.022317844945924314
348174964.0132906,1.493,354821740,6646775.986709416,11.079178687504651,0.018732719102018427
359910374.63939685,1.4009,356655775,3254599.6393968463,5.42492947457028,0.00912532438146234
364677885.2062525,1.4217,356310990,8366895.206252515,13.946359443292954,0.023482001512926995
348615041.9117696,1.4575,356262299,7647257.0882303715,12.746830631753445,0.021465243753536693
354922825.1233017,1.3608,356799729,1876903.8766983151,3.1285172647296453,0.005260384815758409
345461150.3060035,1.3721,354397721,8936570.693996489,14.895923041528716,0.025216219418060223
353749284.06069106,1.4738,356103093,2353808.9393089414,3.923446477960811,0.006609908719071253
346708037.6850273,1.3272,356411754,9703716.314972699,16.174639735325382,0.027226140008201578
362624188.3466839,1.6247,356348961,6275227.346683919,10.45986282938443,0.017609781516057008
344580994.50904554,1.7924,355921466,11340471.490954459,18.902865133422107,0.031862285853122604
350008621.9236197,1.9654,356241111,6232489.076380312,10.38862454266688,0.017495142710747702
362477495.7138576,2.0148,356332829,6144666.713857591,10.242237835924604,0.017244177953240427
346708037.6850273,2.0362,354946157,8238119.314972699,13.731709346315926,0.023209490094501007
348468349.27894324,1.7022,356558069,8089719.721056759,13.484349480204088,0.022688365302586264
350302007.18927234,1.5477,355361983,5059975.810727656,8.434220782165465,0.014238933968149474
345094418.7239377,1.2759,355802998,10708579.27606231,17.849595582284568,0.030096933798355208
348174964.0132906,1.2632,356712509,8537544.986709416,14.230807033289356,0.02393396578842548
346194613.47013515,1.5055,354316738,8122124.529864848,13.538363436419418,0.02292334416858638
349495197.70872754,2.1592,356145134,6649936.291272461,11.084446441229304,0.018671984133503454
343700838.7120876,1.5893,355870491,12169652.287912428,20.284985161555152,0.034196856990630416
361670686.2333128,1.5865,356876610,4794076.233312786,7.99100606618859,0.013433427966357296
345827881.88806933,1.3342,354675691,8847809.111930668,14.747970796672082,0.024946195458122527
348835080.86100906,1.2876,355388931,6553850.138990939,10.924285236360898,0.0184413457125679
345681189.255243,1.3513,354202845,8521655.744756997,14.204322050020497,0.02405868802312132
346487998.7357878,1.5002,356483816,9995817.264212191,16.66152820845658,0.028040031035271994
161068510.84330887,1.6343,164047960,2979449.156691134,4.9662948869227845,0.0181620616110748
561832783.7248378,1.6734,567332843,5500059.27516222,9.16777391373421,0.009694589944905093
350668738.77133816,1.4539,355780567,5111828.228661835,8.520650986044856,0.014367924228592944
344654340.8254587,1.8353,354438717,9784376.174541295,16.309087623874117,0.027605269134695843
344434301.8762192,1.9116,355841901,11407599.123780787,19.014756829552564,0.03205805469148724
349935275.6072065,1.5946,356774937,6839661.392793477,11.400689730526151,0.019170801206794066
346854730.3178536,1.3037,356175654,9320923.68214637,15.536581827578317,0.026169457618645576
346854730.3178536,1.2614,355979603,9124872.68214637,15.209794214274188,0.025633133486432844
363577690.4600551,1.4827,356576821,7000869.460055113,11.669399400692598,0.019633551727848045
348248310.32970375,1.3294,356471973,8223662.670296252,13.707612287845416,0.02306959114088964
418734120.4027545,1.7124,426503338,7769217.597245514,12.950120508665144,0.018216076886238847
320009978.51063555,1.8485,326224960,6214981.489364445,10.359442020896374,0.01905121389045291
438904357.4163746,1.8215,449030633,10126275.583625376,16.878982660801647,0.022551413733114676
301306667.8252787,1.5772,308167861,6861193.174721301,11.436579981666817,0.022264467009820016
360277106.22146267,1.79,355735317,4541789.221462667,7.570481455397872,0.01276732729200083
348248310.32970375,1.3681,356396943,8148632.670296252,13.582548530832144,0.02286392414509642
347514847.1655721,1.2885,356380217,8865369.834427893,14.777241887320761,0.024876155890628162
345314457.6731772,1.322,354209630,8895172.326822817,14.826918172370323,0.025112734306017646
347808232.4312248,1.3373,356363830,8555597.568775177,14.26089798006977,0.024008041356989505
348835080.86100906,1.3879,356277673,7442592.138990939,12.405684856985832,0.02088986401062224
347808232.4312248,1.2735,356353649,8545416.568775177,14.24392778001443,0.023980157331783564
