estimates,runtime,true_counts,absolute_error,normalized_error,relative_error
96518.84022116355,5.3696,96254,264.8402211635548,0.0004414489279880034,0.00275147236648404
99136.16379829124,4.9077,96263,2873.163798291236,0.004789133135130258,0.029847021163803705
95713.50988973968,2.5382,96352,638.490110260318,0.001064267253165045,0.006626640965006622
93297.51889546796,1.7327,96223,2925.4811045320384,0.004876338238092921,0.030403137550606803
95995.37550573803,1.3476,96320,324.6244942619669,0.0005411003448078737,0.0033702709121881946
196460.33435086985,1.8675,192528,3932.3343508698454,0.006554611592058202,0.0204247400423307
122651.8094758692,1.2436,118560,4091.8094758692023,0.006820432707379816,0.03451256305557694
96881.23887030433,1.534,96199,682.2388703043252,0.001137189874726762,0.007091953869627805
95512.17730688368,2.4832,96016,503.8226931163226,0.0008397968661824844,0.005247278506877215
93700.18406117993,1.3498,96076,2375.815938820073,0.003960128845539797,0.02472850596215572
134610.96489751415,0.968,130324,4286.964897514146,0.007145727525884758,0.03289466942016932
99579.0954805744,1.3817,96275,3304.095480574397,0.005507431618435356,0.03431935061619732
138557.08352149127,0.8835,134293,4264.083521491266,0.007107587703799528,0.03175209073809704
96398.04067144998,1.5129,96089,309.0406714499841,0.0005151244494394118,0.003216191982953138
97082.5714531603,1.5545,96230,852.5714531603007,0.001421108743895663,0.008859726209709038
95794.04292288206,1.6029,96378,583.9570771179424,0.0009733688657718055,0.0060590287941017906
96156.4415720228,1.5372,96208,51.55842797720106,8.594016671367361e-05,0.0005359058288001108
96720.17280401954,1.258,96226,494.17280401954486,0.000823711948346893,0.005135543449998388
97525.50313544345,1.5101,96295,1230.5031354434468,0.002051064176131786,0.012778473809060147
97203.37100287389,1.4349,96147,1056.371002873886,0.0017608120274461624,0.010987040707186766
96357.7741548788,1.8582,96223,134.77415487880353,0.00022464830277797813,0.0014006438676699286
97283.90403601628,1.5394,96337,946.9040360162762,0.0015783470115317288,0.00982907954385414
0.0,1.7745,0,0.0,0.0,0.0
98330.83346686736,1.1727,95948,2382.8334668673633,0.00397182601230696,0.024834634039973352
92371.38901433047,1.6681,96080,3708.6109856695257,0.006181698296261798,0.03859919843536142
95914.84247259564,1.9,95997,82.1575274043571,0.00013694427621097836,0.0008558343219512807
97807.3687514418,1.8995,95977,1830.368751441798,0.003050950190257258,0.019070910233095408
93982.04967717828,1.9055,96275,2292.950322821722,0.003822004291841639,0.023816674347667845
100344.1592954271,1.9342,96289,4055.1592954271036,0.00675934235337071,0.0421144605866413
132114.44087010005,1.0525,127949,4165.44087010005,0.006943165198338567,0.03255547812097047
96559.10673773476,1.32,96081,478.10673773476447,0.000796932225436072,0.004976079950612135
99095.89728172006,1.588,96146,2949.8972817200556,0.004917036343531214,0.030681435335011914
97968.4348177266,1.6119,96331,1637.4348177265929,0.002729358258952806,0.016998004979981447
92008.99036518972,2.0508,96355,4346.009634810282,0.0072441462474376874,0.04510414233625947
50574.74481342726,1.229,45775,4799.744813427264,0.008000454739066737,0.10485515703827993
90277.53015262831,0.9462,84814,5463.530152628315,0.009106885345101819,0.0644177865992444
95512.17730688368,0.7523,90323,5189.177306883677,0.008649580298638979,0.05745133915928033
97283.90403601628,2.9678,96097,1186.9040360162762,0.0019783910163722615,0.01235110394722287
98773.7651491505,2.5831,96375,2398.765149150495,0.003998381737241922,0.024889910756425368
96357.7741548788,2.2764,96310,47.77415487880353,7.96323510232851e-05,0.0004960456326321621
100223.35974571352,1.5623,96144,4079.3597457135184,0.006799680874418717,0.04242968615528289
97726.83571829942,1.6743,96426,1300.8357182994223,0.0021682980432837983,0.013490507936650098
96679.90628744836,1.3919,96234,445.9062874483643,0.0007432589042267388,0.004633562851470004
99941.49412971517,1.2862,96199,3742.494129715167,0.006238176415597661,0.03890366978570637
94183.38226003424,1.8399,96047,1863.6177399657608,0.003106371267449021,0.019403185315166126
97082.5714531603,1.8149,96345,737.5714531603007,0.0012294209915762412,0.00765552393129172
97606.03616858584,3.2637,95900,1706.036168585837,0.00284370642201615,0.017789741069716758
98934.83121543528,2.8885,96352,2582.831215435275,0.0043051922635411145,0.02680620241858265
97606.03616858584,3.8583,95992,1614.036168585837,0.0026903562201606125,0.016814277945931298
117014.49715590187,1.6605,113175,3839.497155901874,0.006399865911753416,0.03392531173759111
97767.10223487062,3.2859,96268,1499.1022348706174,0.0024987785904293097,0.015572175955360217
72479.7298281601,1.5143,67653,4826.729828160096,0.008045434711418416,0.07134539234269133
93780.7170943223,2.9878,96280,2499.2829056776973,0.00416592976173662,0.025958484687138527
98008.7013342978,3.9194,96236,1772.7013342978025,0.002954827254827702,0.018420355524936642
97364.43706915868,3.6037,96255,1109.437069158681,0.0018492652011032563,0.01152602014605663
98491.89953315211,4.128,96296,2195.8995331521146,0.003660235181123448,0.022803642240094235
99015.36424857768,5.0029,96154,2861.36424857768,0.004769465055452233,0.029758140572182956
99055.63076514886,4.1735,96303,2752.6307651488605,0.004588222646405872,0.028583021973862293
98693.2321160081,2.5178,96118,2575.2321160081046,0.00429252570450767,0.02679240221402968
95753.77640631086,1.1713,91181,4572.7764063108625,0.007622132445087064,0.05015054020367031
95028.97910802937,1.859,96197,1168.0208919706347,0.0019469156473389318,0.012141967961273582
97686.56920172824,2.8769,96301,1385.5692017282418,0.002309536051846106,0.014387900455117203
97082.5714531603,3.1052,96180,902.5714531603007,0.0015044512449041074,0.009384190613020387
92250.58946461687,1.9222,96391,4140.4105353831255,0.006901443384410828,0.042954327015832655
99579.0954805744,1.4921,96203,3376.095480574397,0.005627444819887515,0.03509345322468527
94062.58271032068,1.3275,96202,2139.417289679317,0.0035660877524516313,0.022238802620312643
93780.7170943223,1.3721,96165,2384.2829056776973,0.003974242009417198,0.024793666153774215
98854.29818229289,1.4376,96100,2754.298182292885,0.00459100198070602,0.028660751116471227
93297.51889546796,1.3098,96230,2932.4811045320384,0.004888006188234103,0.030473668341806488
95351.11124059893,2.4432,96001,649.8887594010739,0.0010832670917152118,0.006769604060385558
99579.0954805744,1.7753,96121,3458.095480574397,0.005764126521541364,0.03597648256441773
96317.5076383076,1.4939,96196,121.50763830759388,0.00020253500936368647,0.0012631256840990672
99699.89503028798,1.3428,96240,3459.895030287982,0.005767126101017749,0.035950696490939134
96961.77190344672,1.3086,96049,912.7719034467154,0.0015214538656697495,0.00950319007430286
98975.09773200648,1.4696,96158,2817.097732006485,0.004695679411412731,0.029296550801872802
92935.1202463272,1.2412,96272,3336.8797536727943,0.005562078084710642,0.03466095805294161
96398.04067144998,1.4661,96232,166.04067144998407,0.0002767648965552612,0.0017254205612476524
95069.24562460056,1.8786,96114,1044.7543753994396,0.001741448851706087,0.010869950011438912
99820.69458000155,1.4285,96025,3795.694580001553,0.006326853587230517,0.03952819140850354
96398.04067144998,2.3269,96455,56.959328550015925,9.49426579424002e-05,0.000590527484837654
147778.11581629494,1.7461,144122,3656.115816294943,0.0060941967221310065,0.025368200665373385
95391.3777571701,2.7032,96108,716.6222428298934,0.0011945017999144794,0.007456426549609745
92371.38901433047,1.6001,96064,3692.6109856695257,0.006155028695939096,0.03843907171957784
93216.98586232556,1.6317,96260,3043.014137674443,0.005072248176756848,0.031612446890447156
98129.50088401136,1.2615,95735,2394.5008840113587,0.003991273846808746,0.02501176042211687
97444.97010230106,1.5662,96345,1099.9701023010566,0.001833485187205687,0.011416992083668656
97042.3049365891,1.3001,96118,924.3049365891056,0.0015406777021957508,0.009616356318162109
95028.97910802937,1.5578,96276,1247.0208919706347,0.002078596798932274,0.012952562341296218
98129.50088401136,1.7561,96053,2076.5008840113587,0.0034612155403950413,0.02161828244834996
96921.50538687552,1.5892,96379,542.5053868755203,0.0009042751150551899,0.0056288754487546075
93015.6532794696,1.6814,96285,3269.346720530404,0.005449510647055183,0.03395489142161712
96236.9746051652,1.6832,96157,79.97460516520368,0.0001333056722326184,0.0008317086136755897
99176.43031486245,1.5006,96331,2845.430314862446,0.004742905577717625,0.029538054363210657
98089.23436744018,1.1071,95893,2196.234367440178,0.0036607932996632598,0.022902968594581234
148704.24569743243,0.9919,145164,3540.2456974324305,0.005901058612168056,0.024387904008104148
99699.89503028798,1.4986,96181,3518.895030287982,0.005865470252207713,0.03658617637878565
141093.87406547656,1.0077,136664,4429.874065476557,0.00738393567538522,0.032414345149246016
99377.76289771842,1.6482,96277,3100.7628977184213,0.005168506698600882,0.032206683815640506
100022.02716285754,1.6775,96309,3713.027162857543,0.006189059401296714,0.03855327293251454
93337.78541203916,2.0057,96147,2809.2145879608433,0.004682539392601258,0.029217912030129314
92170.0564314745,1.6756,96184,4013.943568525501,0.006690641918153499,0.041731925980677674
96921.50538687552,1.5716,96225,696.5053868755203,0.0011609700181611983,0.007238299681740923
94223.64877660543,1.4264,96279,2055.3512233945657,0.0034259622281693747,0.02134786634047472
93458.58496175274,1.449,96189,2730.415038247258,0.00455119236157187,0.028385938498656376
98371.09998343854,1.1313,95746,2625.099983438544,0.004375647960339877,0.027417333188211976
