estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,true_avgs,absolute_error,normalized_error,relative_error
1825.820997074908,0.094,-1,1,1,17,17,17,12,4,2,2,4,0,1826.5041512325968,0.6831541576887048,1.1387155215218755e-06,0.00037402277855633974
1634.7849520905922,23.799399,-1,1,1,19208,4413,4413,2698,1045,1629,7,17,0,1660.4423255813954,25.65737349080314,4.276699352062583e-05,0.015452131697389333
1832.3909776732537,0.2269,-1,7,7,13,13,91,49,7,7,7,28,0,1832.7628597672995,0.371882094045759,6.198716759606206e-07,0.00020290791689928493
1857.1708231157168,0.0819,-1,1,1,17,17,17,17,6,4,3,4,0,1860.1022431124347,2.9314199967179775,4.886237480652834e-06,0.00157594562749032
1717.5955827546975,9.9236,-1,21,21,5401,606,12726,1849,58,1686,84,21,0,1843.4359666132705,125.84038385857298,0.00020975704637272262,0.06826403853330736
1885.276008151008,18.6612,-1,1,1,20126,3772,3772,3772,1299,2125,348,0,0,1988.3966592649883,103.12065111398033,0.0001718866593891667,0.05186120718594393
2053.389240726564,52.195199,3,1,1,425,102,102,102,0,0,0,102,0,2067.336378291241,13.947137564677178,2.324778653098037e-05,0.006746428743350029
1771.0322346017788,56.1102,3,1,1,425,204,204,204,0,0,0,204,0,1771.0962194844456,0.06398488266677305,1.0665320296361441e-07,3.612727640816636e-05
1852.295060520113,0.0504,-1,21,7,1,1,7,7,0,0,0,0,7,1852.2950605201133,2.2737367544323206e-13,3.7899781549842494e-19,1.2275240607691675e-16
1830.8896217264792,5.909001,-1,1,1,5401,590,590,282,98,139,36,9,0,1857.3673246809904,26.477702954511187,4.4134359703752727e-05,0.014255501646158672
1843.7928921444293,5.4512,-1,1,1,8257,196,196,196,150,28,15,3,0,1848.351761859465,4.558869715035598,7.5989520764544076e-06,0.0024664513590472188
1973.1543602800764,13.2347,-1,1,1,16481,1853,1853,1853,1612,20,205,16,0,2045.8709053122354,72.71654503215905,0.00012120757455346595,0.035543075979694444
1813.31399780942,3.4975,-1,1,1,5401,675,675,312,117,159,26,10,0,1834.5198027127003,21.205804903280296,3.534689633073021e-05,0.011559321884627966
1550.024986985945,2.847301,-1,1,1,946,937,937,623,351,253,16,3,0,1461.8934879571812,88.13149902876376,0.00014690199093360897,0.06028585512882805
1593.6533487540742,40.031801,-1,1,1,110214,2260,2260,765,67,173,457,68,0,1623.4501543490103,29.79680559493613,4.9666806006887645e-05,0.018354000900560077
1846.723629500136,2.3275,-1,1,1,5497,128,128,128,60,42,21,5,0,1848.1230590116566,1.399429511520566,2.3326391095029887e-06,0.0007572166283499304
1836.1346948818896,3.3095,-1,1,1,4849,546,546,546,499,0,38,9,0,1846.7557002977062,10.621005415816626,1.7703623091567783e-05,0.005751169694023128
1848.506741050674,0.0923,-1,1,1,17,17,17,17,1,5,8,3,0,1849.2997477578476,0.7930067071736175,1.3218232458464056e-06,0.0004288145867835029
2080.4009724857683,51.9179,3,1,1,360,162,162,162,0,0,0,162,0,2100.6465229485398,20.24555046277146,3.37462961972008e-05,0.009637771153594233
1841.22721568992,0.1103,-1,1,1,17,17,17,17,6,4,3,4,0,1841.6816143497758,0.45439865985576944,7.574144153453037e-07,0.00024673030143497384
2044.934030147013,56.270499,3,1,1,360,198,198,198,0,0,0,198,0,2061.468650815747,16.534620668734078,2.7560732795164264e-05,0.008020796562776319
1832.15517640701,0.1288,-1,3,3,17,17,51,19,4,2,6,7,0,1833.2052119797745,1.0500355727645,1.750251815640554e-06,0.0005727867048940537
