estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,true_avgs,absolute_error,normalized_error,relative_error
1778.0945273631842,3.0483,-1,1,1,730,728,728,728,671,24,29,4,0,1804.715750209343,26.621222846158844,4.437358583804026e-05,0.01475092287695214
1803.570978286248,5.527601,-1,1,1,8257,1198,1198,430,261,137,26,6,0,1848.173224750742,44.6022464644941,7.434525541891958e-05,0.024133152600189563
1745.0960009858895,54.6736,3,1,1,360,198,198,198,0,0,0,198,0,1748.888352611578,3.792351625688525,6.321281383766422e-06,0.002168435520784095
1592.1607019470132,37.8156,-1,7,7,19248,2061,14427,8022,374,7403,133,112,0,1563.5715020346108,28.589199912402364,4.765390845060017e-05,0.018284549107732154
1887.2477370176275,0.1829,-1,1,1,17,17,17,7,4,0,2,1,0,1892.5860716037273,5.338334586099791,8.898203112508693e-06,0.002820656173156884
1820.2860013395848,0.0708,-1,1,1,13,13,13,4,0,1,0,3,0,1821.3327370304114,1.0467356908266083,1.744751407365824e-06,0.0005747086567681513
1848.51283963772,0.1097,-1,1,1,17,17,17,17,6,4,3,4,0,1848.7321999786745,0.21936034095460855,3.656407887444428e-07,0.00011865447086232333
1687.1541235874008,1.765601,-1,154,77,17,17,1309,513,0,175,301,37,0,1847.3924436319317,160.23832004453084,0.00026709324699805454,0.086737563854871
1833.6661619154213,7.642901,-1,7,7,8257,697,4879,907,664,0,187,56,0,1853.9627481247437,20.296586209322413,3.383136513236858e-05,0.010947677470786354
1856.5631217598432,0.1396,-1,1,1,17,17,17,17,1,5,8,3,0,1857.9810108777194,1.417889117876257,2.363408504729282e-06,0.0007631343429104473
1943.687963691248,9.313601,-1,1,1,16478,938,938,938,732,21,169,16,0,1976.3092153220307,32.62125163078281,5.43747339387046e-05,0.016506147609835094
1867.493613985016,0.1183,-1,1,1,13,13,13,6,1,1,1,3,0,1868.9781225423608,1.484508557344725,2.4744531187509377e-06,0.00079428888944155
1839.1456870495235,0.083199,-1,1,1,13,13,13,13,1,5,3,4,0,1839.9139258222533,0.7682387727297737,1.2805388138191428e-06,0.00041754060445324884
1823.4490029271865,0.100699,-1,1,1,17,17,17,17,6,4,3,4,0,1824.8615490691795,1.4125461419930616,2.354502565270616e-06,0.0007740566086855024
1785.2492012779553,4.277899,-1,1,1,5401,682,682,682,487,176,18,1,0,1831.633654108388,46.38445283043279,7.731592613592961e-05,0.0253240885405177
1828.0571420657564,8.1687,-1,1,1,8353,1126,1126,1126,1003,78,39,6,0,1850.8314469446716,22.774304878915245,3.796135054675222e-05,0.01230490486668074
1848.4012200516893,0.112901,-1,1,1,1,1,1,1,0,0,0,0,1,1848.4012200516893,0.0,0.0,0.0
1826.6659875590703,7.764301,-1,1,1,8257,784,784,784,499,233,49,3,0,1844.7351959303712,18.069208371300874,3.0118660338138653e-05,0.009795014705179881
1504.090390701543,21.8104,-1,1,1,18981,3873,3873,3873,1789,2060,7,17,0,1461.8294921783247,42.2608985232182,7.044257955578147e-05,0.028909594962572355
1932.1872894323787,0.210901,-1,1,1,22,22,22,22,4,5,5,7,1,1932.353023512558,0.16573408017916336,2.7625385488931006e-07,8.576801348539215e-05
1697.7797726834906,3.3591,-1,462,308,5,5,1540,1251,242,493,516,0,0,1729.9050451893377,32.12527250584708,5.354801112430214e-05,0.018570540964189728
1931.3789205269868,17.682,-1,1,1,19779,3234,3234,3234,1141,2066,10,17,0,2028.4481973391964,97.06927681220964,0.00016179992601221075,0.0478539589719568
1497.9037859124676,2.9403,-1,1,1,883,882,882,581,312,259,6,4,0,1378.2594680288885,119.6443178835791,0.00019942913367733636,0.08680826844214455
1862.384295277728,0.1254,-1,1,1,17,17,17,9,3,4,0,2,0,1861.7442371020857,0.6400581756422525,1.0668809829785485e-06,0.00034379490097874064
1847.681113639931,2.669101,-1,1,1,5401,179,179,179,120,42,12,5,0,1851.571469898748,3.8903562588170644,6.484640408473373e-06,0.0021011105010328365
2129.060672620651,3.7738,-1,1,1,919,917,917,917,611,260,46,0,0,2241.7082065327654,112.64753391211434,0.00018776654417338297,0.05025075680404699
1895.516544117647,2.047901,-1,1,1,649,644,644,351,315,0,32,4,0,2072.7625155888118,177.2459714711647,0.0002954424511215645,0.08551195331743745
1377.7393817204302,0.0614,-1,1,1,4,4,4,4,1,2,0,1,0,1377.710423721761,0.02895799866928428,4.8268640665947055e-08,2.101892979154273e-05
1842.4075492089007,0.057899,-1,1,1,9,9,9,9,1,0,4,4,0,1842.459674655277,0.05212544637629435,8.688530134363838e-08,2.82912278045092e-05
1842.54292109016,0.1069,-1,1,1,17,17,17,17,6,4,3,4,0,1842.747611180863,0.2046900907030249,3.41187681816708e-07,0.0001110787442952408
1847.9553251172629,0.0311,-1,1,1,1,1,1,1,0,0,0,0,1,1847.9553251172629,0.0,0.0,0.0
1842.0709246543129,0.016199,-1,1,1,1,1,1,1,0,0,0,0,1,1842.0709246543129,0.0,0.0,0.0
1838.3576885337816,0.014799,-1,1,1,1,1,1,1,0,0,0,0,1,1838.3576885337818,2.2737367544323206e-13,3.7899781549842494e-19,1.2368304430710564e-16
3234.5590082644626,0.4494,-1,54,36,5,5,180,144,28,57,59,0,0,4045.655681259223,811.0966729947604,0.0013519765057402322,0.2004858388596985
1822.4033823558364,6.1755,-1,7,7,5497,702,4914,867,102,429,294,42,0,1853.9482731884539,31.54489083261751,5.258060192057378e-05,0.017014978944566796
1854.9045562212625,0.1273,-1,1,1,17,17,17,17,6,4,3,4,0,1857.1786564586155,2.274100237352968,3.790584026497862e-06,0.001224491908435651
1848.926683466732,1.9577,-1,1,1,2521,256,256,256,42,181,23,10,0,1851.982165549593,3.05548208286109,5.093030371442675e-06,0.0016498442262020095
1705.5614907276597,19.370701,-1,1,1,30107,2677,2677,2677,72,1739,802,64,0,1758.7322155129966,53.170724785336915,8.862762368083308e-05,0.030232416462461734
1838.691117984976,0.151699,-1,1,1,13,13,13,9,1,4,0,4,0,1838.9890371518743,0.29791916689828213,4.96586569353099e-07,0.0001620016002703763
1991.936248810612,41.954899,-1,1,1,108781,2299,2299,2299,354,1252,625,68,0,2160.2179024467914,168.2816536361795,0.0002805002777575192,0.07790031433661099
1716.98290951977,3.7373,-1,1,1,919,917,917,917,611,260,46,0,0,1737.978725026689,20.995815506919143,3.499687550117037e-05,0.012080594085866456
1843.1439754774813,2.4815,-1,1,1,5401,164,164,164,120,28,9,7,0,1845.3908837145968,2.2469082371155764,3.745259040353733e-06,0.0012175784853736588
1845.5291068862343,0.3231,-1,21,7,17,17,119,56,28,0,14,14,0,1847.4302546560243,1.9011477697899863,3.16892819841847e-06,0.001029076883957367
1733.4311019567456,10.577499,-1,1,1,16319,2451,2451,1171,946,27,182,16,0,1834.1015248479102,100.67042289116466,0.00016780249642654803,0.05488814088386551
1800.8558136668926,2.92,-1,378,252,9,9,2268,955,29,0,439,487,0,1855.0457151150135,54.18990144812096,9.032643832175033e-05,0.029212164965304464
1851.9854579842213,0.065099,-1,1,1,9,9,9,9,1,0,4,4,0,1852.0676376431993,0.0821796589780206,1.3698116622498574e-07,4.437184544868793e-05
1837.6267829656235,3.390399,-1,1,1,8257,240,240,240,210,21,9,0,0,1851.9711246769784,14.3443417113549,2.39098662708813e-05,0.0077454456606913065
1810.960635881908,3.274099,-1,1,1,8353,215,215,169,134,14,15,6,0,1831.750703992049,20.790068110140965,3.4653925448700964e-05,0.011349834922859245
1823.3328550932567,2.593499,-1,1,1,937,933,933,598,334,254,6,4,0,2029.9802249637155,206.64736987045876,0.00034445017263642127,0.1017977255784117
1646.3116068316488,2.713499,-1,1,1,973,971,971,636,336,254,46,0,0,1679.7310344827586,33.4194276511098,5.570517365428497e-05,0.019895701731438616
1820.6224454846445,3.003699,-1,7,7,5401,127,889,386,274,49,42,21,0,1851.4200105829439,30.7975650982994,5.1334922005252914e-05,0.016634564238399034
1857.055837918493,0.023899,-1,3,1,1,1,1,1,0,0,0,0,1,1857.055837918493,0.0,0.0,0.0
1950.96725883082,3.1163,-1,1,1,937,931,931,931,667,254,6,4,0,2023.648058810016,72.68079997919608,0.00012114799291121371,0.03591573132629358
1799.6068653820366,19.158501,-1,1,1,20134,4186,4186,4186,2016,1836,334,0,0,1870.3478120188338,70.74094663679716,0.00011791454832831138,0.03782234843285118
1874.4687101039576,12.1772,-1,1,1,16481,2271,2271,2271,2071,4,183,13,0,1966.8723135665862,92.40360346262855,0.00015402294829536007,0.046979970598635575
1657.3756464025407,3.4347,-1,1,1,973,969,969,969,669,254,46,0,0,1667.2760245175016,9.900378114960859,1.6502445460602096e-05,0.005938055828413871
1818.8928223900648,3.316099,-1,1,1,8257,281,281,218,177,28,6,7,0,1835.6683334192485,16.77551102918369,2.7962260897338192e-05,0.00913863943925884
1672.052085668771,65.66,-1,7,7,112969,3318,23226,10056,347,1156,8217,336,0,1847.0384297850808,174.98634411630974,0.00029167599121955037,0.0947388756479046
1563.235427277872,6.9007,-1,1,1,15352,304,304,169,70,7,78,14,0,1549.4760606576929,13.759366620179208,2.2934800528356797e-05,0.008880012392278515
1844.4275056422407,3.575,-1,1,1,5497,104,104,104,60,21,18,5,0,1845.872602956825,1.4450973145842454,2.4087604879607514e-06,0.0007828803094370681
1819.7403309780589,0.0866,-1,1,1,13,13,13,13,1,5,3,4,0,1820.5873578221144,0.8470268440555628,1.411866712097602e-06,0.00046524921774081875
1417.0814347392893,46.4761,3,1,1,425,204,204,204,0,0,0,204,0,1415.4259330511736,1.6555016881156916,2.7594730222252644e-06,0.0011696137886544136
1907.724932401281,22.6721,-1,1,1,16712,2314,2314,2314,2073,40,190,11,0,2028.8409312552087,121.11599885392775,0.00020188220513244414,0.059697138887569355
1863.1605302651328,0.2261,-1,3,3,13,13,39,31,2,12,8,9,0,1865.7522579343054,2.591727669172542,4.3200213176325094e-06,0.0013891060070547689
1845.935050946912,0.0913,-1,1,1,17,17,17,17,6,4,3,4,0,1846.2693508279986,0.3342998810865083,5.572277635315023e-07,0.00018106777374416385
2028.1258379718683,0.030001,-1,1,1,4,4,4,4,1,2,0,1,0,2028.1871760291965,0.06133805732815745,1.0224134209455948e-07,3.0242799112972235e-05
1518.541224808337,15.4777,-1,1,1,25097,1051,1051,1051,111,72,800,68,0,1515.8290911930044,2.7121336153325046,4.520719971417697e-06,0.001789208051943357
1691.5942825942825,56.6471,3,1,1,450,162,162,162,0,0,0,162,0,1702.331290406966,10.737007812683487,1.7896981689124948e-05,0.006307237535483857
1789.6014430873608,30.1452,-1,1,1,19497,3815,3815,3815,1481,2307,10,17,0,1850.8230898341867,61.221646746825854,0.00010204730311471904,0.03307806515008987
1649.1793311312367,21.8771,-1,1,1,19564,4165,4165,4165,1626,2189,350,0,0,1658.450399532255,9.271068401018283,1.545348055122444e-05,0.005590199383492609
1859.9520896084337,2.2659,-1,1,1,4849,100,100,79,39,21,18,1,0,1875.8791595455916,15.927069937157967,2.6548036845983e-05,0.008490456251465633
1844.67763628654,0.103399,-1,1,1,17,17,17,17,6,4,3,4,0,1844.9605394903488,0.2829032038087007,4.7155721097437505e-07,0.00015333834938651306
1835.1451155506645,2.7266,-1,1,1,730,727,727,727,670,24,29,4,0,1876.821318436884,41.67620288621947,6.946797962145748e-05,0.022205738221755502
1446.6328442126558,0.2195,-1,1,1,42,42,42,42,6,5,15,16,0,1446.6669910637374,0.03414685108168669,5.691767941421338e-08,2.36038088189034e-05
1845.2197434467373,0.065801,-1,3,1,17,17,17,7,2,2,1,2,0,1849.2787776527935,4.05903420605614,6.7658012482308715e-06,0.002194928236405811
1749.2555093555093,1.9667,-1,1,1,676,673,673,384,321,30,29,4,0,1810.785979819437,61.53047046392771,0.0001025620659337989,0.033979979494905985
1841.8327771598072,0.073399,-1,1,1,13,13,13,13,1,5,3,4,0,1842.9351464435147,1.1023692837075032,1.8374842627814113e-06,0.00059815956401659
1919.21878015637,0.1075,-1,1,1,22,22,22,22,4,5,5,7,1,1919.3026242322724,0.08384407590233423,1.3975549960884734e-07,4.3684656522507566e-05
2062.1603967808346,0.098799,-1,1,1,24,24,24,19,1,5,5,7,1,2069.3256828528074,7.165286071972787,1.1943457233583673e-05,0.0034626188286101985
0.0,0.0409,-1,7,0,17,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1785.069112159403,25.8692,-1,7,7,16554,2274,15918,4779,3324,59,1319,77,0,2033.082266325224,248.0131541658211,0.00041340073102344774,0.12198874500740317
1477.3745180901542,41.1103,-1,1,1,102145,2288,2288,2288,359,1236,625,68,0,1419.9197629598552,57.45475513029896,9.576845974773719e-05,0.04046338154385091
1853.5668161913204,0.128201,-1,1,1,17,17,17,17,6,4,3,4,0,1853.580104048556,0.013287857235582123,2.214886510113133e-08,7.168752624480068e-06
1853.869898434588,0.015701,-1,1,1,1,1,1,1,0,0,0,0,1,1853.869898434588,0.0,0.0,0.0
1837.279032347556,4.2196,-1,1,1,5401,693,693,693,484,152,48,9,0,1848.1202998762647,10.841267528708613,1.8070766998884234e-05,0.005866104890160266
1832.7344718680547,4.2155,-1,1,1,5497,720,720,720,482,172,58,8,0,1843.0168233476295,10.2823514795748,1.7139137771112823e-05,0.005579087151737488
1834.8746229873325,3.490101,-1,1,1,5401,524,524,524,240,254,27,3,0,1851.4054491998263,16.53082621249382,2.7554408005703663e-05,0.008928798507986682
2171.212333260442,55.0259,3,1,1,360,162,162,162,0,0,0,162,0,2172.2208022270024,1.0084689665604856,1.6809665172510403e-06,0.0004642571167381253
2692.5382059800663,0.7662,-1,54,36,17,17,612,160,21,31,45,63,0,3056.404750123701,363.86654414363466,0.0006065109564446,0.11905050995909752
