estimates,runtime,case,true_counts,absolute_error,normalized_error,relative_error
36485,41.854239,2,26201,10284,0.05142,0.392504102896836
116741,11.734605,1,12599,104142,0.52071,8.26589411858084
30469,34.217092,2,31156,687,0.003435,0.0220503273847734
21505,51.890901,1,1705,19800,0.099,11.612903225806452
19235,14.591751,1,7362,11873,0.059365,1.6127411029611518
23478,32.495134,1,5203,18275,0.091375,3.512396694214876
74430,55.5086,2,12255,62175,0.310875,5.0734394124847
19046,33.672165,1,4424,14622,0.07311,3.3051537070524413
51812,38.169635,2,43944,7868,0.03934,0.1790460586200619
102108,23.923772,2,49405,52703,0.263515,1.0667543770873393
148394,31.257731,2,48922,99472,0.49736,2.0332774620824985
121710,0.23967,1,1327,120383,0.601915,90.71816126601357
18741,28.788641,1,13048,5693,0.028465,0.43631207847946046
64701,16.789344,2,49509,15192,0.07596,0.3068532994001091
52951,39.334609,2,41062,11889,0.059445,0.28953777214943255
21825,48.547269,1,5047,16778,0.08389,3.324351099663166
42768,42.561861,2,29943,12825,0.064125,0.42831379621280435
36974,37.648038,2,20110,16864,0.08432,0.8385877672799602
121710,5.336949,1,3730,117980,0.5899,31.630026809651476
21422,24.272143,1,6982,14440,0.0722,2.0681753079346894
19505,65.439321,1,5500,14005,0.070025,2.5463636363636364
34903,34.27505,2,39488,4585,0.022925,0.11611122366288493
19628,37.018339,1,30705,11077,0.055385,0.360755577267546
19190,37.209116,1,3767,15423,0.077115,4.0942394478364745
52575,45.255902,2,25625,26950,0.13475,1.0517073170731708
58953,50.304191,2,12280,46673,0.233365,3.800732899022801
116741,0.255847,1,14422,102319,0.511595,7.094647066981001
44389,42.523873,2,12207,32182,0.16091,2.636356189071844
17895,20.143157,1,6926,10969,0.054845,1.5837424198671672
18656,78.808492,1,10870,7786,0.03893,0.7162833486660534
87728,24.185154,2,50177,37551,0.187755,0.7483707674831098
109510,24.683763,2,49932,59578,0.29789,1.1931827285107746
22425,43.843918,1,6032,16393,0.081965,2.7176724137931036
31489,37.191486,2,21557,9932,0.04966,0.46073201280326576
17905,22.963093,1,13831,4074,0.02037,0.2945557081917432
22169,38.521398,1,9263,12906,0.06453,1.393285112814423
24229,71.556807,1,4640,19589,0.097945,4.22176724137931
67339,7.770893,2,52150,15189,0.075945,0.29125599232981786
60763,55.513588,2,31256,29507,0.147535,0.9440427437931918
18129,28.557889,1,28190,10061,0.050305,0.35689960979070595
29243,34.491194,2,13211,16032,0.08016,1.2135341760654001
22158,74.846066,1,4118,18040,0.0902,4.380767362797474
116741,5.576868,1,12873,103868,0.51934,8.068670861493047
18580,30.567105,1,12896,5684,0.02842,0.44075682382133996
19537,20.706765,1,7315,12222,0.06111,1.6708133971291865
53241,52.349086,2,12155,41086,0.20543,3.3801727684080625
104632,20.2862,2,49482,55150,0.27575,1.1145467038519057
35023,32.777245,2,42075,7052,0.03526,0.16760546642899585
44846,44.044562,2,31357,13489,0.067445,0.4301750805242848
21478,66.989152,1,8295,13183,0.065915,1.5892706449668474
17794,21.441416,1,5591,12203,0.061015,2.182614916830621
33635,39.595463,2,29721,3914,0.01957,0.1316913966555634
19905,20.740473,1,13194,6711,0.033555,0.5086402910413824
44614,45.339588,2,12120,32494,0.16247,2.681023102310231
82409,17.412125,2,49389,33020,0.1651,0.6685699244771103
44817,35.749613,2,36436,8381,0.041905,0.23001976067625426
40060,43.32242,2,12087,27973,0.139865,2.314304624803508
22695,71.163402,1,7220,15475,0.077375,2.1433518005540164
116741,12.235979,1,25432,91309,0.456545,3.5903192827933315
18759,15.080937,1,611,18148,0.09074,29.70212765957447
47481,46.079073,2,12370,35111,0.175555,2.83839935327405
18656,36.9642,1,4546,14110,0.07055,3.1038275406951166
33054,4.684961,1,7425,25629,0.128145,3.4517171717171715
56057,46.114407,2,12144,43913,0.219565,3.616024374176548
18322,17.261783,1,6929,11393,0.056965,1.644248809351999
68801,17.928285,2,50406,18395,0.091975,0.36493671388326787
19133,11.620529,1,4505,14628,0.07314,3.2470588235294118
23203,6.569664,1,7524,15679,0.078395,2.083864965443913
31018,0.320576,1,28667,2351,0.011755,0.08201067429448494
26927,20.38274,1,13167,13760,0.0688,1.0450368345105188
18952,22.793415,1,13158,5794,0.02897,0.4403404772761818
161853,37.154505,2,48955,112898,0.56449,2.3061587171892555
20301,11.845782,1,1714,18587,0.092935,10.844224037339556
19250,15.362189,1,1027,18223,0.091115,17.743914313534567
169444,36.73058,2,49115,120329,0.601645,2.4499440089585667
22024,30.92619,1,4152,17872,0.08936,4.304431599229287
36443,30.150626,2,44066,7623,0.038115,0.17299051422865702
79852,16.970788,2,49443,30409,0.152045,0.6150314503569767
30971,0.459899,1,28582,2389,0.011945,0.08358407389265972
98036,19.603637,2,50501,47535,0.237675,0.9412684897328766
44768,48.095939,2,24860,19908,0.09954,0.800804505229284
34386,73.790546,2,10492,23894,0.11947,2.277354174609226
116741,0.249574,1,14416,102325,0.511625,7.098016093229745
108246,0.420023,1,100058,8188,0.04094,0.08183253712846549
19220,15.66443,1,4769,14451,0.072255,3.0301950094359404
90013,20.261054,2,50247,39766,0.19883,0.7914104324636296
19134,15.559989,1,2958,16176,0.08088,5.468559837728194
19018,30.347716,1,4662,14356,0.07178,3.0793650793650795
20541,40.839682,1,26410,5869,0.029345,0.22222642938280954
18675,27.064822,1,13157,5518,0.02759,0.4193965189632895
19909,24.034496,1,4343,15566,0.07783,3.5841584158415842
38948,83.02919,2,11546,27402,0.13701,2.373289450892084
21414,35.284362,1,15722,5692,0.02846,0.36204045286859177
