estimates,runtime,case,true_counts,absolute_error,normalized_error,relative_error
258087,11219.513375,2,240217,17870,0.009927777777777778,0.07439107140627016
177823,3383.634561,2,115242,62581,0.03476722222222222,0.5430398639384947
218343,9521.876451,2,284167,65824,0.03656888888888889,0.23163843796077657
45405,14140.888674,2,15744,29661,0.016478333333333334,1.883955792682927
53512,4273.954277,2,64345,10833,0.006018333333333333,0.16835806978009168
43628,9955.378498,2,46652,3024,0.00168,0.06482037211695105
429312,13763.435237,2,109723,319589,0.17754944444444445,2.9126892265067488
11787,9797.773179,2,40886,29099,0.01616611111111111,0.7117106099887492
326884,9877.783082,2,402362,75478,0.041932222222222225,0.18758729701114915
548042,6293.58872,2,451543,96499,0.05361055555555556,0.21370943631060607
811566,8580.019796,2,439417,372149,0.20674944444444446,0.8469153446498429
10154,133.675375,1,11841,1687,0.0009372222222222222,0.1424710750781184
121989,7941.879632,2,118159,3830,0.002127777777777778,0.03241395069355699
391913,4479.497868,2,452274,60361,0.03353388888888889,0.13346113196867385
337445,10367.33605,2,375968,38523,0.021401666666666666,0.10246350753255597
27938,13603.45786,2,45744,17806,0.009892222222222222,0.38925323539699197
268731,10658.240939,2,273856,5125,0.0028472222222222223,0.018714214769806028
268120,10553.096609,2,179173,88947,0.049415,0.49643082384064563
43057,2096.53525,2,33557,9500,0.005277777777777778,0.2831003963405549
109980,7040.310994,2,62691,47289,0.026271666666666665,0.7543188017418768
139436,17091.962015,2,50138,89298,0.04961,1.7810443176831945
251090,8880.869848,2,357176,106086,0.058936666666666665,0.29701323717159045
186352,10164.348852,2,274650,88298,0.04905444444444444,0.32149280902967414
35931,11786.30639,2,34534,1397,0.0007761111111111111,0.040452887009903286
331510,13075.006755,2,235196,96314,0.05350777777777778,0.4095052636949608
371965,13575.399375,2,110865,261100,0.14505555555555555,2.3551165832318586
130819,160.707239,2,130452,367,0.0002038888888888889,0.002813295311685524
293376,11547.449327,2,110416,182960,0.10164444444444444,1.6570062309810172
78393,5463.252538,2,64665,13728,0.007626666666666667,0.2122941312920436
145533,18539.199998,2,98115,47418,0.026343333333333333,0.48329001681700046
486812,6135.158847,2,452445,34367,0.019092777777777778,0.07595840378388534
582761,6088.77003,2,452516,130245,0.07235833333333333,0.287824076938716
99690,11964.777357,2,54792,44898,0.024943333333333335,0.8194261936049059
219047,9708.940976,2,198181,20866,0.011592222222222223,0.10528759063684208
39635,5933.150702,2,125273,85638,0.04757666666666667,0.6836109935899994
34787,11205.311908,2,83373,48586,0.026992222222222223,0.5827546088062082
172116,18551.807797,2,42158,129958,0.0721988888888889,3.0826414915318563
462306,2514.128614,2,469159,6853,0.0038072222222222223,0.01460698824918631
377918,13590.333481,2,285564,92354,0.05130777777777778,0.3234091131935398
185071,7671.553946,2,258023,72952,0.04052888888888889,0.28273448491025993
208105,9451.865975,2,117931,90174,0.050096666666666664,0.7646335569103968
135538,18808.390504,2,37216,98322,0.054623333333333336,2.6419282029234736
123365,2065.87752,2,115987,7378,0.004098888888888889,0.06361057704742773
147040,9045.857997,2,117388,29652,0.016473333333333333,0.25259822128326576
80965,6268.446934,2,64739,16226,0.009014444444444445,0.2506371738828218
335555,13090.452263,2,110490,225065,0.1250361111111111,2.0369716716444928
580630,5243.145428,2,452341,128289,0.07127166666666666,0.283611257878459
254020,8746.642925,2,377289,123269,0.06848277777777778,0.32672301604340437
299864,11068.924289,2,285140,14724,0.00818,0.0516377919618433
183037,17372.781959,2,74141,108896,0.060497777777777775,1.4687689672381004
