estimates,runtime,case,true_counts,absolute_error,normalized_error,relative_error
231535,7995.77789,2,187228,44307,0.031647857142857144,0.23664729634456386
138158,2391.482705,2,89836,48322,0.03451571428571429,0.5378912685337727
195397,7627.004132,2,221514,26117,0.018655,0.11790225448504384
35354,11158.983161,2,12272,23082,0.016487142857142856,1.8808670143415906
41704,3282.51201,2,50123,8419,0.006013571428571429,0.167966801667897
38461,7174.187981,2,36246,2215,0.001582142857142857,0.06111019146940352
416728,10029.088688,2,85623,331105,0.23650357142857142,3.8670100323511205
9144,7068.826168,2,31818,22674,0.016195714285714286,0.7126155006600038
310791,6987.532524,2,312763,1972,0.0014085714285714285,0.0063050936331983005
545967,4450.037903,2,350805,195162,0.13940142857142857,0.5563261641082653
789415,6142.972958,2,341993,447422,0.31958714285714285,1.3082782396130914
12813,75.814211,1,9240,3573,0.002552142857142857,0.3866883116883117
106259,5703.651702,2,92072,14187,0.01013357142857143,0.15408593274828394
370330,3198.711316,2,352238,18092,0.012922857142857142,0.05136299888143812
316892,7192.395994,2,292338,24554,0.017538571428571428,0.08399181769048157
21617,9336.291062,2,35655,14038,0.010027142857142858,0.3937175711681391
254985,7591.681324,2,213462,41523,0.029659285714285714,0.1945217415746128
244931,7291.920519,2,139668,105263,0.07518785714285714,0.7536658361256694
33621,1376.923327,2,26076,7545,0.0053892857142857145,0.2893465255407271
107657,4872.899308,2,48869,58788,0.04199142857142857,1.2029712087417381
121382,11964.322197,2,38960,82422,0.05887285714285714,2.1155544147843943
223447,6236.259649,2,278271,54824,0.03916,0.1970165773652303
149347,6971.986826,2,213830,64483,0.04605928571428571,0.30156198849553384
27991,7413.081083,2,26888,1103,0.0007878571428571429,0.041022017256768815
314785,8500.449875,2,183234,131551,0.093965,0.7179399019832564
347549,9050.94375,2,86344,261205,0.186575,3.0251667747614195
101850,83.651352,2,101437,413,0.000295,0.004071492650610724
269754,7956.230747,2,86084,183670,0.13119285714285714,2.1336136796617255
75876,3907.643184,2,50436,25440,0.01817142857142857,0.5044016178919819
128688,12932.022717,2,76504,52184,0.03727428571428571,0.682108125065356
464371,4292.120827,2,352609,111762,0.07983,0.3169573096546033
563655,4344.551249,2,352804,210851,0.15060785714285715,0.5976434507545266
87195,8316.512351,2,42780,44415,0.031725,1.038218793828892
199990,6746.876547,2,154386,45604,0.032574285714285715,0.2953894783205731
31056,4260.483394,2,97642,66586,0.047561428571428574,0.6819401487064992
27142,7717.719279,2,65115,37973,0.027123571428571427,0.5831682408047301
154439,12941.651659,2,32862,121577,0.08684071428571428,3.699622664475686
434722,1826.903633,2,365307,69415,0.04958214285714286,0.1900182586153564
358603,10082.926681,2,222603,136000,0.09714285714285714,0.6109531318086459
160318,5339.351265,2,201214,40896,0.029211428571428572,0.20324629498941427
193166,6834.234603,2,92214,100952,0.07210857142857142,1.0947578458802352
126464,13717.637189,2,28988,97476,0.06962571428571429,3.362632813578032
96299,1411.021752,2,90284,6015,0.004296428571428572,0.06662310043861593
128928,6520.494101,2,91234,37694,0.026924285714285713,0.4131573755398207
63056,4575.710587,2,50481,12575,0.008982142857142857,0.24910362314534182
312119,9631.918587,2,86085,226034,0.16145285714285715,2.6257071499099727
571026,3867.012718,2,351955,219071,0.1564792857142857,0.6224403687971474
224703,6370.199084,2,294142,69439,0.049599285714285714,0.23607305315119909
272323,8041.429871,2,222296,50027,0.03573357142857143,0.22504678446755677
158933,12575.066932,2,57826,101107,0.07221928571428571,1.7484695465707467
1853,4474.196005,1,39328,37475,0.026767857142857142,0.95288344182262
211535,7579.259466,2,211564,29,2.0714285714285715e-05,0.00013707436047720784
90769,4412.672573,2,91634,865,0.0006178571428571429,0.009439727612021739
268383,8592.936022,2,85211,183172,0.13083714285714285,2.1496285690814565
475020,3368.23855,2,351456,123564,0.08826,0.3515774378585086
271283,6695.078904,2,258426,12857,0.009183571428571428,0.04975118602617384
233340,7965.998256,2,86447,146893,0.10492357142857144,1.699226115423323
188459,12729.605391,2,51680,136779,0.09769928571428571,2.6466524767801856
257193,2484.411673,2,180377,76816,0.054868571428571426,0.4258636078879236
1943,3131.558917,1,4391,2448,0.0017485714285714285,0.5575039854247325
289736,8597.569117,2,86106,203630,0.14545,2.364875850695654
30118,7407.818385,2,32122,2004,0.0014314285714285713,0.06238714899445863
47968,1147.464149,2,51983,4015,0.002867857142857143,0.07723678895023373
333972,8427.994312,2,86087,247885,0.1770607142857143,2.8794707679440568
21788,3624.486228,2,50140,28352,0.020251428571428573,0.565456721180694
377544,3158.015464,2,351599,25945,0.018532142857142858,0.07379144991879955
1994,2155.562625,1,32259,30265,0.021617857142857144,0.938187792554016
44791,1549.186453,2,52029,7238,0.00517,0.13911472448057813
199982,91.794044,2,200163,181,0.0001292857142857143,0.0009042630256341082
135653,4303.255179,2,91330,44323,0.031659285714285716,0.48530603306690023
79612,4487.90707,2,92242,12630,0.00902142857142857,0.13692244313870036
797130,6861.820129,2,342376,454754,0.32482428571428573,1.3282297824613876
3578,2366.903191,2,12347,8769,0.006263571428571428,0.7102130072082288
2000,3214.809609,1,7478,5478,0.003912857142857143,0.7325488098422038
862969,7165.16228,2,342099,520870,0.37205,1.522570951683577
10837,6270.402594,2,29708,18871,0.013479285714285714,0.6352161034064898
242335,5453.031003,2,313617,71282,0.050915714285714286,0.22728997471438092
443745,3248.46534,2,350820,92925,0.066375,0.26487942534633147
200404,123.064889,2,200469,65,4.642857142857143e-05,0.00032423965800198535
539805,3808.152211,2,352561,187244,0.13374571428571427,0.5310967463786409
258843,8743.206579,2,176669,82174,0.05869571428571429,0.46512970583407387
215317,13572.448958,2,73548,141769,0.10126357142857143,1.927571110023386
101654,71.294892,2,101236,418,0.0002985714285714286,0.004128965980481252
700037,95.673201,2,700799,762,0.0005442857142857143,0.0010873303186791077
8703,3266.779475,2,34765,26062,0.018615714285714284,0.7496620163958003
479601,3623.401448,2,352613,126988,0.09070571428571429,0.36013419811521413
5221,3057.150519,2,20435,15214,0.010867142857142856,0.744506973330071
23678,6015.213753,2,32728,9050,0.006464285714285714,0.2765216328526033
183457,7875.031355,2,183236,221,0.00015785714285714285,0.0012060948721866881
98478,5497.038814,2,92051,6427,0.004590714285714286,0.06981999109189471
19689,4827.895895,2,30904,11215,0.008010714285714286,0.3628980067305203
238290,14901.288954,2,80589,157701,0.11264357142857143,1.9568551539291963
31086,7306.590706,2,109292,78206,0.05586142857142857,0.7155693005892472
12813,1946.107258,1,4842,7971,0.005693571428571429,1.6462205700123915
1882,2994.825065,1,10588,8706,0.006218571428571428,0.8222516055912353
539476,4124.001055,2,351634,187842,0.13417285714285715,0.5341974894350375
2023,3078.310035,1,3848,1825,0.0013035714285714287,0.4742723492723493
39773,7491.528544,2,193605,153832,0.10988,0.7945662560367759
39399,2445.154846,2,49968,10569,0.007549285714285714,0.21151536983669547
142303,5969.398581,2,206855,64552,0.04610857142857143,0.3120640061879094
8936,3166.209027,2,33001,24065,0.017189285714285716,0.729220326656768
45679,2928.752985,2,50012,4333,0.003095,0.0866392065904183
42464,2728.668812,2,50235,7771,0.0055507142857142856,0.15469294316711457
270409,8231.218416,2,60698,209711,0.14979357142857141,3.454990279745626
211063,6263.852661,2,225880,14817,0.010583571428571428,0.06559677704976094
100413,101.469722,2,99926,487,0.00034785714285714286,0.0048736064687869025
270082,8095.726219,2,176941,93141,0.06652928571428571,0.5263958042511345
254353,6161.976506,2,249808,4545,0.0032464285714285715,0.018193972971241913
875977,7518.337922,2,342125,533852,0.38132285714285713,1.560400438436244
2808,1778.12399,1,40765,37957,0.027112142857142855,0.9311173801054826
149283,5834.524974,2,213090,63807,0.04557642857142857,0.29943685766577505
17127,5507.9174,2,13144,3983,0.002845,0.3030279975654291
7195,4014.487179,2,12685,5490,0.003921428571428571,0.43279463933780055
226751,6718.217541,2,234343,7592,0.0054228571428571425,0.03239695659780749
116571,4680.989074,2,91512,25059,0.017899285714285715,0.2738329399423026
