estimates,runtime,case,true_counts,absolute_error,normalized_error,relative_error
154917,23.360499,1,119901,35016,0.038906666666666666,0.29204093377036056
1003140,6.700293,1,57802,945338,1.0503755555555556,16.354762810975398
162460,18.729378,1,142070,20390,0.022655555555555557,0.14352079960582811
185821,29.862042,1,7931,177890,0.19765555555555556,22.429706216113985
165720,8.437155,1,32273,133447,0.14827444444444443,4.134942521612493
202715,18.531069,1,23303,179412,0.19934666666666667,7.699094537184053
332542,29.646946,2,55188,277354,0.3081711111111111,5.025621511922882
165426,19.67191,1,20328,145098,0.16122,7.137839433293979
167581,20.895435,1,200497,32916,0.03657333333333333,0.1641720324992394
460077,13.204615,2,225050,235027,0.2611411111111111,1.0443323705843146
667341,18.000458,2,219458,447883,0.4976477777777778,2.040859754486052
1047426,0.173197,1,5879,1041547,1.1572744444444445,177.16397346487497
161488,16.449483,1,59142,102346,0.11371777777777778,1.7305130026039024
293912,9.628549,2,226066,67846,0.07538444444444445,0.3001158953579928
238416,21.574438,2,187445,50971,0.056634444444444446,0.2719250980287551
188637,27.523443,1,23061,165576,0.18397333333333332,7.1799141407571225
159338,23.591343,1,136523,22815,0.02535,0.16711469862221018
182073,21.123363,1,89813,92260,0.10251111111111111,1.0272454989812165
1047426,2.935361,1,16724,1030702,1.1452244444444444,61.63011241329826
185133,13.614843,1,31456,153677,0.17075222222222222,4.885459053916582
168442,35.821043,1,24950,143492,0.15943555555555555,5.751182364729459
162962,18.799032,1,178843,15881,0.017645555555555557,0.08879855515731676
169407,20.118135,1,137664,31743,0.03527,0.2305831589958159
166284,21.663917,1,17258,149026,0.16558444444444445,8.635183682929656
242781,24.847705,2,117306,125475,0.13941666666666666,1.069638381668457
189134,27.491716,1,55330,133804,0.14867111111111111,2.418290258449304
1003140,0.173118,1,65427,937713,1.0419033333333334,14.332202301802008
195578,23.524468,1,55468,140110,0.15567777777777778,2.525960914401096
154245,11.918745,1,32191,122054,0.13561555555555554,3.7915566462675905
161030,40.888744,1,49307,111723,0.12413666666666667,2.2658648873385117
395006,14.184222,2,226484,168522,0.18724666666666667,0.7440790519418591
496918,13.728649,2,226682,270236,0.3002622222222222,1.1921370024968898
193571,24.699943,1,27522,166049,0.18449888888888888,6.0333187995058495
164451,20.420983,1,98548,65903,0.07322555555555556,0.6687401063441166
154096,12.998518,1,62509,91587,0.10176333333333333,1.4651810139339936
191531,22.128165,1,42004,149527,0.1661411111111111,3.5598276354632894
209308,39.606833,1,21074,188234,0.20914888888888888,8.93204897029515
302395,4.642808,2,234554,67841,0.07537888888888888,0.2892340356591659
280227,31.508097,2,142731,137496,0.15277333333333334,0.9633226138680455
156723,15.94986,1,128936,27787,0.030874444444444444,0.21551002047527457
162051,19.634673,1,59349,102702,0.11411333333333333,1.7304756609209928
191419,42.092249,1,18589,172830,0.19203333333333333,9.29743396632417
1003140,3.37456,1,58057,945083,1.0500922222222222,16.278536610572367
160680,17.31955,1,58566,102114,0.11346,1.7435713553939145
168361,12.123025,1,32452,135909,0.15101,4.188000739553803
183422,29.956197,1,55370,128052,0.14228,2.312660285353079
473747,11.730107,2,225589,248158,0.2757311111111111,1.1000447716865627
166607,18.381551,1,189017,22410,0.0249,0.11856076437569107
155285,23.827711,1,142543,12742,0.014157777777777778,0.08939056986312902
185466,36.422238,1,37207,148259,0.16473222222222222,3.9847071787566857
153989,12.705817,1,25274,128715,0.14301666666666665,5.092783097254095
162039,21.879658,1,135769,26270,0.02918888888888889,0.19349041386472612
171500,11.983927,1,58955,112545,0.12505,1.9089983886014756
183318,25.024581,1,55033,128285,0.14253888888888888,2.331055911907401
381408,10.164182,2,225217,156191,0.17354555555555556,0.6935133671081668
169745,20.172873,1,165809,3936,0.004373333333333333,0.023738156553624955
160342,23.979721,1,55415,104927,0.11658555555555555,1.8934764955337002
196150,38.95934,1,33077,163073,0.18119222222222223,4.930102488133748
1003140,7.356437,1,116020,887120,0.9856888888888888,7.64626788484744
