estimates,runtime,case,true_counts,absolute_error,normalized_error,relative_error
207778,7314.361254,2,173978,33800,0.026,0.19427743737713965
128300,2206.944882,2,83593,44707,0.03439,0.5348175086430682
178640,7309.847629,2,205820,27180,0.020907692307692308,0.13205713730444077
32807,9791.353915,2,11407,21400,0.01646153846153846,1.8760410274392916
38732,3024.508591,2,46588,7856,0.006043076923076923,0.16862711427835494
34746,6463.281278,2,33632,1114,0.000856923076923077,0.033123215984776404
363009,8843.493217,2,79599,283410,0.21800769230769232,3.5604718652244376
8518,6196.330586,2,29679,21161,0.01627769230769231,0.7129957208800836
274854,6378.674349,2,290619,15765,0.012126923076923077,0.05424628121354763
472021,3982.756753,2,326057,145964,0.11228,0.4476640587381961
690135,5383.713701,2,317460,372675,0.2866730769230769,1.173927423927424
11898,71.121408,1,8579,3319,0.002553076923076923,0.38687492714768623
95498,5199.245921,2,85501,9997,0.00769,0.11692260909229132
330343,2815.227087,2,327392,2951,0.00227,0.009013659466327827
281472,6617.160828,2,271722,9750,0.0075,0.0358822620177976
20054,8731.540289,2,33207,13153,0.010117692307692308,0.396091185593399
224579,6775.864137,2,198309,26270,0.02020769230769231,0.13247003413864222
219746,6703.005223,2,129694,90052,0.06927076923076923,0.6943420667108733
31004,1263.387565,2,24202,6802,0.005232307692307692,0.2810511527972895
94016,4392.699053,2,45371,48645,0.03741923076923077,1.0721606312402194
110321,10723.631189,2,36173,74148,0.057036923076923075,2.0498161612252233
202529,5561.859627,2,258608,56079,0.04313769230769231,0.2168494400791932
137685,6418.024456,2,198628,60943,0.04687923076923077,0.30681978371629376
26039,6559.905827,2,24987,1052,0.0008092307692307692,0.042101892984351866
277134,7623.404719,2,170294,106840,0.08218461538461538,0.6273855802318343
308800,8107.045046,2,80212,228588,0.17583692307692309,2.8497980352067023
94869,77.840626,2,94231,638,0.0004907692307692308,0.006770595663847354
243105,7226.800385,2,80093,163012,0.12539384615384616,2.0352839823704945
66272,3696.111372,2,46779,19493,0.014994615384615384,0.41670407661557535
115693,11731.573742,2,71116,44577,0.03429,0.6268209685584116
407535,3939.065107,2,327571,79964,0.06151076923076923,0.24411196351325362
492661,4334.324568,2,327921,164740,0.1267230769230769,0.5023770969227345
80527,7881.481307,2,39762,40765,0.03135769230769231,1.0252250892812234
178190,6203.754478,2,143466,34724,0.026710769230769232,0.24203644068978017
28767,3807.032033,2,90645,61878,0.04759846153846154,0.6826410723150753
25240,7018.34783,2,60428,35188,0.027067692307692306,0.5823128351095519
138675,12275.532907,2,30545,108130,0.08317692307692308,3.540022917007694
