estimates,runtime,case,true_counts,absolute_error,normalized_error,relative_error
438446,1100.512015,2,320266,118180,0.04924166666666667,0.3690057639587093
163440,327.219593,1,153936,9504,0.00396,0.0617399438727783
360588,893.089531,2,378762,18174,0.0075725,0.047982638173840034
60680,1394.47378,2,21053,39627,0.01651125,1.882249560632689
71294,393.721473,2,85925,14631,0.00609625,0.17027640384055862
70963,886.974741,2,62243,8720,0.0036333333333333335,0.1400960750606494
900018,1351.791857,2,146210,753808,0.3140866666666667,5.155652828123931
26430,925.579664,1,54863,28433,0.011847083333333333,0.5182545613619379
626265,957.03313,2,536393,89872,0.03744666666666667,0.16754879351520247
1236942,629.455289,2,602071,634871,0.2645295833333333,1.0544786246140405
1794580,821.83553,2,585746,1208834,0.5036808333333334,2.0637511822530583
169659,7.081433,1,15810,153849,0.06410375,9.73111954459203
194014,754.992382,2,157036,36978,0.0154075,0.23547466822894114
781120,444.782892,2,602554,178566,0.0744025,0.29634854303514707
648154,1013.101267,2,501089,147065,0.061277083333333336,0.29349077708750343
30014,1330.088158,1,61098,31084,0.012951666666666667,0.5087564241055353
525762,1092.600171,2,365279,160483,0.06686791666666667,0.4393436250099239
445817,963.238852,2,238865,206952,0.08623,0.8663973374081594
169659,159.72837,1,44788,124871,0.05202958333333333,2.788045905153166
223972,665.929972,2,83567,140405,0.058502083333333336,1.6801488625892995
219211,1620.382966,2,66871,152340,0.063475,2.2781175696490257
422655,877.669986,2,475931,53276,0.022198333333333334,0.11194059643099524
264618,946.977392,2,365742,101124,0.042135,0.2764899847433437
47651,1001.824604,2,46142,1509,0.00062875,0.03270339387109358
642348,1127.13826,2,313906,328442,0.13685083333333334,1.046306856192618
701685,1242.191981,2,147483,554202,0.2309175,3.7577347897723805
163440,7.647396,1,173847,10407,0.00433625,0.059862982967782016
530031,1075.62525,2,146974,383057,0.15960708333333334,2.6062909085960784
160924,535.943946,2,86091,74833,0.031180416666666665,0.8692313946870173
254149,1824.011815,2,130867,123282,0.0513675,0.9420403921538661
1044525,620.494565,2,602895,441630,0.1840125,0.7325156121712736
1320353,646.834628,2,602631,717722,0.2990508333333333,1.1909808821650396
151232,1111.750958,2,72762,78470,0.032695833333333334,1.0784475412990298
385940,915.173837,2,264303,121637,0.050682083333333336,0.4602180073627617
53497,640.558223,2,166947,113450,0.04727083333333333,0.6795569851509761
30505,1196.441526,1,111005,80500,0.033541666666666664,0.7251925588937436
310169,1781.761495,2,56174,253995,0.10583125,4.52157581799409
816596,194.518784,2,625470,191126,0.07963583333333334,0.30557180999888084
755131,1387.838681,2,380644,374487,0.15603625,0.9838247811603493
289260,721.422042,2,344082,54822,0.0228425,0.15932829964950215
359356,902.119396,2,156811,202545,0.08439375,1.291650458194897
249197,1915.015667,2,49559,199638,0.0831825,4.028289513509151
163440,157.898505,1,154333,9107,0.0037945833333333334,0.05900876675759559
236849,821.96224,2,156368,80481,0.03353375,0.5146897063337768
107408,590.291876,2,86354,21054,0.0087725,0.24381036199828612
644561,1344.073571,2,147143,497418,0.2072575,3.3805073975656335
1260656,529.778415,2,602921,657735,0.27405625,1.0909140666853534
419477,851.146046,2,502739,83262,0.0346925,0.1656167514356356
533657,1089.50071,2,379954,153703,0.06404291666666667,0.4045305484348105
290558,1679.02312,2,98751,191807,0.07991958333333334,1.9423296979271096
24678,592.650595,1,66938,42260,0.017608333333333333,0.6313304849263498
401531,980.74716,2,361920,39611,0.016504583333333333,0.10944683908045977
162319,530.360299,2,156654,5665,0.0023604166666666665,0.03616249824453892
530678,1140.809525,2,145969,384709,0.16029541666666666,2.6355527543519512
1001469,444.805048,2,602608,398861,0.16619208333333332,0.6618913124286435
542764,903.65746,2,442466,100298,0.04179083333333333,0.2266795640794999
483331,1092.820187,2,147918,335413,0.13975541666666666,2.267560405089306
364459,1740.872231,2,88681,275778,0.1149075,3.1097754874212065
437424,326.700197,2,307733,129691,0.054037916666666665,0.42144001455807467
25890,427.917145,1,7651,18239,0.007599583333333333,2.383871389360868
571017,1142.407435,2,146737,424280,0.17678333333333332,2.891431608932989
50630,978.574495,2,55008,4378,0.0018241666666666666,0.07958842350203607
83219,117.144564,2,89193,5974,0.002489166666666667,0.06697835031897122
686027,1128.599563,2,147178,538849,0.22452041666666667,3.661206158529128
25484,482.030452,1,85855,60371,0.025154583333333334,0.7031739560887543
820541,436.336802,2,601431,219110,0.09129583333333334,0.36431444338585806
26477,312.482748,1,55275,28798,0.011999166666666667,0.5209950248756219
77690,171.879746,2,89022,11332,0.0047216666666666665,0.12729437667093527
340679,9.398081,2,342517,1838,0.0007658333333333333,0.005366157008265283
238134,531.285959,2,156145,81989,0.034162083333333336,0.5250824554100355
140978,592.336451,2,156976,15998,0.0066658333333333335,0.10191366833146469
1927388,932.097868,2,586219,1341169,0.5588204166666667,2.287829292465785
28037,320.014377,1,21073,6964,0.0029016666666666665,0.33047027001376167
26664,429.126803,1,12826,13838,0.005765833333333334,1.0789022298456261
2040773,956.087198,2,585784,1454989,0.6062454166666666,2.48383192439534
30354,1142.377047,1,50753,20399,0.008499583333333333,0.4019269796859299
440649,964.095914,2,536303,95654,0.03985583333333333,0.17835812963940162
960585,507.0172,2,601872,358713,0.14946375,0.5959954940585374
342091,16.044585,2,343724,1633,0.0006804166666666666,0.0047509047957081845
1173049,584.841892,2,602532,570517,0.23771541666666668,0.9468658925998951
540323,1355.406728,2,302088,238235,0.09926458333333334,0.7886278170599296
405313,1954.629025,2,125583,279730,0.11655416666666667,2.227451167753597
163440,8.852358,1,173552,10112,0.004213333333333334,0.058264958052917856
1204448,12.68465,2,1201391,3057,0.00127375,0.002544550441946044
26661,458.332087,1,59451,32790,0.0136625,0.5515466518645608
1081586,526.779402,2,603069,478517,0.19938208333333332,0.7934697356355574
26434,439.432671,1,34893,8459,0.003524583333333333,0.24242684779182072
41234,851.066041,2,55851,14617,0.006090416666666667,0.261714203863852
337394,1085.597889,2,313605,23789,0.009912083333333334,0.07585657116436281
170645,733.235908,2,156554,14091,0.00587125,0.09000728183246676
27434,651.936111,1,52963,25529,0.010637083333333333,0.48201574684213505
471008,2047.688982,2,137486,333522,0.1389675,2.4258615422661216
54437,960.255567,2,187352,132915,0.05538125,0.7094399846278663
169659,256.31323,1,8113,161546,0.06731083333333333,19.91199309749784
25101,441.678376,1,17991,7110,0.0029625,0.3951975987993997
1224963,562.92112,2,602678,622285,0.25928541666666666,1.0325331271425207
27001,439.764334,1,6597,20404,0.008501666666666666,3.092921024708201
68083,1056.983949,2,330598,262515,0.10938125,0.7940610651002123
66092,333.517492,2,85694,19602,0.0081675,0.22874413611221323
