estimates,runtime,case,true_counts,absolute_error,normalized_error,relative_error
41208,3357.064627,2,93367,52159,0.07451285714285714,0.5586449173690918
69385,1087.59638,2,44990,24395,0.03485,0.542231607023783
33884,2987.028101,2,110659,76775,0.10967857142857143,0.6937980643237333
8071,4331.766914,2,6139,1932,0.00276,0.314709236031927
9508,1280.261984,2,25148,15640,0.022342857142857143,0.6219182439955464
7397,2962.192326,2,18189,10792,0.015417142857142857,0.5933256363736324
66976,4176.536313,2,42846,24130,0.03447142857142857,0.5631797600709518
4529,2944.114497,2,15801,11272,0.016102857142857144,0.7133725713562433
49266,2893.279833,2,155883,106617,0.15231,0.6839552741479187
82501,1850.291231,2,174922,92421,0.13203,0.5283554955923212
125076,2571.707988,2,170674,45598,0.06514,0.26716430153391846
3949,89.438253,1,4577,628,0.0008971428571428571,0.13720777802053746
21603,2391.778988,2,45997,24394,0.03484857142857143,0.5303389351479444
59049,1299.08423,2,175767,116718,0.16674,0.6640495656181195
50850,3009.670433,2,145690,94840,0.1354857142857143,0.6509712403047567
10892,4037.267077,2,17950,7058,0.010082857142857143,0.3932033426183844
41627,3165.453031,2,106066,64439,0.09205571428571428,0.6075368166990365
44725,3136.727705,2,69972,25247,0.03606714285714286,0.3608157548733779
16866,674.992505,2,13093,3773,0.00539,0.2881692507446727
16802,2068.484345,2,24462,7660,0.010942857142857143,0.3131387458098275
23277,5067.992513,2,19501,3776,0.005394285714285714,0.19363109584123891
39966,2614.38671,2,139239,99273,0.14181857142857143,0.7129683493848706
37320,3205.598311,2,107159,69839,0.09977,0.6517324723075056
6347,3076.383619,2,13369,7022,0.010031428571428571,0.5252449697060364
50397,3451.608403,2,91111,40714,0.05816285714285714,0.44686152056282996
59112,3864.317363,2,43165,15947,0.02278142857142857,0.36944283563071934
50976,96.526198,2,50790,186,0.00026571428571428574,0.003662138216184288
45015,3327.616703,2,43111,1904,0.00272,0.04416506228108835
12007,1544.316349,2,24983,12976,0.018537142857142856,0.5193931873674098
26916,5519.594698,2,38363,11447,0.01635285714285714,0.2983864661262154
75516,1778.307825,2,176115,100599,0.14371285714285714,0.5712119921642109
89622,1797.064961,2,176336,86714,0.12387714285714285,0.4917543780056256
15815,3493.66712,2,21434,5619,0.008027142857142858,0.26215358775776804
34583,2803.88137,2,76769,42186,0.060265714285714284,0.5495186859279136
15397,1864.214487,2,48670,33273,0.04753285714285714,0.6836449558249434
13523,3508.480988,2,32626,19103,0.02729,0.5855146202415251
28226,5450.560154,2,16438,11788,0.01684,0.7171188709088697
74026,748.24088,2,182217,108191,0.15455857142857143,0.5937481135130093
58083,4053.674631,2,110976,52893,0.07556142857142857,0.4766165657439446
29524,2201.502329,2,100456,70932,0.10133142857142857,0.7061001831647686
33579,2856.731535,2,46081,12502,0.01786,0.2713048761962631
20790,5608.999008,2,14482,6308,0.009011428571428571,0.43557519679602263
48349,714.268119,2,45039,3310,0.004728571428571428,0.07349186260796199
25808,2666.549446,2,45605,19797,0.028281428571428572,0.4340971384716588
14401,1805.324167,2,25163,10762,0.015374285714285714,0.4276914517346898
51208,3954.773625,2,43092,8116,0.011594285714285715,0.18834122342894272
87573,1563.469135,2,175425,87852,0.12550285714285714,0.5007952116289013
40971,2562.532383,2,147043,106072,0.15153142857142857,0.7213672191127766
47546,3242.288878,2,111007,63461,0.09065857142857142,0.5716846685344168
29639,5137.807039,2,28998,641,0.0009157142857142858,0.022104972756741843
570,1755.897723,1,19693,19123,0.027318571428571428,0.9710557050728685
37622,2966.68262,2,105729,68107,0.09729571428571429,0.6441657444977253
18626,1892.786749,2,45970,27344,0.03906285714285714,0.5948227104633457
43139,3504.96658,2,42836,303,0.00043285714285714287,0.007073489588196844
75174,1438.709355,2,175190,100016,0.14288,0.5709001655345625
42488,2730.019185,2,128941,86453,0.12350428571428572,0.6704849504812278
37098,3266.706076,2,43140,6042,0.008631428571428571,0.14005563282336578
31860,5331.330483,2,25670,6190,0.008842857142857144,0.2411375146084924
129286,1163.227864,2,90134,39152,0.05593142857142857,0.4343754853884217
