estimates,runtime,case,true_counts,absolute_error,normalized_error,relative_error
443169,67.27142,2,320266,122903,0.051209583333333336,0.3837528804181524
1400882,20.488351,1,153936,1246946,0.5195608333333334,8.100418355680283
361990,54.664968,2,378762,16772,0.006988333333333333,0.04428110528511308
257963,85.732952,1,21053,236910,0.0987125,11.253028072008739
230457,25.164216,1,85925,144532,0.060221666666666666,1.6820715740471341
281395,55.866107,1,62243,219152,0.09131333333333333,3.520909981845348
891285,86.010835,2,146210,745075,0.31044791666666666,5.095923671431502
229959,58.535872,1,54863,175096,0.07295666666666667,3.1915134061207007
629286,60.647824,2,536393,92893,0.038705416666666666,0.17318085806488898
1242639,38.180089,2,602071,640568,0.2669033333333333,1.0639409637733757
1773244,50.839326,2,585746,1187498,0.49479083333333335,2.0273258374790437
1460509,0.565961,1,15810,1444699,0.6019579166666666,91.37881087919038
224447,46.734767,1,157036,67411,0.028087916666666667,0.42927099518581724
781682,27.285683,2,602554,179128,0.07463666666666667,0.2972812395237605
648227,63.965506,2,501089,147138,0.0613075,0.2936364597905761
261825,80.87809,1,61098,200727,0.08363625,3.2853284886575667
525700,69.012878,2,365279,160421,0.06684208333333333,0.43917389173754856
440593,59.974534,2,238865,201728,0.08405333333333333,0.8445272434220166
1460509,7.951665,1,44788,1415721,0.58988375,31.60938197731535
257347,40.177048,1,83567,173780,0.07240833333333334,2.0795290006820872
233818,103.292932,1,66871,166947,0.06956125,2.4965530648562155
425976,54.584729,2,475931,49955,0.020814583333333334,0.10496269417205435
235313,58.589395,1,365742,130429,0.05434541666666667,0.3566147721617971
231214,63.502047,1,46142,185072,0.07711333333333334,4.01092280351957
637726,70.549124,2,313906,323820,0.134925,1.0315827031022027
707459,79.069669,2,147483,559976,0.23332333333333333,3.7968850647193237
1400882,0.66543,1,173847,1227035,0.5112645833333334,7.058131575465783
545423,68.522246,2,146974,398449,0.16602041666666667,2.711016914556316
214557,34.18442,1,86091,128466,0.0535275,1.4922117294490713
223475,118.000319,1,130867,92608,0.038586666666666665,0.7076497512741944
1045437,38.930675,2,602895,442542,0.1843925,0.7340283133879034
1318911,37.933598,2,602631,716280,0.29845,1.188588041438293
268612,72.420029,1,72762,195850,0.08160416666666667,2.6916522360572825
389858,58.35068,2,264303,125555,0.05231458333333333,0.4750419026647446
214090,37.584878,1,166947,47143,0.019642916666666666,0.2823830317406123
265993,64.726113,1,111005,154988,0.06457833333333333,1.3962253952524661
290568,112.511748,1,56174,234394,0.09766416666666666,4.172642147612774
806413,12.842891,2,625470,180943,0.07539291666666667,0.2892912529777607
753118,86.9076,2,380644,372474,0.1551975,0.9785363751957209
217825,46.327545,1,344082,126257,0.05260708333333333,0.366938694845996
361642,55.899909,2,156811,204831,0.08534625,1.3062285171320889
265717,118.75167,1,49559,216158,0.09006583333333333,4.361629572832381
1400882,10.284269,1,154333,1246549,0.5193954166666667,8.07700880563457
223603,48.547197,1,156368,67235,0.028014583333333332,0.4299792796480098
234131,35.810298,1,86354,147777,0.06157375,1.7112930495402645
655359,83.239381,2,147143,508216,0.21175666666666668,3.453891792338066
1265941,32.293405,2,602921,663020,0.27625833333333333,1.0996797258678999
421716,52.72042,2,502739,81023,0.033759583333333336,0.16116314827375636
541004,68.655273,2,379954,161050,0.06710416666666667,0.4238670997015428
257447,106.437115,1,98751,158696,0.06612333333333334,1.607031827525797
214142,37.049017,1,66938,147204,0.061335,2.1991096238310077
396608,63.35449,2,361920,34688,0.014453333333333334,0.09584438549955791
238391,35.388897,1,156654,81737,0.034057083333333335,0.5217677173899167
536039,72.473989,2,145969,390070,0.16252916666666667,2.672279730627736
1014444,28.742277,2,602608,411836,0.17159833333333332,0.6834227225659135
537162,57.658849,2,442466,94696,0.03945666666666667,0.21401870426202238
490477,69.912897,2,147918,342559,0.14273291666666665,2.315870955529415
272503,113.895401,1,88681,183822,0.0765925,2.0728453671023104
1400882,22.109953,1,307733,1093149,0.45547875,3.552264463024765
225161,26.595185,1,7651,217510,0.09062916666666666,28.42896353417854
577852,73.347984,2,146737,431115,0.17963125,2.938011544463905
225124,62.367028,1,55008,170116,0.07088166666666666,3.0925683536940083
395536,8.330207,1,89193,306343,0.12764291666666666,3.4346080970479744
694419,69.795647,2,147178,547241,0.22801708333333334,3.7182255500142682
220952,29.371966,1,85855,135097,0.05629041666666667,1.5735484246695008
821857,27.387086,2,601431,220426,0.09184416666666667,0.36650255806568
229188,21.121268,1,55275,173913,0.07246375,3.146322930800543
277973,11.864896,1,89022,188951,0.07872958333333334,2.1225202758868593
370689,0.724609,1,342517,28172,0.011738333333333333,0.08224993212015753
322262,34.173975,1,156145,166117,0.06921541666666667,1.0638637164174325
226738,37.770039,1,156976,69762,0.0290675,0.44441188461930486
1916298,57.566729,2,586219,1330079,0.5541995833333333,2.2689114477695194
243571,66.994569,1,21073,222498,0.0927075,10.55843970958098
231891,28.157458,1,12826,219065,0.09127708333333333,17.07975986277873
2023370,58.864412,2,585784,1437586,0.5989941666666667,2.454123021455007
264465,53.640765,1,50753,213712,0.08904666666666666,4.2108249758634955
447979,49.844247,2,536303,88324,0.03680166666666667,0.16469048280542903
955656,28.577378,2,601872,353784,0.14741,0.5878060451391658
372010,1.006431,1,343724,28286,0.011785833333333334,0.08229276978040521
