estimates,runtime,case,true_counts,absolute_error,normalized_error,relative_error
472594,26379.73735,2,359082,113512,0.04204148148148148,0.3161172099966024
266981,12384.095323,2,172623,94358,0.034947407407407406,0.5466131396163895
389110,22832.670956,2,424985,35875,0.013287037037037036,0.08441474404978999
67944,37936.399365,2,23588,44356,0.016428148148148147,1.8804476852636933
80273,14157.272223,2,96534,16261,0.006022592592592592,0.16844842231752544
77860,23197.296813,2,70089,7771,0.0028781481481481483,0.11087331820970481
908750,37867.232136,2,164267,744483,0.27573444444444445,4.5321519233930125
17755,31459.963588,2,61349,43594,0.016145925925925925,0.7105902296695953
660179,31130.539917,2,602221,57958,0.021465925925925926,0.09624041672409299
1215233,17813.495924,2,676215,539018,0.19963629629629628,0.797110386489504
1700871,21299.998018,2,658604,1042267,0.3860248148148148,1.5825397355618855
15230,148.861041,1,17808,2578,0.0009548148148148148,0.1447663971248877
217426,20314.717435,2,176412,41014,0.01519037037037037,0.2324898532979616
777497,14741.553109,2,676543,100954,0.03739037037037037,0.14922037475814545
664033,24454.444398,2,562677,101356,0.03753925925925926,0.18013176298302577
41720,37085.268805,2,68499,26779,0.009918148148148148,0.39094001372282805
546799,32955.75896,2,409821,136978,0.05073259259259259,0.33423860661117905
498407,24617.171341,2,268439,229968,0.08517333333333334,0.8566862490174677
65256,10494.022819,2,50317,14939,0.005532962962962963,0.29689766877993523
231073,19483.628086,2,94066,137007,0.050743333333333335,1.4564986286224566
241436,64437.020111,2,74916,166520,0.061674074074074076,2.2227561535586524
453630,30474.568082,2,534206,80576,0.029842962962962963,0.15083319917784524
291750,23412.566545,2,411117,119367,0.04421,0.29034800312319853
53870,31793.235588,2,51841,2029,0.0007514814814814814,0.03913890549950811
671680,34706.04322,2,352096,319584,0.11836444444444444,0.9076615468508589
725924,35689.867835,2,165350,560574,0.20762,3.390226791654067
195643,162.056869,2,195388,255,9.444444444444444e-05,0.0013050955022826376
551666,33200.772559,2,165012,386654,0.14320518518518519,2.3431871621457834
165982,16124.053337,2,96676,69306,0.02566888888888889,0.7168894037817038
265605,74710.566072,2,147059,118546,0.043905925925925925,0.8061118326658008
1005184,17245.574793,2,677064,328120,0.12152592592592593,0.4846218378173998
1232583,17649.894461,2,676837,555746,0.20583185185185185,0.8210928185072625
169155,33473.024989,2,81643,87512,0.03241185185185185,1.0718861384319538
413890,29988.2169,2,296280,117610,0.043559259259259256,0.39695558255704066
59586,17316.676433,2,187464,127878,0.04736222222222222,0.6821469722186659
52028,25760.236314,2,124908,72880,0.026992592592592592,0.5834694335030582
318688,81640.813031,2,62987,255701,0.09470407407407408,4.05958372362551
900593,10750.692575,2,703426,197167,0.07302481481481482,0.28029529758638433
768712,39834.409833,2,427271,341441,0.12645962962962962,0.7991204645295374
316244,19654.789549,2,385975,69731,0.025826296296296295,0.18066195997150075
396676,23522.678094,2,176163,220513,0.08167148148148148,1.2517554764621401
260604,106224.389922,2,55496,205108,0.07596592592592592,3.6959060112440536
185976,3470.259897,2,173542,12434,0.004605185185185185,0.07164836177985733
264924,22013.989431,2,175375,89549,0.0331662962962963,0.5106143977191732
121269,17250.562886,2,96961,24308,0.009002962962962963,0.2506987345427543
647033,36625.051257,2,165028,482005,0.17852037037037036,2.920746782364205
1244828,16854.298712,2,676791,568037,0.21038407407407408,0.8393093288770093
453892,21888.036472,2,564521,110629,0.04097370370370371,0.19596968049018548
562039,33188.112694,2,426438,135601,0.05022259259259259,0.3179852639774129
316786,94381.411307,2,110842,205944,0.07627555555555555,1.8579960664729975
2199,17686.202797,1,75060,72861,0.026985555555555554,0.9707034372501998
426928,24510.345819,2,405972,20956,0.007761481481481481,0.051619323500142866
179386,16502.822104,2,176179,3207,0.0011877777777777778,0.018203077551808104
560944,36012.508007,2,164036,396908,0.14700296296296297,2.419639591309225
1016997,15285.133844,2,676384,340613,0.12615296296296297,0.5035793277191655
569866,23570.774988,2,496967,72899,0.02699962962962963,0.14668780824481303
495808,34512.73699,2,165905,329903,0.12218629629629629,1.9885054699978904
391569,75034.646448,2,99463,292106,0.10818740740740741,2.936830781295557
494486,13195.796539,2,345897,148589,0.055032962962962964,0.4295758563965574
2301,14891.828397,1,8594,6293,0.002330740740740741,0.7322550616709332
595492,27641.33494,2,164885,430607,0.15948407407407408,2.6115595718227858
57764,32337.490536,2,61798,4034,0.001494074074074074,0.0652771934366808
92531,9192.218613,2,100321,7790,0.002885185185185185,0.07765074112100158
711837,28539.046542,2,165100,546737,0.2024951851851852,3.3115505754088432
41739,15619.413885,2,96082,54343,0.020127037037037037,0.5655898087050645
793507,14873.034332,2,676003,117504,0.04352,0.17382171380896239
2364,5188.776641,1,62030,59666,0.022098518518518517,0.961889408350798
86383,10374.555376,2,100029,13646,0.005054074074074074,0.13642043807295884
385397,208.051624,2,385407,10,3.7037037037037037e-06,2.5946596714641924e-05
264753,17076.129184,2,175239,89514,0.03315333333333333,0.5108109496173797
157059,17648.406526,2,176286,19227,0.007121111111111111,0.10906708417004186
1743615,24133.067409,2,659025,1084590,0.4017,1.6457494025264596
6968,13053.756778,2,23675,16707,0.006187777777777778,0.7056810982048575
5056,7635.720309,2,14412,9356,0.0034651851851851853,0.649181237857341
1899413,24950.025535,2,658579,1240834,0.45956814814814817,1.8841080568921875
20953,22498.419701,2,57171,36218,0.013414074074074075,0.633502999772612
478627,20188.480789,2,601876,123249,0.04564777777777778,0.20477473765360307
944156,14620.437986,2,676119,268037,0.09927296296296297,0.3964346512965913
386863,284.023743,2,386635,228,8.444444444444444e-05,0.0005897034670942879
1182772,16359.296917,2,676850,505922,0.18737851851851853,0.7474654650217921
559106,34798.62905,2,339232,219874,0.08143481481481482,0.6481522969531176
438487,96528.158095,2,141111,297376,0.11013925925925926,2.107390635740658
195262,155.95147,2,195162,100,3.7037037037037037e-05,0.0005123948309609452
1349675,211.717808,2,1351132,1457,0.0005396296296296296,0.001078355038589864
16784,15256.907323,2,66760,49976,0.01850962962962963,0.7485919712402637
1045797,15560.302939,2,677343,368454,0.13646444444444444,0.5439695988590714
10023,14648.360781,2,39217,29194,0.010812592592592592,0.7444220618609276
45255,22226.147398,2,62599,17344,0.006423703703703704,0.2770651288359239
376835,33055.809479,2,352284,24551,0.009092962962962962,0.0696909311805248
191497,19754.006699,2,176023,15474,0.005731111111111111,0.08790896644188544
37996,19522.984542,2,59455,21459,0.007947777777777778,0.3609284332688588
502411,108032.131046,2,154325,348086,0.12892074074074075,2.2555386359954643
60083,31909.079575,2,210653,150570,0.055766666666666666,0.7147773827099543
24507,12015.016203,2,9054,15453,0.005723333333333334,1.7067594433399602
5224,7278.317879,2,20206,14982,0.005548888888888889,0.7414629318024349
1180370,17751.745751,2,676445,503925,0.18663888888888888,0.7449607876471849
2399,14971.715674,1,7370,4971,0.001841111111111111,0.6744911804613297
76530,33392.522213,2,371535,295005,0.10926111111111111,0.7940167144414388
75886,13129.042831,2,96346,20460,0.007577777777777778,0.2123596205343242
276952,21549.100528,2,397795,120843,0.04475666666666667,0.30378209881974383
17113,15358.825194,2,63389,46276,0.01713925925925926,0.7300320244837433
87711,14289.444613,2,96293,8582,0.0031785185185185185,0.08912382000768487
81532,7020.280096,2,96504,14972,0.005545185185185185,0.15514382823509906
591764,34440.588686,2,116897,474867,0.17587666666666665,4.062268492775692
438594,29617.981307,2,433913,4681,0.0017337037037037037,0.010787876832452588
192772,224.484529,2,192662,110,4.074074074074074e-05,0.0005709480852477396
583191,33723.024825,2,339665,243526,0.09019481481481481,0.7169593570135281
506902,21585.600554,2,481281,25621,0.00948925925925926,0.053235012394006825
1929074,24720.931784,2,658755,1270319,0.47048851851851853,1.9283633520808192
3334,11119.208467,1,78253,74919,0.027747777777777777,0.9573946046796928
302452,20844.873669,2,410314,107862,0.03994888888888889,0.26287672367991344
32895,20324.282131,2,25029,7866,0.0029133333333333333,0.3142754404890327
13757,16446.894759,2,24270,10513,0.003893703703703704,0.4331685208075814
456176,30437.948755,2,449940,6236,0.00230962962962963,0.013859625727874829
234086,17617.228674,2,175989,58097,0.02151740740740741,0.33011722323554316
26742,19344.842265,2,25002,1740,0.0006444444444444444,0.06959443244540436
900593,11319.932278,2,703426,197167,0.07302481481481482,0.28029529758638433
1175347,15969.483386,2,677052,498295,0.1845537037037037,0.7359774433869186
1030339,16152.597535,2,676999,353340,0.13086666666666666,0.5219210072688438
195262,152.953415,2,195162,100,3.7037037037037037e-05,0.0005123948309609452
94929,117.671242,2,95223,294,0.00010888888888888889,0.0030874893670646796
386863,271.187686,2,386635,228,8.444444444444444e-05,0.0005897034670942879
2985,4016.334703,1,9025,6040,0.002237037037037037,0.6692520775623269
33483,27536.035008,2,201522,168039,0.06223666666666667,0.8338494060201864
