estimates,runtime,case,true_counts,absolute_error,normalized_error,relative_error
512027,15663.35588,2,372623,139404,0.049787142857142856,0.3741153927696358
276221,4481.747849,2,179055,97166,0.034702142857142855,0.5426600765128033
419751,11843.745884,2,441155,21404,0.007644285714285715,0.048518094547267965
70780,17803.22797,2,24437,46343,0.01655107142857143,1.8964275483897368
83514,5050.190984,2,100278,16764,0.0059871428571428575,0.16717525279722373
81518,11320.919024,2,72704,8814,0.0031478571428571428,0.1212312940140845
1046592,17018.186332,2,170404,876188,0.3129242857142857,5.141827656627779
18400,11921.312622,2,63665,45265,0.01616607142857143,0.7109871986177648
729876,12123.059907,2,624800,105076,0.037527142857142856,0.16817541613316261
1444279,7890.165004,2,701628,742651,0.2652325,1.058468305141756
2088145,10004.232838,2,683004,1405141,0.5018360714285715,2.057295418474855
25625,91.504441,1,18492,7133,0.0025475,0.38573437162016005
227183,9212.892192,2,183105,44078,0.015742142857142857,0.24072526692335
910105,5623.293116,2,701755,208350,0.07441071428571429,0.2968984902138211
754021,12582.189377,2,583760,170261,0.0608075,0.29166266959024256
43387,16970.898663,2,71015,27628,0.009867142857142857,0.3890445680490037
611756,13474.591513,2,425139,186617,0.06664892857142857,0.4389552593387104
520232,11942.115133,2,278279,241953,0.08641178571428572,0.8694619428702849
67886,2299.616919,2,52229,15657,0.005591785714285714,0.2997759865208984
261029,8367.784417,2,97588,163441,0.058371785714285716,1.6748063286469648
256147,20298.943957,2,77820,178327,0.06368821428571429,2.2915317399126187
495362,10848.901771,2,554432,59070,0.02109642857142857,0.10654146946785178
308140,11867.436373,2,426212,118072,0.04216857142857143,0.2770264563175133
55925,12689.598508,2,53797,2128,0.00076,0.039556109076714314
746859,14666.661382,2,365281,381578,0.13627785714285715,1.0446149676550383
821166,16875.884785,2,171530,649636,0.23201285714285713,3.7873025126799975
204618,110.892254,2,202692,1926,0.0006878571428571428,0.009502101710970339
620269,14263.707988,2,171157,449112,0.16039714285714285,2.623976816606975
187329,6965.922733,2,100330,86999,0.031071071428571427,0.8671284760291039
294408,23079.022521,2,152521,141887,0.05067392857142857,0.930278453458868
1216539,7873.572583,2,702495,514044,0.18358714285714287,0.7317404394337326
1538534,7931.88352,2,702291,836243,0.29865821428571426,1.1907357491410255
176384,14284.504216,2,84679,91705,0.03275178571428571,1.0829721654719588
451120,11362.588676,2,307426,143694,0.05131928571428571,0.46741004339255626
61689,7633.25561,2,194520,132831,0.047439642857142854,0.6828655151141271
53483,13251.356615,2,129475,75992,0.02714,0.586924116624831
359516,21965.545354,2,65454,294062,0.10502214285714286,4.492651327649953
951286,2542.192283,2,729367,221919,0.07925678571428571,0.30426246320439504
881724,16977.021255,2,443336,438388,0.15656714285714285,0.9888391648772037
337185,9071.800166,2,400575,63390,0.022639285714285716,0.1582475191911627
417802,11150.49728,2,182894,234908,0.08389571428571428,1.2843942392861438
288917,23931.233204,2,57550,231367,0.08263107142857143,4.020278019113814
192017,1968.022812,2,179917,12100,0.0043214285714285715,0.06725323343541745
276327,10079.46912,2,181948,94379,0.03370678571428572,0.5187141381053928
125704,7559.079101,2,100520,25184,0.008994285714285715,0.2505372065260645
754771,16500.430799,2,171128,583643,0.20844392857142857,3.4105640222523492
1474296,7139.715607,2,702012,772284,0.2758157142857143,1.100100852976872
487033,11531.078625,2,585939,98906,0.035323571428571426,0.16879914120753184
620557,13903.728346,2,442592,177965,0.06355892857142857,0.40209719109247344
338736,22350.412112,2,115013,223723,0.07990107142857143,1.9451974994131098
3704,7742.80619,1,77868,74164,0.02648714285714286,0.9524323213643602
