estimates,runtime,case,true_counts,absolute_error,normalized_error,relative_error
51515,32.09518,1,39860,11655,0.03885,0.29239839438033116
334380,9.375301,1,19185,315195,1.05065,16.42924159499609
54213,25.024031,1,47257,6956,0.023186666666666668,0.14719512453181538
61984,40.837834,1,2586,59398,0.19799333333333333,22.969064191802012
55305,12.207232,1,11036,44269,0.14756333333333332,4.011326567596956
67619,25.827654,1,7758,59861,0.19953666666666667,7.716035060582624
109677,39.953172,2,18411,91266,0.30422,4.9571451849437835
54973,28.056733,1,6720,48253,0.16084333333333334,7.180505952380952
55795,28.414354,1,66166,10371,0.03457,0.15674213342199922
154958,17.702911,2,74552,80406,0.26802,1.078522373645241
221390,25.035539,2,73486,147904,0.49301333333333336,2.012682687858912
349142,0.260639,1,1966,347176,1.1572533333333332,176.59003051881993
53840,22.328479,1,19596,34244,0.11414666666666666,1.747499489691774
98146,13.598985,2,74803,23343,0.07781,0.31205967675093244
80469,29.574332,2,61872,18597,0.06199,0.3005721489526765
62924,38.669528,1,7624,55300,0.18433333333333332,7.253410283315845
52986,32.528421,1,45134,7852,0.026173333333333333,0.17397084238046706
60762,28.588537,1,30122,30640,0.10213333333333334,1.0171967332846426
349142,3.900514,1,5550,343592,1.1453066666666667,61.90846846846847
61676,18.33795,1,10467,51209,0.17069666666666666,4.892423808158976
56137,48.866498,1,8348,47789,0.15929666666666667,5.724604695735506
54357,25.567296,1,59563,5206,0.01735333333333333,0.08740325369776539
56472,27.784128,1,46036,10436,0.03478666666666667,0.22669215396646103
55330,30.265204,1,5650,49680,0.1656,8.792920353982302
80474,33.268516,2,38743,41731,0.13910333333333333,1.0771236094262189
63142,36.844629,1,18411,44731,0.14910333333333334,2.42958014230623
334380,0.270536,1,21546,312834,1.04278,14.519353940406573
65231,32.39691,1,18365,46866,0.15622,2.551919411924857
51458,16.984572,1,10479,40979,0.13659666666666667,3.910583070903712
53735,55.801979,1,16350,37385,0.12461666666666667,2.286544342507645
131042,18.824768,2,75366,55676,0.18558666666666668,0.7387416076214739
165050,17.824659,2,75243,89807,0.29935666666666666,1.1935595337772285
64600,34.254457,1,9099,55501,0.18500333333333333,6.099681283657545
54790,27.310215,1,32681,22109,0.07369666666666666,0.6765092867415318
51441,17.799777,1,20876,30565,0.10188333333333334,1.4641214792105768
63856,31.02495,1,13933,49923,0.16641,3.5830761501471327
69798,52.791847,1,6992,62806,0.20935333333333334,8.982551487414188
98705,6.1165,2,78260,20445,0.06815,0.2612445693841043
93479,40.886861,2,47189,46290,0.1543,0.9809489499671533
52252,21.944675,1,42859,9393,0.03131,0.21916050304486806
54005,26.618726,1,19781,34224,0.11408,1.7301450887215004
63798,56.241755,1,6225,57573,0.19191,9.248674698795181
334380,4.999073,1,19344,315036,1.05012,16.285980148883375
53514,23.496161,1,19437,34077,0.11359,1.7532026547306683
56217,17.616153,1,10874,45343,0.15114333333333332,4.169854699282693
61109,39.971884,1,18292,42817,0.14272333333333334,2.3407500546687077
157815,15.597799,2,74656,83159,0.27719666666666665,1.113895735105015
55654,25.496195,1,63247,7593,0.02531,0.12005312504940946
51853,32.989318,1,47493,4360,0.014533333333333334,0.09180300254774387
61838,50.845422,1,12476,49362,0.16454,3.9565565886502085
51251,17.861082,1,8385,42866,0.14288666666666666,5.112224209898629
54086,29.486774,1,45116,8970,0.0299,0.19882081744835536
57189,17.205199,1,19797,37392,0.12464,1.888771025913017
61101,34.178885,1,18222,42879,0.14293,2.3531445505432993
124727,13.817004,2,74444,50283,0.16761,0.6754473161033797
56457,26.726315,1,54742,1715,0.005716666666666667,0.031328778634321
53533,32.660605,1,18313,35220,0.1174,1.9232239392781085
65446,52.845983,1,10877,54569,0.18189666666666668,5.016916429162453
334380,10.721953,1,38203,296177,0.9872566666666667,7.752715755307175
54091,12.578531,1,912,53179,0.17726333333333333,58.31030701754386
64068,35.300615,1,18528,45540,0.1518,2.457901554404145
53840,29.27575,1,6873,46967,0.15655666666666668,6.833551578641059
94784,4.08365,1,11123,83661,0.27887,7.521442056999011
63535,32.394311,1,18285,45250,0.15083333333333335,2.4747060432048125
52793,13.789321,1,10573,42220,0.14073333333333332,3.99319020145654
104319,13.86737,2,75572,28747,0.09582333333333333,0.3803922087545652
54993,10.424245,1,6861,48132,0.16044,7.015303891560997
66600,5.587239,1,11250,55350,0.1845,4.92
88464,0.319312,1,42939,45525,0.15175,1.0602249703067141
77311,16.064087,1,19682,57629,0.19209666666666667,2.928005284015852
54447,17.043046,1,19704,34743,0.11581,1.7632460414129112
240522,27.546365,2,73539,166983,0.55661,2.270672704279362
58428,10.51512,1,2552,55876,0.18625333333333333,21.894984326018808
55452,13.160455,1,1564,53888,0.17962666666666666,34.45524296675192
250932,27.355505,2,73621,177311,0.5910366666666667,2.408429660015485
63495,24.514818,1,6308,57187,0.19062333333333334,9.06578947368421
53396,23.126988,1,66549,13153,0.04384333333333333,0.19764384138003577
119960,13.507194,2,74552,45408,0.15136,0.6090782272776049
88595,0.450725,1,42930,45665,0.15221666666666667,1.0637083624505008
147078,15.32706,2,75678,71400,0.238,0.9434710219614684
54122,35.392942,1,37467,16655,0.055516666666666666,0.444524514906451
62800,53.504376,1,15795,47005,0.15668333333333334,2.9759417537195314
334380,0.274977,1,21562,312818,1.0427266666666666,14.507837862906966
309144,0.376857,1,149826,159318,0.53106,1.0633534900484563
55505,13.019729,1,7168,48337,0.16112333333333334,6.743443080357143
136491,15.092234,2,75428,61063,0.20354333333333333,0.8095534814657687
55108,13.307763,1,4408,50700,0.169,11.501814882032669
54864,24.320059,1,7008,47856,0.15952,6.828767123287672
59164,31.129493,1,39485,19679,0.06559666666666666,0.4983917943522857
53699,21.597754,1,19790,33909,0.11303,1.7134411318847902
57246,20.44493,1,6488,50758,0.16919333333333333,7.823366214549939
62883,61.036827,1,17260,45623,0.15207666666666667,2.643279258400927
61607,27.447788,1,23478,38129,0.12709666666666666,1.624031007751938
349142,8.56163,1,1003,348139,1.1604633333333334,347.0977068793619
52344,13.01284,1,2245,50099,0.16699666666666665,22.315812917594656
153031,17.325307,2,74463,78568,0.2618933333333333,1.0551280501725688
56224,13.305598,1,827,55397,0.18465666666666666,66.98548972188634
53602,32.62869,1,41017,12585,0.04195,0.30682399980495895
56007,9.568463,1,10746,45261,0.15087,4.211892797319933
58064,24.006196,1,44485,13579,0.045263333333333336,0.30524896032370463
53960,14.059174,1,6821,47139,0.15713,6.910863509749303
55507,11.250249,1,10591,44916,0.14972,4.2409593050703425
55078,12.638481,1,10859,44219,0.14739666666666668,4.072106087116677
56895,33.09717,1,12786,44109,0.14703,3.449788831534491
51776,27.6319,1,47845,3931,0.013103333333333333,0.08216114536524192
349142,0.373325,1,21307,327835,1.0927833333333334,15.38625803726475
54832,32.714535,1,37324,17508,0.05836,0.46908155610331154
67357,22.693523,1,53693,13664,0.045546666666666666,0.25448382470713127
263141,28.814069,2,73613,189528,0.63176,2.5746539334085012
77311,6.656267,1,8714,68597,0.22865666666666667,7.872044985081478
58525,22.62665,1,45832,12693,0.04231,0.2769462384360272
55758,21.721229,1,2803,52955,0.17651666666666666,18.892258294684268
56828,16.588032,1,2786,54042,0.18014,19.39770279971285
55112,27.019208,1,49642,5470,0.018233333333333334,0.11018895290278394
56836,18.469566,1,19771,37065,0.12355,1.8747154923878409
53163,19.840513,1,2822,50341,0.16780333333333333,17.83876683203402
98705,5.977873,2,78260,20445,0.06815,0.2612445693841043
143814,15.586463,2,75892,67922,0.22640666666666667,0.8949823433299953
133473,16.165519,2,75565,57908,0.19302666666666668,0.7663336200621981
334380,0.274716,1,21562,312818,1.0427266666666666,14.507837862906966
334380,0.132262,1,10620,323760,1.0792,30.48587570621469
88595,0.463649,1,42930,45665,0.15221666666666667,1.0637083624505008
69819,7.234694,1,980,68839,0.22946333333333332,70.2438775510204
55020,24.059486,1,22457,32563,0.10854333333333334,1.4500155853408736
51446,16.563914,1,10591,40855,0.13618333333333332,3.8575205363044094
50358,22.497107,1,68473,18115,0.06038333333333333,0.26455683262015683
93156,40.665578,2,18451,74705,0.24901666666666666,4.04883204162376
55934,18.396839,1,8885,47049,0.15683,5.295329206527856
52046,33.506519,1,18213,33833,0.11277666666666666,1.8576291659803437
52394,21.300003,1,19611,32783,0.10927666666666666,1.671663862118199
90837,39.046187,2,73126,17711,0.05903666666666667,0.2421983972868747
54879,12.153424,1,20776,34103,0.11367666666666666,1.6414613015017328
63020,31.04201,1,6090,56930,0.18976666666666667,9.348111658456485
51125,16.707746,1,6849,44276,0.14758666666666667,6.46459337129508
93330,12.939894,2,75108,18222,0.06074,0.24261064067742452
57432,19.43174,1,13191,44241,0.14747,3.353877643848078
55816,27.4131,1,8916,46900,0.15633333333333332,5.260206370569763
57763,16.642964,1,2752,55011,0.18337,19.989462209302324
55364,24.585917,1,2850,52514,0.17504666666666666,18.4259649122807
53244,28.492009,1,11304,41940,0.1398,3.710191082802548
334380,0.230569,1,21472,312908,1.0430266666666668,14.572839046199702
50282,25.024291,1,19410,30872,0.10290666666666666,1.5905203503348788
60491,30.142986,1,46372,14119,0.04706333333333333,0.3044725265246269
58349,20.793559,1,34784,23565,0.07855,0.6774666513339467
55522,22.241447,1,19843,35679,0.11893,1.798064808748677
